Gene = PM20D1
index = 1044
Annotated 5SS: [  214  2233  4793  5307  6031  6451  7442  7964  8307  9866 17520 19838]
Annotated 3SS: [ 2145  4559  5219  5899  6330  7365  7901  8227  9793 17350 19737 21373]
SMsplice 5SS: [  214  2233  5307  6451  7442  8307  9401  9866 17520 17721 19838]
SMsplice 3SS: [ 2145  5219  6330  7365  8227  9332  9793 17433 17605 19737 20027]
top_k =  100
Partition function (log Z): 4.964299038458943

Sorted 5' Splice Sites (High to Low Probability):
Position 9866: 0.9995628776024812
Position 6451: 0.9787943177065798
Position 19838: 0.9783998534983325
Position 8307: 0.9374991464653103
Position 5307: 0.9313551989225626
Position 7442: 0.9285283005178327
Position 2233: 0.8693261997478409
Position 9401: 0.8475593782344679
Position 214: 0.6504295363306678
Position 4715: 0.4773322495177233
Position 17721: 0.36046136082044833
Position 56: 0.33840345343134876
Position 20285: 0.23324731329978937
Position 6031: 0.14436616383680287
Position 13229: 0.14028838574485702
Position 21282: 0.1252726001699499
Position 7964: 0.10276226188977135
Position 9405: 0.09254539521272898
Position 2258: 0.04976244570540726
Position 7512: 0.04880404404741203
Position 21291: 0.04614429719198126
Position 21278: 0.04235472988133654
Position 20101: 0.02287198582444145
Position 9581: 0.017662779636139072
Position 4793: 0.014723226235609179
Position 9009: 0.014424603728179407
Position 8563: 0.014111709393776015
Position 1557: 0.01116418914033337
Position 1548: 0.010391395578350279
Position 426: 0.009519236785461625
Position 15: 0.006870669834952828
Position 7500: 0.006484594399885872
Position 251: 0.005121188866957903
Position 7243: 0.004842222371676726
Position 7454: 0.0036621832713651385
Position 8158: 0.0030138131793597048
Position 4883: 0.0028258266381604442
Position 8154: 0.0025629279884716275
Position 170: 0.002321805005045555
Position 1378: 0.0018680914831102084
Position 1789: 0.0017514616407032719
Position 640: 0.001613012955423243
Position 271: 0.0015601933486819554
Position 6631: 0.0014897337663067874
Position 7615: 0.0013474628156806183
Position 4870: 0.001314964720534717
Position 4688: 0.0007832871985880176
Position 7868: 0.0007277688547894858
Position 3055: 0.00018712338868635153
Position 3424: 9.571445731712408e-05
Position 5351: 8.07417358619748e-05
Position 4400: 8.038351609603665e-05
Position 2601: 7.866181187199034e-05
Position 78: 4.927578140987819e-06
Position 224: 3.2738592897905385e-06
Position 108: 2.477736429240271e-06
Position 189: 7.427792388850887e-07
Position 152: 4.1900442451508543e-08
Position 66: 2.299583499509758e-08
Position 60: 1.3093700459042061e-08
Position 96: 2.3987974550947738e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9793: 0.9814909440016993
Position 19737: 0.9783998534983325
Position 7365: 0.9558426966195959
Position 8227: 0.939234612069817
Position 2145: 0.9141249658772926
Position 6330: 0.6752355832685346
Position 5219: 0.6317944303543122
Position 9332: 0.567713514559279
Position 21373: 0.48720731763817016
Position 4559: 0.46592591097260516
Position 21144: 0.3730496964274816
Position 17605: 0.3656802269722857
Position 20215: 0.2700835111583089
Position 20027: 0.26012682755585426
Position 9292: 0.2553569123426954
Position 6244: 0.1868508096662397
Position 5035: 0.15793899685287244
Position 5899: 0.14436616383680287
Position 12998: 0.14028838574485702
Position 5064: 0.12798103702541244
Position 9254: 0.12379938764625081
Position 6199: 0.0873964073330734
Position 7901: 0.07745011834375315
Position 20258: 0.05782342708601536
Position 7310: 0.0329837299669767
Position 4571: 0.025966787565359688
Position 6218: 0.023376123857118403
Position 1451: 0.019588064036777535
Position 9812: 0.018506606844574836
Position 5099: 0.013721476425827363
Position 7711: 0.013043135968228464
Position 8409: 0.012365158698692494
Position 17808: 0.012006878385624566
Position 7758: 0.010414713018296879
Position 9563: 0.007304037692550144
Position 6174: 0.005934024487926166
Position 8927: 0.005606960441229182
Position 8021: 0.005587485090179945
Position 8694: 0.005118216610388702
Position 4637: 0.005086855772650826
Position 115: 0.004904964375136601
Position 170: 0.004899496642072903
Position 7091: 0.004842380837280811
Position 270: 0.0038494530754448744
Position 8828: 0.0036994266765615243
Position 9503: 0.0035961499962869872
Position 2176: 0.0035855067468427947
Position 303: 0.002448383183425423
Position 7761: 0.0017765510635964605
Position 1359: 0.0016279506325411015
Position 6549: 0.0014897337663067874
Position 12330: 0.0012537153479543854
Position 318: 0.0010813903169919002
Position 2156: 0.00090976888515675
Position 1377: 0.0008068790276046002
Position 7567: 0.0008055123506858466
Position 12171: 0.0007454994381937732
Position 13849: 0.0007122092531363989
Position 1616: 0.000682291152857254
Position 1652: 0.0006018615096064317
Position 1998: 0.0004684039439558122
Position 12370: 0.00041229454485030464
Position 12510: 0.0004099735289283566
Position 10437: 0.000403587453623389
Position 175: 0.0003463849667790104
Position 96: 0.00018861782367335936
Position 3371: 9.5714457317124e-05
Position 4198: 8.038351609603665e-05
Position 2733: 6.409740335706833e-05
Position 2659: 4.860072909259057e-05
Position 2856: 4.245513188710107e-05
Position 2353: 3.996176923393562e-05
Position 2546: 3.870004263805473e-05
Position 3008: 3.197012434959151e-05
Position 6083: 1.3690936874077145e-06
Position 8461: 2.2192512970800794e-07
Position 8489: 1.1924309940483354e-07
