Gene = TBL2
index = 1381
Annotated 5SS: [ 372 4409 4854 5472 5948 7603]
Annotated 3SS: [4277 4668 5319 5820 7449 7818]
SMsplice 5SS: [ 372 4409 4854 5472 5948 7603]
SMsplice 3SS: [4277 4735 5319 5820 7478 7818]
top_k =  100
Partition function (log Z): 6.882096864954145

Sorted 5' Splice Sites (High to Low Probability):
Position 4409: 0.998309707399781
Position 5472: 0.9949026354910862
Position 7603: 0.8625896785322017
Position 5948: 0.8433191263359079
Position 372: 0.4880119885747391
Position 4831: 0.3938286085912092
Position 4854: 0.3717761617833256
Position 2251: 0.2591127895556692
Position 4876: 0.22814085597822387
Position 320: 0.20944708810511942
Position 502: 0.13558665775789985
Position 507: 0.0747746644170528
Position 4608: 0.06355983211309965
Position 7973: 0.040297491778358535
Position 5750: 0.03056288463606306
Position 1152: 0.025760991526246613
Position 2002: 0.023368255698047853
Position 6991: 0.02092718291612665
Position 7932: 0.018981765797554576
Position 168: 0.015379634966745107
Position 546: 0.01529330837811306
Position 3858: 0.010994252330661456
Position 8126: 0.00978533636125306
Position 819: 0.008549115731700132
Position 1072: 0.00836803843940152
Position 49: 0.00799097934955439
Position 767: 0.005138180114611659
Position 2526: 0.0047697409296272
Position 3129: 0.003553814145368299
Position 6899: 0.0029150516740365745
Position 222: 0.0028844588529809193
Position 8064: 0.001948959156517836
Position 1047: 0.0018556431833647957
Position 4418: 0.0016840011945275489
Position 5931: 0.0013557386393992584
Position 5962: 0.0008409858909384167
Position 6949: 3.608339484495473e-05
Position 5658: 3.027486615729945e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4277: 0.999621202938082
Position 7818: 0.9632185451689356
Position 5319: 0.8785053016344133
Position 7478: 0.6980362082174306
Position 5820: 0.6095805618334453
Position 4735: 0.49083820221238456
Position 4668: 0.3129361530797172
Position 2089: 0.2367159553930414
Position 5845: 0.22706743247717273
Position 7449: 0.14687160739576832
Position 5368: 0.11185255759775202
Position 4706: 0.06180949631563869
Position 4551: 0.05161843400116324
Position 4703: 0.04493922381446781
Position 4607: 0.041183460500276534
Position 8363: 0.03371094292156651
Position 4631: 0.02934336010387353
Position 8446: 0.027803817175305515
Position 8513: 0.022503275796255967
Position 2209: 0.0223968341626278
Position 7513: 0.017681862919002644
Position 6730: 0.015383591188652828
Position 4491: 0.014988738578398154
Position 7837: 0.013664522314997297
Position 5604: 0.01240990812552764
Position 1913: 0.012229385010045953
Position 3757: 0.010994252330661461
Position 6755: 0.010515626148586425
Position 4511: 0.008576328578914747
Position 5699: 0.007240693958633572
Position 1902: 0.006280634074304089
Position 5644: 0.0045156041959012625
Position 887: 0.0038989860112293036
Position 5286: 0.0038446881644808883
Position 5742: 0.0036259270806008833
Position 2389: 0.003610587852271044
Position 2766: 0.0035538141453683005
Position 9550: 0.003333313403440864
Position 7865: 0.003314510049900513
Position 5909: 0.002343834632900449
Position 5584: 0.0022851669737375922
Position 5825: 0.0019400325949926907
Position 5627: 0.0015886218211132786
Position 5739: 0.0015508625768102093
Position 7972: 0.0012380447546072335
Position 2392: 0.001159153077356156
Position 5542: 0.0007616665973910411
Position 5559: 0.0006961666096372502
Position 5876: 0.0006782409295492871
Position 4779: 0.000534809077269119
Position 4578: 0.0005299827067743196
Position 5118: 0.0004264097604798035
Position 3986: 0.0003725056562267621
Position 5093: 0.0002736783339600846
Position 4562: 6.291516454918829e-06
Position 4670: 4.993616716030212e-07
Position 4767: 4.786188538378555e-07
