Gene = PPOX
index = 1058
Annotated 5SS: [ 202  525  825 1077 1718 2167 2774 3311 3615 4110 4360 4540]
Annotated 3SS: [ 429  689  960 1584 2021 2582 3249 3495 3998 4209 4496 4623]
SMsplice 5SS: [ 202  525  825 1077 2167 2774 4360]
SMsplice 3SS: [ 429  689  944 2002 2582 4209 4496]
top_k =  100
Partition function (log Z): 4.355709783349166

Sorted 5' Splice Sites (High to Low Probability):
Position 525: 0.9993879485853425
Position 825: 0.9265083220427189
Position 4360: 0.8811762085567497
Position 2167: 0.8371713216872915
Position 1077: 0.8227053062602812
Position 202: 0.5212991706006737
Position 4110: 0.4752395081591477
Position 2774: 0.4379576085543765
Position 263: 0.3126927761043136
Position 2711: 0.26931268804507347
Position 1542: 0.2243049339212332
Position 338: 0.13803487289839173
Position 4540: 0.05453387077387174
Position 2661: 0.03437235268941109
Position 1718: 0.031198693194044648
Position 3311: 0.030873836221417882
Position 3615: 0.01383324201980739
Position 2703: 0.012241275526220582
Position 2532: 0.010580047328418258
Position 1298: 0.009467014930384028
Position 90: 0.009025478839217746
Position 164: 0.006252918830454152
Position 854: 0.005981501346450191
Position 25: 0.004765185047054984
Position 2735: 0.0038577059218547756
Position 259: 0.0015634618942462401
Position 2093: 0.0014505536099369875
Position 50: 0.0009999366289535155
Position 207: 0.0005857305550329233
Position 899: 0.0005480546640000206
Position 754: 0.0003435076563286641
Position 1029: 0.00015586649757362548
Position 56: 0.00015560208781651233
Position 1046: 6.463204124903662e-05
Position 267: 2.5998633630322613e-05
Position 529: 1.73950683374281e-05
Position 323: 1.4482279256018859e-05
Position 166: 1.3713438525747e-05
Position 122: 6.779400544568534e-06
Position 490: 2.663658209915952e-06
Position 709: 8.940090292852774e-08
Position 14: 2.053853147297467e-09
Position 76: 1.3909098739078286e-10
Position 92: 4.089426084386433e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 429: 0.9906440726275627
Position 689: 0.9241156989130945
Position 2582: 0.7797799575877622
Position 4496: 0.7360229999990349
Position 2002: 0.7255932207680874
Position 3998: 0.6650288613494346
Position 4209: 0.5573029975058907
Position 944: 0.4285546229073659
Position 960: 0.22296066739796816
Position 4269: 0.1986210563035967
Position 4623: 0.177558869437096
Position 1177: 0.177064005030646
Position 2067: 0.05235210591820877
Position 928: 0.04979396442328946
Position 985: 0.0442072545351322
Position 1481: 0.04010669654168613
Position 2268: 0.03542343924735979
Position 3249: 0.03520136638574562
Position 916: 0.031067998012880217
Position 1584: 0.030568466760672486
Position 1904: 0.028753903545765253
Position 2021: 0.02828157809747902
Position 655: 0.023499272129337063
Position 4654: 0.022055140002088996
Position 988: 0.014108175452168763
Position 1430: 0.012403044230292332
Position 1028: 0.011219831992086409
Position 3351: 0.010126647703409536
Position 1957: 0.0036410669676881866
Position 1015: 0.0035882602100832696
Position 2886: 0.00352865442774092
Position 1416: 0.003447863723490713
Position 4752: 0.0027067028132518895
Position 386: 0.0022354682841537834
Position 699: 0.0015880334871581107
Position 304: 0.0010412120310617997
Position 1006: 0.0008998286275070274
Position 1339: 0.0005729299633148722
Position 1365: 0.0005280811965058581
Position 323: 0.000523683663806849
Position 1490: 0.0003346086261677384
Position 1183: 0.00029603108072130376
Position 590: 0.0002729389966191124
Position 1336: 0.0002650623435000565
Position 338: 0.00023779116177090947
Position 335: 0.00019000268150705285
Position 667: 0.00015479394676281834
Position 787: 0.00010220243527050922
Position 744: 6.718984278148923e-05
Position 1023: 2.7413340579057706e-05
Position 490: 2.6814142204117034e-05
Position 709: 8.027093105444962e-06
Position 1199: 5.503582600924444e-06
Position 87: 4.538206521084042e-06
Position 189: 4.007654945558619e-06
Position 586: 3.1798227960781453e-06
Position 186: 2.7216674787316413e-06
Position 140: 6.488585776065159e-07
Position 767: 4.2691102304123034e-07
Position 213: 2.641368499528528e-07
Position 119: 2.4941262943982436e-07
Position 267: 1.4165046236771202e-07
