Gene = TMA7
index = 1405
Annotated 5SS: [ 56 202 372]
Annotated 3SS: [ 145  283 3588]
SMsplice 5SS: [ 56 202 372]
SMsplice 3SS: [ 145  283 3588]
top_k =  100
Partition function (log Z): 1.218310060321334

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.9972343359660694
Position 372: 0.9814038325560894
Position 56: 0.9655242453281807
Position 656: 0.0156722456951118
Position 73: 0.01118045678572935
Position 1909: 0.009295415992223444
Position 1206: 0.007182499068116545
Position 535: 0.0057886204927695105
Position 3620: 0.0027266496212077665
Position 1616: 0.0021949364442540803
Position 1542: 0.0014970390577028325
Position 560: 0.0003314750993000277
Position 42: 3.321542006183076e-05
Position 15: 2.6090890307695608e-05
Position 146: 9.406321901379654e-06
Position 230: 7.255798975797913e-06
Position 472: 6.317837212730221e-06
Position 62: 3.9175899671471086e-06
Position 96: 3.4655958266396643e-06
Position 60: 3.2554835477019876e-06
Position 504: 1.355243109882189e-06
Position 376: 1.3071616772805548e-06
Position 7: 8.634612352072934e-07
Position 135: 1.2150279487888229e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 283: 0.9808668457896186
Position 145: 0.9755402631903201
Position 3588: 0.6543268494783233
Position 783: 0.17122474495536788
Position 599: 0.0396237613227679
Position 3594: 0.033358488481455804
Position 2133: 0.02281657811777133
Position 1438: 0.017900108211981625
Position 497: 0.017519539166858552
Position 1516: 0.016720532390814027
Position 287: 0.009218106845401263
Position 3435: 0.008271429310503989
Position 803: 0.005197571655181307
Position 3716: 0.004740031664549013
Position 1862: 0.004024418429127316
Position 1107: 0.004013206316536135
Position 471: 0.0034761628723154916
Position 1405: 0.003151629821615346
Position 1648: 0.003108734422608736
Position 1683: 0.002844373599036686
Position 1187: 0.002710662129785887
Position 575: 0.00239869041246967
Position 2176: 0.0018685905802558755
Position 2220: 0.0017151165613819859
Position 3479: 0.0016278583626082612
Position 1314: 0.0014513935509480958
Position 1110: 0.0012270394030935708
Position 779: 0.0009660337648322498
Position 3809: 0.0009613607286844569
Position 2378: 0.0007700080557817326
Position 1820: 0.0007673812672838353
Position 2375: 0.000713058086239846
Position 2557: 0.0006966727434244079
Position 2238: 0.0006869319872157045
Position 724: 0.0006354197896686767
Position 2455: 0.0006295922342500802
Position 1498: 0.0006183138591362651
Position 1616: 0.0005131251542409961
Position 940: 0.00041645837602868424
Position 642: 0.0003087336105243325
Position 579: 0.00025967132014382573
Position 119: 9.474750319887652e-05
Position 304: 7.593347566941823e-05
Position 292: 1.7729362293802474e-05
Position 171: 8.45663837303134e-06
Position 529: 7.250274981423322e-06
Position 1064: 7.016567863833695e-06
Position 511: 6.2584733861874265e-06
Position 156: 6.223172827845253e-06
Position 322: 5.713325086848117e-06
Position 153: 5.046702364421227e-06
Position 159: 3.5903341447112323e-06
Position 180: 3.045245741303792e-06
Position 183: 4.781522826028129e-07
Position 301: 4.1589091764787585e-07
Position 177: 4.118621071564134e-07
Position 325: 2.591584170601961e-07
Position 314: 7.186781306620153e-08
Position 113: 4.075928951242867e-08
Position 189: 1.3380919355143623e-08
Position 344: 1.0464625440044834e-08
Position 319: 6.086195174343596e-09
Position 251: 3.4263144868979704e-09
Position 349: 1.6712319659206479e-09
Position 192: 1.5327358425880762e-09
Position 77: 8.887178537416848e-10
Position 337: 6.928027215231626e-10
Position 316: 9.63375268517702e-11
Position 334: 3.40586542596567e-11
Position 206: 5.9964879459879395e-15
