Gene = STX17
index = 1351
Annotated 5SS: [   74  8730 22211 44653 53400 53523 61107]
Annotated 3SS: [ 8544 22144 44426 53283 53471 61019 61800]
SMsplice 5SS: [   74  8730 10350 15663 19781 22211 44653 53400 53523 61107]
SMsplice 3SS: [ 8544 10246 15568 19704 22144 44426 53283 53471 60988 63222]
top_k =  100
Partition function (log Z): -25.76456369279042

Sorted 5' Splice Sites (High to Low Probability):
Position 8730: 0.9999417190843294
Position 74: 0.9878379950256223
Position 19781: 0.927599937311583
Position 22211: 0.9159217677429584
Position 15663: 0.7185156107636357
Position 10350: 0.6607016323085297
Position 1379: 0.5961615151386945
Position 15794: 0.26586085531173215
Position 16780: 0.16473291299153162
Position 12069: 0.1256409919891657
Position 10899: 0.08668783325255801
Position 1786: 0.08248121916850415
Position 12026: 0.07259732554748942
Position 7181: 0.0579882250970311
Position 585: 0.05103508883953338
Position 1412: 0.042794546559401236
Position 761: 0.015164190389656551
Position 571: 0.010356667162337005
Position 763: 0.00434735859607412
Position 174: 0.0023491700436029626
Position 466: 0.002118766659086526
Position 725: 0.0017646668695036724
Position 279: 0.0016603360364948778
Position 1445: 0.0010607724007592897
Position 510: 0.000872065812909636
Position 622: 0.0008563249542464821
Position 1145: 0.0004534047464027316
Position 1252: 0.0002562557884893602
Position 438: 0.00024853816006602974
Position 1538: 0.00022580625695351798
Position 127: 0.00022533018544198884
Position 665: 0.0001768862522529355
Position 574: 0.00016816201362812382
Position 1591: 0.00015178448269291485
Position 1556: 0.0001452404494222956
Position 371: 0.00014369039399427362
Position 1533: 0.00013630929422646417
Position 451: 9.766624214232786e-05
Position 737: 8.035179041318452e-05
Position 207: 1.7223101280179336e-05
Position 193: 1.419314768793408e-05
Position 248: 2.3239753913096987e-08
Position 107: 9.383112320437444e-09
Position 3: 2.870296253877784e-09
Position 144: 5.439232742647405e-10
Position 142: 1.500501951069818e-10
Position 38: 6.232900385498792e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8544: 0.9999809008726497
Position 19704: 0.9916643849831027
Position 15568: 0.9910177267242667
Position 22144: 0.9159217677429584
Position 10246: 0.6607016323085297
Position 1225: 0.640945819790429
Position 30431: 0.31855903714283584
Position 11965: 0.19874031686018498
Position 28855: 0.16818190064055624
Position 16513: 0.16556186341463777
Position 27511: 0.11143946837640299
Position 24364: 0.09439813271485871
Position 10652: 0.0866878332525582
Position 1665: 0.0824857708736677
Position 24887: 0.08027408279730079
Position 465: 0.06475853421321658
Position 7000: 0.0579882250970311
Position 23659: 0.042446238793096606
Position 22989: 0.02754981169166302
Position 25234: 0.026546897080458966
Position 22508: 0.022735274958205876
Position 22292: 0.015142077971937276
Position 19889: 0.011678169568625744
Position 22962: 0.00864884557564244
Position 680: 0.006355560223882171
Position 612: 0.004814239308015727
Position 227: 0.002049069918486301
Position 1059: 0.0004534047464027323
Position 263: 0.00044931627605145053
Position 374: 0.00039724759967888623
Position 684: 0.000347451263179793
Position 417: 0.00024484051635328675
Position 568: 0.000119406552874579
Position 11145: 0.0001047549898811374
Position 13371: 9.301704842481079e-05
Position 9947: 4.072868679206837e-05
Position 9004: 3.6690116846692576e-05
Position 9136: 2.9932863747617454e-05
