Gene = RPN1
index = 1206
Annotated 5SS: [  310  5931 13051 18902 20899 24117 24976 25316 28686]
Annotated 3SS: [ 5865 12743 18691 20705 24016 24836 25195 28439 30255]
SMsplice 5SS: [  310  5931 13051 18902 24117 24976 25316 28686]
SMsplice 3SS: [ 5865 12743 18691 24016 24836 25195 28439 30255]
top_k =  100
Partition function (log Z): 8.639728248206005

Sorted 5' Splice Sites (High to Low Probability):
Position 18902: 1.000000000000001
Position 25316: 0.9999998187713944
Position 5931: 0.9871296653748055
Position 24976: 0.9815618509436352
Position 24117: 0.9768506075019706
Position 310: 0.875700702720196
Position 13051: 0.6945554539700955
Position 28686: 0.591879608672949
Position 20899: 0.46903439933239066
Position 5678: 0.45238196894258254
Position 24436: 0.2625419560513528
Position 6315: 0.2363372687138965
Position 30593: 0.13164807658471822
Position 193: 0.12038387956316886
Position 28550: 0.07766908965090794
Position 26495: 0.07495111110724136
Position 12840: 0.05602677589755216
Position 26136: 0.049502699666979094
Position 516: 0.0397776961849684
Position 3805: 0.024072929750045807
Position 24521: 0.02216005534802778
Position 28467: 0.0189084696051971
Position 3799: 0.01740404552560288
Position 24949: 0.014461842085110439
Position 1125: 0.012081923911771895
Position 24580: 0.01136723684398576
Position 1778: 0.010587968072619513
Position 28627: 0.009755925266471399
Position 5902: 0.007247589801081139
Position 3841: 0.006727829212869557
Position 2414: 0.0063074672843109435
Position 4865: 0.006294009327853638
Position 1633: 0.005392957035115015
Position 5924: 0.004615300492786075
Position 1985: 0.0045586872077154564
Position 30469: 0.003937629727631028
Position 1960: 0.003839320816322222
Position 1715: 0.0025865533564281423
Position 20913: 0.0022513516035097404
Position 30435: 0.0018077139458460734
Position 6798: 0.001032312758941834
Position 25926: 0.0007395571684846259
Position 5969: 0.00029450571920818994
Position 205: 8.471901724911438e-05
Position 6151: 5.597924438167876e-05
Position 6461: 2.735585497435821e-05
Position 6500: 1.8066579437271425e-05
Position 316: 3.109905279142662e-06
Position 25559: 2.7953353602077802e-06
Position 314: 4.522278516114532e-07
Position 208: 3.4095362927179855e-07
Position 46: 1.557044140104029e-07
Position 237: 5.4231538576647904e-08
Position 154: 2.1410039404988065e-08
Position 166: 1.5462264066047928e-08
Position 304: 7.780844998597933e-09
Position 72: 6.9312725680512666e-09
Position 84: 4.117730185828181e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 18691: 1.0000000000000004
Position 5865: 0.9987908768449788
Position 24836: 0.9954931153796708
Position 25195: 0.9843590680105117
Position 24016: 0.976850607501971
Position 30255: 0.8702546674670004
Position 12743: 0.7505822298676477
Position 28439: 0.5904780176799008
Position 5406: 0.39613510843237604
Position 20705: 0.28272776438465896
Position 24228: 0.2187846801416332
Position 6202: 0.2021649910079614
Position 30837: 0.19070481645945717
Position 20729: 0.18855798655124162
Position 28585: 0.1286449904262949
Position 24292: 0.07728456810173316
Position 26396: 0.05948058999805595
Position 5381: 0.05624686051020637
Position 3696: 0.04820480448851822
Position 26017: 0.04733370681970286
Position 29362: 0.041512366649544385
Position 398: 0.03595116621044793
Position 6041: 0.03425383374009828
Position 25162: 0.01562980453648398
Position 1493: 0.015463128440586345
Position 26372: 0.012440558273040362
Position 1032: 0.006429865234694134
Position 2291: 0.006307467284310938
Position 4629: 0.006294009327853637
Position 983: 0.005652058677077764
Position 1761: 0.004423340948935338
Position 1852: 0.003974667075102337
Position 25868: 0.003842799249166597
Position 25757: 0.0032345072536026803
Position 1632: 0.0031043500235763146
Position 26334: 0.0030299628361450193
Position 30698: 0.0028431874005678337
Position 28749: 0.0024857000913729027
Position 25616: 0.002187026098230503
Position 6660: 0.0010323127589418337
Position 25535: 0.0008494651981575071
Position 25695: 0.0006296521756668289
Position 27192: 0.0005443911510558117
Position 24798: 0.0005305776855109038
Position 5708: 0.0004961845429019572
Position 25890: 0.00014035188993289982
Position 25784: 8.704202026685427e-05
Position 25806: 7.7311887381737e-05
Position 6398: 1.282214194234882e-05
Position 25231: 7.433775889528845e-06
Position 6057: 7.023502687530162e-06
Position 25216: 3.665395899793985e-06
Position 25393: 1.0980002199610224e-06
Position 25486: 2.8647841770839847e-07
Position 25173: 2.8244779540683965e-08
