Gene = NPPB
index = 957
Annotated 5SS: [230 718]
Annotated 3SS: [ 461 1259]
SMsplice 5SS: [230 718]
SMsplice 3SS: [ 461 1259]
top_k =  100
Partition function (log Z): -4.651363358610911

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9664229451833858
Position 718: 0.8778680132027818
Position 1195: 0.1759726152870248
Position 573: 0.05700900432675593
Position 412: 0.024873905792369536
Position 1176: 0.013209022443534255
Position 553: 0.006593966844046575
Position 168: 0.00219960646752116
Position 195: 0.0011261046407076288
Position 978: 0.0010319738485956146
Position 504: 0.0009551528601429133
Position 370: 0.0009030050775988266
Position 15: 0.0008592118376167357
Position 656: 0.000739114419169028
Position 217: 0.0004897818817604411
Position 424: 0.00032058098404182686
Position 357: 0.00031737476787638817
Position 648: 0.0002866275019066648
Position 386: 0.00028587111285853544
Position 278: 0.00020211692788374034
Position 382: 0.0001686255438485292
Position 223: 0.00011813648494183914
Position 396: 2.4863267211504907e-06
Position 84: 1.3157843922561646e-07
Position 325: 8.754427066432942e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1259: 0.8816729625441941
Position 461: 0.8503080995874222
Position 1113: 0.110575524210416
Position 997: 0.06351893294050766
Position 552: 0.05921165565234856
Position 1060: 0.04164282760863929
Position 482: 0.03737946327259863
Position 856: 0.021414544629083286
Position 957: 0.01824600703036824
Position 325: 0.015284107888014046
Position 503: 0.007240025152148757
Position 637: 0.006643347088944198
Position 1404: 0.0048397461713918025
Position 824: 0.003279795161395311
Position 677: 0.0025516712775927285
Position 298: 0.0011591257006381378
Position 1171: 0.0009394098073181578
Position 467: 0.0008598961761745002
Position 759: 0.0008069764022013474
Position 1013: 0.0007074548253504536
Position 1005: 0.0006038842006127139
Position 300: 0.0005878839223965557
Position 1318: 0.0005635072162901997
Position 378: 0.0003694500166103617
Position 533: 0.0003531499066403961
Position 464: 0.00031954623882660317
Position 963: 0.000244260309829948
Position 406: 0.00020579958719071288
Position 333: 0.0001724435877068785
Position 673: 0.0001596364254029782
Position 189: 2.566498286853969e-05
Position 93: 1.5166888164249742e-05
Position 382: 1.393177818342436e-05
Position 340: 1.199335186636663e-05
Position 167: 7.522650536313578e-06
Position 229: 7.386745717472578e-06
Position 109: 5.34857077476482e-06
Position 700: 4.8524611378814975e-06
Position 113: 1.362026504435547e-06
Position 84: 8.890343149015912e-07
Position 267: 1.3106763348320309e-07
