Gene = INSL5
index = 703
Annotated 5SS: [210]
Annotated 3SS: [3010]
SMsplice 5SS: [210]
SMsplice 3SS: [3010]
top_k =  100
Partition function (log Z): -7.398698343091376

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9771460207530884
Position 488: 0.2790416247349028
Position 779: 0.12676946220554366
Position 3047: 0.05270222831435714
Position 1333: 0.04663865340000656
Position 1059: 0.04379591325399164
Position 968: 0.019295156581437142
Position 1321: 0.011083839582706735
Position 815: 0.007156590634572871
Position 169: 0.0033038331072241353
Position 216: 0.0031633948132680496
Position 514: 0.0011213070183174472
Position 1151: 0.0005919231604589553
Position 110: 0.0003326180772166751
Position 774: 0.00025352125852437794
Position 537: 0.00013478592960013852
Position 579: 0.00010880339866880632
Position 763: 0.0001073359058108653
Position 1158: 9.655150719220645e-05
Position 565: 9.323232193318634e-05
Position 225: 4.5944677615596744e-05
Position 227: 3.214833947620072e-05
Position 92: 2.8967904639734212e-05
Position 310: 2.0897226776506773e-05
Position 315: 8.715591730441546e-06
Position 106: 5.5165816105241125e-06
Position 120: 2.21307427663314e-06
Position 156: 1.7087938415263484e-06
Position 251: 7.312380644108485e-07
Position 298: 1.3555859644845248e-07
Position 382: 6.716500500450443e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3010: 0.5030714460774286
Position 427: 0.18331951331363164
Position 2685: 0.14487944695502478
Position 903: 0.12921855817101918
Position 342: 0.12628585084579788
Position 681: 0.1158581933188386
Position 2917: 0.10845248678427367
Position 1224: 0.07857165842547004
Position 2969: 0.06312178840518877
Position 3377: 0.03461277300564812
Position 3126: 0.022769998771589563
Position 2591: 0.018851274631007248
Position 3430: 0.010488215547451826
Position 1570: 0.008277660926375677
Position 2140: 0.007228761491901674
Position 693: 0.004902754842692048
Position 1053: 0.004695586570503429
Position 1244: 0.004002292355265361
Position 1017: 0.0017786577315234905
Position 647: 0.000422498899210407
Position 1186: 0.00039806626425688496
Position 475: 0.0003666196860990787
Position 298: 0.0003597021260924782
Position 743: 0.0002685388779024188
Position 382: 0.00026105593755588265
Position 740: 0.0002479842566261516
Position 614: 0.0001804257915180112
Position 759: 8.390608683084425e-05
Position 310: 8.00099070210722e-05
Position 320: 2.3424632413715903e-05
Position 270: 4.6294017143087725e-06
Position 389: 1.624079072941951e-09
