Gene = LEP
index = 781
Annotated 5SS: [   23 10879]
Annotated 3SS: [10706 13119]
SMsplice 5SS: [   23  1178  1639 10879]
SMsplice 3SS: [ 1034  1436 10706 11157]
top_k =  100
Partition function (log Z): -9.544566396598848

Sorted 5' Splice Sites (High to Low Probability):
Position 1178: 0.9772167779853812
Position 1639: 0.972769314076767
Position 23: 0.8790103050658385
Position 10879: 0.8261036524433973
Position 8088: 0.31413105365325306
Position 460: 0.0843392624727202
Position 271: 0.025647845021661425
Position 400: 0.012184787388633435
Position 1087: 0.009215856201834688
Position 973: 0.0061526891528826625
Position 3251: 0.003992224025277651
Position 2570: 0.002024372457895875
Position 1547: 0.0016533584679706782
Position 559: 0.0006696417731873784
Position 1678: 0.0005789435695007397
Position 519: 0.0005289971374540374
Position 936: 5.44364774928968e-05
Position 798: 4.639370909410129e-06
Position 236: 3.104112081546083e-06
Position 60: 2.3817428207606816e-06
Position 190: 2.1136507604592057e-06
Position 165: 6.160134052424465e-08
Position 115: 8.801157047022792e-09
Position 15: 2.240229769721901e-09
Position 144: 1.377221717284133e-10
Position 172: 1.3698471409766937e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1436: 0.9287843153446894
Position 10706: 0.8715181359412003
Position 1034: 0.3634421382219588
Position 8002: 0.31413105365325306
Position 1077: 0.3042360677232719
Position 11157: 0.2767815352191179
Position 1139: 0.20621702188477545
Position 13227: 0.12181683387174475
Position 13119: 0.11792163827738478
Position 15378: 0.1093706836945796
Position 11197: 0.06409321006814067
Position 14636: 0.06193976591487328
Position 11816: 0.059783818532236355
Position 1503: 0.045978147195707246
Position 1039: 0.04563831013346719
Position 917: 0.042146216913090014
Position 9394: 0.0381133588266375
Position 1009: 0.020932129581841246
Position 4143: 0.018433511043948265
Position 5536: 0.016857532563441573
Position 9685: 0.015624950030427543
Position 11913: 0.014396166865318132
Position 1497: 0.01430175252828511
Position 7578: 0.004847680883952424
Position 1151: 0.003464172754009936
Position 3066: 0.003084447152080209
Position 4099: 0.002554875365039456
Position 2370: 0.0025015181753718627
Position 1879: 0.002129532709069523
Position 6166: 0.0019724641814547047
Position 243: 0.0018897698705575736
Position 5189: 0.0015042407432144032
Position 6497: 0.0014810507348436558
Position 1813: 0.001465586651271267
Position 956: 0.001429223651437946
Position 178: 0.0013497663309671403
Position 5742: 0.0012909834489717748
Position 6224: 0.0012625496156433783
Position 833: 0.0010844329155068784
Position 5949: 0.0010506504520304335
Position 6358: 0.00102083071689032
Position 315: 0.0010200703506170077
Position 2998: 0.0009077768731974422
Position 357: 0.0008770259352180942
Position 5215: 0.0007743671998689894
Position 3802: 0.000666658392873707
Position 246: 0.0006203550478558823
Position 4430: 0.0005627800246039065
Position 377: 0.0004448383715979137
Position 160: 0.00035226265225741577
Position 3501: 0.0003060754476719145
Position 3378: 0.00028937804576506624
Position 2517: 0.00028706496640308295
Position 1304: 0.0002518211355718341
Position 1961: 0.00023298059856429658
Position 1716: 0.0002273414961000863
Position 1933: 0.0002005770941142647
Position 1301: 0.00012300092991112744
Position 1242: 9.879546769441236e-05
Position 1537: 9.099968727483207e-05
Position 750: 3.881647133047923e-05
Position 1589: 2.70394621749535e-05
Position 877: 1.7869075172509664e-05
Position 172: 1.0876936547438935e-05
Position 260: 5.782640837696443e-06
Position 182: 4.075580800406478e-06
Position 144: 2.7220945328297304e-06
Position 362: 2.2677256400003237e-06
Position 289: 1.390792602926829e-07
