Gene = DDOST
index = 435
Annotated 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
Annotated 3SS: [ 552 5356 5764 6009 6836 7172 7769 8572 8816 9015]
SMsplice 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
SMsplice 3SS: [ 446 5356 5764 6009 6836 7220 7769 8572 8816 9015]
top_k =  100
Partition function (log Z): 22.535387526611373

Sorted 5' Splice Sites (High to Low Probability):
Position 5444: 0.9876604065625751
Position 6931: 0.9813359626016752
Position 8924: 0.9768899301520907
Position 5869: 0.9609257887519312
Position 8694: 0.9456314507041759
Position 7322: 0.9413417597668678
Position 348: 0.935007473623857
Position 7918: 0.8461731819249276
Position 664: 0.8343615405264238
Position 6105: 0.7766946082895265
Position 6109: 0.19347078718296806
Position 1474: 0.16557065323633577
Position 3376: 0.0691738053712081
Position 8123: 0.06367258665507718
Position 4077: 0.06295245045538023
Position 3804: 0.053799293364633
Position 1552: 0.052916462206222745
Position 2825: 0.03941890408283174
Position 2795: 0.03706550660037477
Position 7870: 0.03477968201526323
Position 8063: 0.03378548600752599
Position 7677: 0.033532943635645594
Position 6526: 0.02494240668567219
Position 611: 0.022787256443677826
Position 7770: 0.02092440214286155
Position 102: 0.02019812040748203
Position 8934: 0.018428897432078446
Position 5893: 0.018099152117043757
Position 83: 0.017784048568834695
Position 6203: 0.016540907754339456
Position 7065: 0.016205041452041546
Position 148: 0.013065600096821756
Position 308: 0.011362611398078992
Position 6113: 0.01135498690308232
Position 2784: 0.009687683284513271
Position 9156: 0.008050506757548702
Position 369: 0.00768759274538062
Position 157: 0.005575396983475618
Position 359: 0.005100747131788537
Position 5462: 0.004345302699838074
Position 7644: 0.004160096648880239
Position 5422: 0.0041527924019711705
Position 5789: 0.0040505813004769586
Position 481: 0.0032789678695020466
Position 6098: 0.003237980493555756
Position 657: 0.0016049226273386137
Position 7442: 0.0015510200861742847
Position 832: 0.0011069744633776138
Position 9311: 0.0006489691525436673
Position 9214: 0.00045655130711827447
Position 5728: 0.0004444314251148492
Position 6454: 0.00036650346895118215
Position 139: 0.00021109501421886113
Position 5940: 0.0002086898808503973
Position 172: 6.357685996687975e-05
Position 165: 1.4093428296749422e-05
Position 7508: 4.593889029598026e-06
Position 260: 4.53132749359982e-06
Position 389: 1.7215939806521088e-06
Position 393: 1.345964587367073e-06
Position 159: 9.974535223081262e-07
Position 105: 3.832364450524066e-07
Position 376: 2.4864002030180493e-07
Position 8854: 2.29788251309977e-07
Position 235: 1.0208134890032475e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6009: 0.9975404924167077
Position 8816: 0.9905090922698296
Position 9015: 0.9880271295237747
Position 5764: 0.9768479470443507
Position 6836: 0.9685128399394631
Position 5356: 0.9422852408209359
Position 7769: 0.8977359556320649
Position 8572: 0.7287529871177254
Position 446: 0.5076238018154565
Position 7220: 0.47014313638901417
Position 7172: 0.35815668463281874
Position 552: 0.27620383005358046
Position 1376: 0.20919241397554628
Position 8516: 0.20305863173741615
Position 7249: 0.09876774386949501
Position 2723: 0.08617209396771977
Position 8014: 0.06466006794346181
Position 3251: 0.06031548490288231
Position 5298: 0.04833396890976823
Position 7578: 0.04509830938044491
Position 3964: 0.04108433637116862
Position 3534: 0.03479333162396504
Position 443: 0.02781613688187646
Position 6796: 0.027545632711460447
Position 3926: 0.021868114084211607
Position 7555: 0.021313778324749923
Position 497: 0.019825169342281658
Position 3574: 0.019005961740667883
Position 6201: 0.017570935390869322
Position 660: 0.017302861978183637
Position 270: 0.014872435223028738
Position 8641: 0.013985481972644973
Position 9413: 0.009688576116657526
Position 3211: 0.008858320468325884
Position 287: 0.006797382477144124
Position 7270: 0.006571818043157898
Position 9252: 0.005867705719855093
Position 183: 0.00575049656290985
Position 7225: 0.005616896851190123
Position 5239: 0.005539291933680251
Position 6418: 0.005534343816497393
Position 6234: 0.00547111003329032
Position 7827: 0.005102047205515671
Position 1337: 0.004937263577803912
Position 8869: 0.004887932185449801
Position 1423: 0.004357437889208055
Position 9036: 0.003588362656664345
Position 5578: 0.0026335763702455247
Position 500: 0.0023626164242276856
Position 7155: 0.002252139243317936
Position 7714: 0.0019355327200822237
Position 5623: 0.0017912726249420393
Position 6809: 0.0014174513630901828
Position 7064: 0.0013483168205525179
Position 5583: 0.0013302645852703188
Position 8103: 0.0011826878238611707
Position 5603: 0.0011399961023250325
Position 9086: 0.000605819471684878
Position 8766: 0.000544278549834992
Position 6266: 0.00047647202880793675
Position 9122: 0.00034204890220562197
Position 9389: 0.00024848907006806844
Position 663: 0.00013222777664815297
Position 687: 0.00012810204432546997
Position 595: 0.00012794039773005635
Position 611: 0.00011521536305899412
Position 189: 0.00010240274243780522
Position 7051: 6.490007165908733e-05
Position 186: 4.837021940848749e-05
Position 7193: 4.063789252404087e-05
Position 193: 3.6699965793549e-06
Position 346: 2.770013493671028e-06
Position 339: 2.6058752372042143e-06
Position 204: 6.524843430965492e-07
Position 199: 5.597534278785859e-07
Position 6097: 4.1384020740751604e-07
Position 6918: 1.7996804444913548e-07
