Gene = DPT
index = 468
Annotated 5SS: [  395 15044 28248]
Annotated 3SS: [14917 28139 32648]
SMsplice 5SS: [  395  9453  9742 10681 15044 20551 28248]
SMsplice 3SS: [ 9369  9553 10551 14917 20455 28139 32648]
top_k =  100
Partition function (log Z): -9.873549597790683

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9995314146673355
Position 15044: 0.9978641402429925
Position 10681: 0.9518727508542599
Position 9453: 0.6865195156766625
Position 9742: 0.4067977727508055
Position 20551: 0.27240325891556294
Position 11188: 0.14688905854377846
Position 9469: 0.10802145667325364
Position 18556: 0.09979033281222731
Position 9500: 0.09061790781323242
Position 13890: 0.059198192408755276
Position 13267: 0.04320214697274268
Position 9732: 0.0405396816971436
Position 9509: 0.037687884796571015
Position 10988: 0.01819915761128603
Position 9913: 0.018190636610563287
Position 8308: 0.014941663889324115
Position 16650: 0.008207364323259645
Position 15386: 0.007636391384977699
Position 16646: 0.006525351782074331
Position 16930: 0.006112882935997479
Position 737: 0.005136477024210192
Position 15118: 0.001910958865416923
Position 17615: 0.0018471673156209003
Position 15026: 0.00022490089158948225
Position 200: 0.00014825290478507878
Position 40: 0.00014565475972562713
Position 16164: 8.17454628466659e-05
Position 252: 7.025333638913193e-05
Position 362: 6.57687865232877e-05
Position 204: 1.3206397652341255e-05
Position 292: 1.2052523365237474e-05
Position 111: 8.261924302463692e-06
Position 264: 3.16571255552452e-06
Position 146: 1.9689873659090984e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10551: 0.95187275085426
Position 14917: 0.9428337987568186
Position 9369: 0.8630940648324207
Position 9553: 0.44467212286283936
Position 22875: 0.3651639226426882
Position 20455: 0.2897667499953801
Position 18467: 0.1475107432733137
Position 11073: 0.13946526718619992
Position 17039: 0.13665897647206093
Position 19751: 0.1097880944575414
Position 19780: 0.10714300227142323
Position 20001: 0.07486394260756836
Position 9230: 0.05975270012729926
Position 13756: 0.0591981924087553
Position 14892: 0.057166201243181086
Position 13161: 0.04320192984597601
Position 17722: 0.03707820741781587
Position 15253: 0.028733978622192183
Position 10918: 0.025147173891639632
Position 21236: 0.023033157206488814
Position 16284: 0.015434031267319083
Position 8251: 0.014941663889324115
Position 17511: 0.013915802683719223
Position 16554: 0.011451232805222696
Position 19561: 0.009995321722704288
Position 9532: 0.008628437569227902
Position 20667: 0.007859362573181622
Position 17531: 0.007271791689612131
Position 9709: 0.006302294184437886
Position 16848: 0.006112882935997474
Position 9873: 0.005925236442006805
Position 638: 0.004744245558414499
Position 19390: 0.004153981586864873
Position 17317: 0.0034749574535746846
Position 16078: 0.002140786521135459
Position 16446: 0.0010422241321432354
Position 11037: 0.0004757750772250312
Position 641: 0.00039223146579569574
Position 15964: 1.1344594619091573e-05
Position 13181: 2.1712676669843934e-07
