Gene = DOLPP1
index = 461
Annotated 5SS: [ 108 3669 4008 4207 4517 5168 5699]
Annotated 3SS: [3567 3922 4106 4417 5038 5608 7870]
SMsplice 5SS: [ 108 3669 4008 4207 4517 5699]
SMsplice 3SS: [3567 3922 4106 4417 5608 7870]
top_k =  100
Partition function (log Z): 10.362153120568797

Sorted 5' Splice Sites (High to Low Probability):
Position 3669: 0.9930328909059895
Position 5699: 0.971225859660671
Position 4517: 0.9407065180151641
Position 4008: 0.9404606770080841
Position 4207: 0.7958939516094289
Position 108: 0.5039342084112902
Position 5168: 0.4625794081303165
Position 27: 0.430981886672305
Position 1570: 0.2513978810567057
Position 1870: 0.23323997545126957
Position 4325: 0.17007837794342598
Position 7044: 0.14793670484717542
Position 5901: 0.10283052682188236
Position 5905: 0.0608446756586147
Position 1915: 0.05624845715379294
Position 7211: 0.04347317213391287
Position 1020: 0.043081087354204
Position 5133: 0.04236079512664704
Position 3785: 0.03542958911037483
Position 2647: 0.03276856985447874
Position 370: 0.02634234010666614
Position 5679: 0.0253188591284425
Position 7034: 0.023431382787249336
Position 4132: 0.02132942038937872
Position 8062: 0.018742775162701925
Position 5443: 0.01867926909837021
Position 2006: 0.016811639561040627
Position 6174: 0.016215497329531384
Position 5997: 0.013251759315674603
Position 4223: 0.010958081682068936
Position 77: 0.010742605075410576
Position 5921: 0.010045741532907862
Position 5434: 0.009968682281311841
Position 7911: 0.00832507854827844
Position 833: 0.008242915773558504
Position 961: 0.00818483571769954
Position 4045: 0.007297901899716009
Position 8021: 0.00725428298109301
Position 4035: 0.007122630438065138
Position 2930: 0.006931610783718764
Position 5070: 0.005823142915494137
Position 530: 0.005553077643322266
Position 1193: 0.003075754317518238
Position 6060: 0.0025225484115361306
Position 759: 0.002421415667446648
Position 1575: 0.0011548777508481095
Position 1404: 0.0010450699449496886
Position 3837: 0.0001910254042275338
Position 118: 3.826418746694506e-06
Position 303: 3.087807816324833e-06
Position 356: 2.5912772891846987e-06
Position 397: 2.4826347620261283e-06
Position 158: 1.986237289938337e-06
Position 92: 1.719734668956542e-06
Position 212: 1.049456738471541e-06
Position 278: 6.890227332438449e-07
Position 19: 4.1580208810622943e-07
Position 49: 9.650782732773327e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3567: 0.9997257413632327
Position 5608: 0.9963667637055508
Position 4417: 0.9274811983705384
Position 4106: 0.923494272605674
Position 7870: 0.8877084498651899
Position 3922: 0.5557679810539733
Position 5038: 0.4351252359375206
Position 3919: 0.36472499567234407
Position 1751: 0.3063000721661029
Position 5845: 0.28554911342183303
Position 1460: 0.1700661255817934
Position 6940: 0.14126637436093023
Position 1441: 0.06613959074138934
Position 8490: 0.061599326373391244
Position 4206: 0.06076848006161475
Position 4948: 0.04729369758534342
Position 2459: 0.032768569854478714
Position 6878: 0.030101713273494552
Position 7117: 0.029962176950424267
Position 3868: 0.02886792433145462
Position 3748: 0.028510392478864097
Position 5364: 0.025147174815729798
Position 691: 0.015595657789866364
Position 269: 0.013923929153111523
Position 7120: 0.013510995183488615
Position 5069: 0.012757180554465232
Position 4441: 0.012160486600718003
Position 5155: 0.010759250819337466
Position 4118: 0.007977635847611176
Position 1371: 0.0060557992033686385
Position 5968: 0.004399331322424656
Position 3753: 0.003873607015044628
Position 4840: 0.0036921287277316534
Position 5278: 0.0036803858292129682
Position 2837: 0.003572147391936939
Position 868: 0.0035583365769937085
Position 460: 0.0033738170342736975
Position 2894: 0.003359463391781824
Position 1332: 0.003235155957631829
Position 3812: 0.003126918680033957
Position 851: 0.0029993318112592642
Position 107: 0.002870309143832307
Position 883: 0.0026711655463241128
Position 1108: 0.0022581100469181215
Position 3732: 0.0022284398914081184
Position 4121: 0.0014088275220403533
Position 3784: 0.0013976556070137414
Position 1320: 0.001387127218982499
Position 5129: 0.0011358525480596854
Position 6236: 0.000775010597683265
Position 514: 0.0007392586607622357
Position 1264: 0.0006290231241161059
Position 4503: 0.0005590923555270869
Position 810: 0.00038789463953058003
Position 1081: 0.00028526816172962273
Position 3709: 0.00027425863676863195
Position 4353: 0.00015315631206267452
