Gene = CDC23
index = 334
Annotated 5SS: [  192   353  6797 11231 12001 12237 14739 14918 15145 20840 21075 21482
 21870 23516 23711]
Annotated 3SS: [  279  6658 11187 11894 12103 14560 14819 15062 20685 20954 21405 21807
 23436 23590 24194]
SMsplice 5SS: [  192   353  6797 12001 12237 14739 14918 15145 21075 21482 21870 23711
 24270]
SMsplice 3SS: [  279  6658 11894 12103 14560 14819 15062 20954 21405 21807 23590 24194
 24475]
top_k =  100
Partition function (log Z): 15.628784915010279

Sorted 5' Splice Sites (High to Low Probability):
Position 12001: 0.9947155873691608
Position 6797: 0.9866550683351589
Position 15145: 0.9522378482723709
Position 192: 0.9490549490337893
Position 353: 0.9482617657002296
Position 21075: 0.941816294956662
Position 21870: 0.9318817970228411
Position 14918: 0.9305788879608068
Position 23711: 0.8944394599380174
Position 12237: 0.8597384319217614
Position 21482: 0.8442992443921928
Position 14739: 0.7183308043145589
Position 24270: 0.7173467152046314
Position 20857: 0.5309331706657424
Position 23516: 0.4885903810956625
Position 11231: 0.32227358055169014
Position 11306: 0.29691346641554284
Position 20862: 0.19522614422019421
Position 12383: 0.1436652133517368
Position 5913: 0.11156801230472813
Position 21537: 0.09776337400450891
Position 14399: 0.09312405381674195
Position 7463: 0.08075985138313561
Position 23736: 0.06521890595027778
Position 5670: 0.042970101790979626
Position 4901: 0.04104841471176421
Position 15431: 0.03928693999616922
Position 21923: 0.03502443157160673
Position 24208: 0.030583625744862602
Position 6028: 0.025257600492124953
Position 5161: 0.017622054390579824
Position 12200: 0.012680957043518296
Position 25337: 0.010790282613760378
Position 2048: 0.010255430051807577
Position 370: 0.00809827289145026
Position 6093: 0.007545350026764777
Position 5132: 0.006699556349014576
Position 12013: 0.00407492549537072
Position 23968: 0.0010076317661664356
Position 23923: 0.00046110178517063836
Position 23715: 0.00033655137093076184
Position 7199: 0.0002863480391656413
Position 182: 0.00010083772357147244
Position 58: 9.567928690641305e-05
Position 199: 8.085351323220369e-05
Position 52: 3.4925234022371524e-05
Position 41: 2.5786931159648516e-05
Position 205: 1.7260509266975122e-05
Position 64: 1.718538349354379e-05
Position 280: 1.4456724249102617e-05
Position 395: 1.3250371663931829e-05
Position 1412: 3.8006050219052567e-06
Position 76: 1.738203960720666e-06
Position 267: 1.4483102749819121e-06
Position 85: 7.315020133494727e-07
Position 22: 6.376660291520352e-07
Position 90: 1.333870838423683e-07
Position 261: 5.519486272919969e-08
Position 13: 4.1910140125976544e-08
Position 247: 8.959053531238037e-09
Position 271: 7.2429706069714696e-09
Position 265: 2.4822684577519528e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12103: 0.9998608298367795
Position 11894: 0.9987912986185372
Position 24194: 0.9946361782136305
Position 6658: 0.9777032029949464
Position 23590: 0.9619625167266759
Position 14819: 0.9522323322021995
Position 20954: 0.9417695990879987
Position 21405: 0.9125184335908435
Position 279: 0.9033462639664241
Position 15062: 0.8890497638347422
Position 14560: 0.6768041537466696
Position 11187: 0.619187046967233
Position 21807: 0.5941303950610046
Position 24475: 0.40983153420806845
Position 20685: 0.38120222448743113
Position 20738: 0.3450037862671684
Position 21757: 0.29477242319729363
Position 23419: 0.24232169207135795
Position 23436: 0.2216334776912784
Position 24907: 0.19596521275356343
Position 14129: 0.09312405381674205
Position 21579: 0.07800341033614983
Position 7343: 0.06646066071598007
Position 5747: 0.06379510407231326
Position 25237: 0.05511032258426425
Position 5422: 0.05124088061919036
Position 25429: 0.04207064278569497
Position 4827: 0.041048414711764215
Position 5822: 0.03950212940420419
Position 14997: 0.03914317001778932
Position 5939: 0.03280295051888968
Position 14717: 0.02890135026388814
Position 15260: 0.02521692894899653
Position 24365: 0.02510489707414757
Position 5077: 0.024321610739594404
Position 23244: 0.017248723139704988
Position 12338: 0.016222986726231823
Position 14443: 0.01600295106391137
Position 21144: 0.014374203967019484
Position 7348: 0.014299190667155527
Position 21437: 0.013059191744359436
Position 24449: 0.013050046211577295
Position 15246: 0.011175959661976086
Position 6662: 0.008511545030186493
Position 23301: 0.0073864881933210814
Position 25585: 0.006424468772008734
Position 24653: 0.005134937684354629
Position 1542: 0.003423285216943471
Position 1874: 0.0034101375816074984
Position 24677: 0.0025835108390853713
Position 24411: 0.0023632163477029927
Position 24125: 0.002333765965910347
Position 350: 0.0022680518345101182
Position 21229: 0.00211078909447768
Position 24429: 0.001960327499173617
Position 15338: 0.0019078708037328477
Position 1899: 0.0018225099857374582
Position 24981: 0.0016493516114193965
Position 1710: 0.0015994972675191497
Position 7032: 0.0002863480391656413
Position 6535: 0.00022374046095236183
Position 6601: 0.00021657984907407765
Position 261: 0.00020522165382095127
Position 24236: 3.3450965417700216e-06
Position 1336: 2.7256465636972134e-06
Position 1288: 1.0749584582080437e-06
Position 325: 4.907069366281354e-07
