Gene = CAMLG
index = 275
Annotated 5SS: [ 292 3023 5552]
Annotated 3SS: [ 2561  5485 12257]
SMsplice 5SS: [292]
SMsplice 3SS: [13203]
top_k =  100
Partition function (log Z): -9.356024053858693

Sorted 5' Splice Sites (High to Low Probability):
Position 292: 0.9999974889284499
Position 5552: 0.267498673877072
Position 2702: 0.09840084657962134
Position 1328: 0.01447274924464344
Position 878: 0.0024212184380200705
Position 3023: 0.0022516275404861055
Position 1670: 0.0017092076441599532
Position 1064: 0.0009160883288826328
Position 615: 0.00017404228894529536
Position 181: 2.5059566371638403e-06
Position 315: 1.4266418404588061e-09
Position 505: 1.3043661065798856e-09
Position 430: 1.2293030524457208e-09
Position 345: 1.1546021867554107e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12257: 0.39600662361483063
Position 5485: 0.29883955503221293
Position 8005: 0.17229868107450033
Position 2561: 0.1366746699350224
Position 11002: 0.05461677540104239
Position 3241: 0.046930190626054705
Position 4922: 0.04492551489749979
Position 1399: 0.04218037494210289
Position 462: 0.01697483827859216
Position 531: 0.014621925061207748
Position 2114: 0.012742263424965778
Position 582: 0.010889708291003386
Position 2564: 0.010061371846098373
Position 4569: 0.009869763423290344
Position 3102: 0.009267791724138696
Position 4263: 0.009175894995085246
Position 1215: 0.009136055252860232
Position 1259: 0.008689159731712547
Position 3208: 0.007575511584405017
Position 553: 0.007504407240370569
Position 3183: 0.007461126753727372
Position 695: 0.006837864117106931
Position 3661: 0.00619387013037705
Position 3630: 0.005965755024129781
Position 2041: 0.004738723136058147
Position 826: 0.0045452022257208196
Position 604: 0.004050925495705551
Position 650: 0.003952671816142706
Position 2638: 0.0038503820984575636
Position 1377: 0.0026733120012181495
Position 1414: 0.002246654202830726
Position 1987: 0.002126444710991017
Position 442: 0.0020485618718110543
Position 672: 0.0019995757624902155
Position 3299: 0.0019527673456242768
Position 2964: 0.0014765877186210523
Position 1958: 0.0010384959363768124
Position 2137: 0.0008906512089609047
Position 1186: 0.000867912980862906
Position 784: 0.0008444828569627776
Position 392: 0.0007182198344113383
Position 839: 0.0006736140333512956
Position 803: 0.000651553554858016
Position 1193: 0.00042146471210844673
Position 624: 0.0004185738408369307
Position 1595: 0.0001190568181823544
Position 758: 7.794123524475086e-05
Position 707: 2.0986141665584908e-05
