Gene = CHMP5
index = 370
Annotated 5SS: [  206  1173  2958  5775  6282 11623 13284]
Annotated 3SS: [ 1067  2910  5680  6209 11513 13170 15866]
SMsplice 5SS: [  206  1173  2958  6282 11623]
SMsplice 3SS: [ 1067  2910  6209 11513 15866]
top_k =  100
Partition function (log Z): 5.312763960159307

Sorted 5' Splice Sites (High to Low Probability):
Position 6282: 1.0000000000000004
Position 11623: 0.9999698885309364
Position 1173: 0.9184156801868787
Position 206: 0.8457683634595914
Position 2958: 0.6514724068966169
Position 11838: 0.4665207362081806
Position 13284: 0.3488920106945588
Position 885: 0.31854525010025075
Position 11866: 0.19956208799968936
Position 5775: 0.1949493302035579
Position 3701: 0.1842475521772942
Position 3559: 0.16240167522242546
Position 2124: 0.15625980827847988
Position 8308: 0.1461891440629314
Position 1178: 0.07059421516565266
Position 2327: 0.056792795908744344
Position 3554: 0.04798264036885713
Position 6714: 0.04758401777825525
Position 6690: 0.029059799621421738
Position 2829: 0.0247815532334296
Position 13258: 0.017761045683049564
Position 3922: 0.01724192404131745
Position 12022: 0.013893775582033384
Position 228: 0.013467535981901367
Position 2498: 0.011045206619733941
Position 2403: 0.008838735215682967
Position 854: 0.006357090145562985
Position 3028: 0.006215536016049934
Position 7004: 0.005409580682330046
Position 1201: 0.005087118781621257
Position 2991: 0.0033927569529939765
Position 2040: 0.003121590387144375
Position 598: 0.0008671080938589591
Position 1812: 0.0005113003346334331
Position 369: 0.0003190359444917129
Position 631: 0.00011330673380860613
Position 304: 1.7703659140500884e-05
Position 64: 1.4155781244130783e-05
Position 76: 1.2234960104745064e-05
Position 97: 1.1511104794011251e-07
Position 110: 9.264951182663183e-09
Position 116: 7.80849259562892e-09
Position 360: 8.316885663863133e-10
Position 90: 5.001540144952645e-11
Position 108: 3.8244907853604765e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6209: 1.0000000000000007
Position 11513: 0.9999999999999999
Position 1067: 0.9570730415619356
Position 15866: 0.8852806850272424
Position 2910: 0.6610806998656608
Position 13170: 0.37370988497581575
Position 3455: 0.2646987440071212
Position 11703: 0.23250078428030876
Position 11719: 0.22668074251926199
Position 5680: 0.1949493302035579
Position 8055: 0.14618914406293135
Position 11731: 0.1261072053512133
Position 3659: 0.12201253933038976
Position 2019: 0.10370215275335294
Position 16029: 0.08105279097942036
Position 567: 0.07835973707575197
Position 6598: 0.07592751261114893
Position 1952: 0.05819215472438262
Position 11807: 0.04970035571577598
Position 786: 0.04952802037001886
Position 2234: 0.03390831807112509
Position 11761: 0.030820655247201213
Position 969: 0.028974422738504684
Position 2534: 0.024781553233429593
Position 686: 0.022935896594492227
Position 597: 0.018290418154602726
Position 11932: 0.013776789038535405
Position 2157: 0.013624544654323919
Position 15678: 0.012110996226090309
Position 3515: 0.012059337938847317
Position 3424: 0.01125508246982614
Position 2237: 0.011074487798297093
Position 15601: 0.011043464658758767
Position 2257: 0.008759110113875626
Position 845: 0.007355177813803335
Position 1024: 0.004989959750216828
Position 2086: 0.003875179300031363
Position 11951: 0.0035722210537799497
Position 1034: 0.0025676376584462756
Position 6979: 0.0021164944141410964
Position 428: 0.0018883790833607874
Position 6520: 0.0016602062381741848
Position 1911: 0.0014826409113407968
Position 271: 0.0014462865144050058
Position 1979: 0.0013675830408619184
Position 6774: 0.001319633319950358
Position 807: 0.001160976790785566
Position 754: 0.0011331238575181073
Position 6790: 0.0010295514985924738
Position 3480: 0.0009266611950721589
Position 3360: 0.0009214268686378159
Position 662: 0.0009185451340411083
Position 496: 0.0005846207622589857
Position 631: 0.0005611727959623139
Position 1633: 0.0005113003346334334
Position 577: 0.000398538730971599
Position 764: 0.00031855438416298384
Position 502: 0.000286434843522257
Position 1078: 0.00021221542736935098
Position 392: 0.00015443139817001463
Position 11736: 0.0001414367305692341
Position 699: 0.00010382469783128958
Position 1100: 8.377441560083303e-05
Position 862: 8.079991499103908e-05
Position 1999: 7.196504219411689e-05
Position 1075: 6.821599782554369e-05
Position 369: 6.352747512276649e-05
Position 11775: 5.3170177226539394e-05
Position 11784: 4.836271724933141e-05
Position 1044: 3.809741421511752e-05
Position 711: 1.7044009824627897e-06
Position 584: 1.3593427603208632e-06
Position 1125: 3.699891818868784e-08
