Gene = NAA50
index = 906
Annotated 5SS: [  333 22316 22853 23369]
Annotated 3SS: [22178 22732 23301 24336]
SMsplice 5SS: [  333  5015  7252 22853]
SMsplice 3SS: [ 4717  7164 22732 24336]
top_k =  100
Partition function (log Z): -19.00881030526696

Sorted 5' Splice Sites (High to Low Probability):
Position 5015: 0.8599394078465693
Position 333: 0.8363323820754981
Position 7252: 0.6563686754162072
Position 8619: 0.4562297257131736
Position 1292: 0.3224628119495549
Position 297: 0.1433529382052835
Position 3342: 0.09411042037274188
Position 3507: 0.04261098589245002
Position 1490: 0.029303806098320003
Position 2939: 0.024688644537836438
Position 4411: 0.02049723364032222
Position 3376: 0.007522398792797988
Position 693: 0.007165786978578453
Position 4142: 0.005686975949512032
Position 1043: 0.001189412292372423
Position 365: 0.0011875503190019612
Position 251: 0.0011127507332168826
Position 561: 0.00026909418355430424
Position 956: 0.0001912689030028429
Position 575: 0.00012121922190562406
Position 294: 0.00011969228932941967
Position 1119: 9.339608254128388e-05
Position 370: 1.7379226238053857e-07
Position 378: 8.382096635275996e-08
Position 30: 1.178694293897028e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4717: 0.7441726548640779
Position 7164: 0.5745547155164996
Position 8471: 0.48458284892321984
Position 10130: 0.26041704698248785
Position 12428: 0.2558557716454917
Position 3318: 0.1714617249396653
Position 4934: 0.1491509120753785
Position 1196: 0.1476245236522632
Position 1042: 0.13181704731820906
Position 13933: 0.12155016956233887
Position 9989: 0.11227499661324768
Position 6954: 0.10103410078140546
Position 4809: 0.05188615574389352
Position 1238: 0.026733823341088255
Position 2810: 0.024232378005750732
Position 1355: 0.022195742483687348
Position 4321: 0.020497233640322216
Position 7541: 0.019273006294149637
Position 4051: 0.01809400889290013
Position 9487: 0.015298252415434614
Position 8088: 0.014251419967635605
Position 1153: 0.012885227908546435
Position 6474: 0.008330029515764895
Position 3267: 0.008323625984277145
Position 1208: 0.005188140617576795
Position 5579: 0.005115450758274645
Position 2273: 0.0010699414941277594
Position 465: 0.0008669296667996005
Position 723: 0.0005859194748369377
Position 2684: 0.00045626653208570534
Position 1414: 0.0004293563288198061
Position 686: 0.00025123250879276795
Position 3154: 5.9901158667188235e-05
Position 553: 3.177776397549201e-05
Position 1098: 2.8130234146652656e-06
Position 1282: 1.7004988333121962e-06
