Gene = HDHD3
index = 642
Annotated 5SS: [723]
Annotated 3SS: [1645]
SMsplice 5SS: [723]
SMsplice 3SS: [1645]
top_k =  100
Partition function (log Z): -10.939362143454062

Sorted 5' Splice Sites (High to Low Probability):
Position 723: 0.9152793210719395
Position 201: 0.204035014856545
Position 1721: 0.020197855048203865
Position 131: 0.0141353622241958
Position 377: 0.011140853981478755
Position 135: 0.01053550546791177
Position 43: 0.003760659251641201
Position 339: 0.002413585975212185
Position 478: 0.0023989431216941692
Position 1382: 0.001761751392522565
Position 643: 0.00160720404894327
Position 1515: 0.0014234641990882209
Position 526: 0.0006877897453466114
Position 322: 0.0005248666608351837
Position 540: 0.00018517573772659768
Position 223: 0.00017543431201994713
Position 266: 0.00013216486791641207
Position 608: 2.4311465724252167e-05
Position 37: 4.320615297824404e-06
Position 178: 4.298852510575762e-06
Position 190: 3.7811442456052406e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1645: 0.358253830972419
Position 2663: 0.17141012663561958
Position 607: 0.15700132006689888
Position 895: 0.12343907547295174
Position 2342: 0.10044404391302475
Position 1453: 0.05084073012623473
Position 2465: 0.046087291716206846
Position 2156: 0.04379369238466092
Position 862: 0.035828033888728635
Position 376: 0.018231138499980114
Position 2039: 0.013945227719594977
Position 992: 0.01200536753340816
Position 1838: 0.0115954430814666
Position 506: 0.0049569119224165716
Position 1896: 0.004800056026522022
Position 1372: 0.003974768184944366
Position 2553: 0.003914341013986094
Position 648: 0.002952433739881694
Position 2120: 0.002904448404036228
Position 2063: 0.0021977608694527984
Position 1498: 0.0020610470264216464
Position 1555: 0.0019359567278159
Position 2417: 0.0018632387230500384
Position 1606: 0.0017554963155324774
Position 866: 0.0017481115431920464
Position 1472: 0.001647295455297995
Position 1501: 0.0016069755204688647
Position 2087: 0.0015247912470113059
Position 1541: 0.0014649772380275598
Position 1348: 0.0012726409656693353
Position 1795: 0.0011486833540012972
Position 749: 0.0010627771192741272
Position 1756: 0.001046371342900187
Position 1408: 0.000981631967520856
Position 526: 0.0002557051554302249
Position 407: 0.00016710490113251003
Position 482: 0.00010927173579308063
Position 478: 9.953305636756183e-05
Position 303: 2.5934696348870418e-05
Position 494: 2.0168620858679084e-05
Position 313: 1.5174783320918525e-05
Position 531: 1.0818071424931504e-05
Position 426: 9.247311320198566e-06
Position 511: 8.923925560282675e-06
Position 449: 6.94090467191391e-06
Position 423: 5.8330452427956175e-06
Position 339: 9.711149098984374e-07
