Gene = RP11-302M6.4
index = 1166
Annotated 5SS: [   183  53472 210643]
Annotated 3SS: [ 53329 210497 299926]
SMsplice 5SS: [   183  32712  32979  53472  64736  79796 112673 113852 122308 125801
 128946 129807 140528 140977 154475 158432 168524 189046 191696 206598
 210643 215241 244546]
SMsplice 3SS: [ 32578  32810  53329  64528  79568 112576 113731 122109 125716 128862
 129724 140428 140850 154372 158327 168424 188954 191621 206422 210497
 215114 244417 299926]
top_k =  100
Partition function (log Z): -148.3022841533278

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9972658066553414
Position 3717: 0.26431636616420784
Position 8844: 0.1497151413745849
Position 5774: 0.02959772085534587
Position 7588: 0.013624032772239886
Position 1347: 0.0076828326641341285
Position 471: 0.00526177030530523
Position 1448: 0.001121506276734281
Position 1277: 0.0007507975778230483
Position 1255: 0.00026117031174274774
Position 678: 3.018816464164348e-06
Position 244: 2.3735995940869835e-06
Position 504: 4.3981588471072753e-07
Position 493: 3.3240548727724186e-07
Position 753: 6.402655325437536e-08
Position 16: 3.2081317299752115e-08
Position 251: 3.178092646676088e-08
Position 324: 5.941378116426601e-10
Position 50: 1.2753577128683496e-10
Position 161: 1.0684292600427184e-10
Position 100: 5.063713334423458e-11
Position 346: 3.175141613399932e-11
Position 343: 7.240496276905583e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3583: 0.28554198286877697
Position 9976: 0.26729231575138096
Position 8758: 0.15151013683385406
Position 9070: 0.14107273745460525
Position 5890: 0.11064140591314378
Position 5865: 0.10584534058668994
Position 8740: 0.10112263202433204
Position 6693: 0.05290920370238884
Position 8116: 0.03080333608497889
Position 6282: 0.02893356205527941
Position 5661: 0.02241364124507183
Position 9972: 0.022086646200420865
Position 10595: 0.018440414946930543
Position 6945: 0.014935353994697982
Position 7519: 0.013624032772239886
Position 924: 0.012393963046097151
Position 1346: 0.010696744685342284
Position 4148: 0.007194166267685369
Position 5613: 0.007184079610274043
Position 312: 0.006701806638279328
Position 3430: 0.006185631331139701
Position 828: 0.005517413609723419
Position 3534: 0.004781169763029038
Position 3716: 0.004578879168683531
Position 1232: 0.003295715636745423
Position 1235: 0.002662974863848522
Position 704: 0.0024064465182296203
Position 1303: 0.0023128380914610404
Position 2313: 0.0022285654141494964
Position 2559: 0.0022218967062702234
Position 5861: 0.0022079609136360285
Position 3801: 0.0021907246816705345
Position 3447: 0.0020999435931798325
Position 1947: 0.0020799956828979702
Position 1661: 0.0018283484431671985
Position 1009: 0.0018035744701169123
Position 2675: 0.0015550489008127298
Position 967: 0.0010744130574337428
Position 2638: 0.0008918407629523907
Position 1914: 0.0007468721367966125
Position 1794: 0.0005580039254196266
Position 1138: 0.0005268395937414634
Position 2775: 0.0004865453580696488
Position 2119: 0.00047503788833034276
Position 2500: 0.00047113649965005363
Position 2291: 0.00046233855390627183
Position 2769: 0.00045749503393916895
Position 2156: 0.00041601941611204754
Position 629: 0.0003909687423482589
Position 804: 0.00038839817350617533
Position 1367: 0.000356561903631812
Position 376: 0.0003401949611032908
Position 316: 0.00021723227769843457
Position 1154: 2.3561229209667017e-05
Position 1109: 1.5757286043695883e-05
Position 413: 3.3790054304486316e-06
Position 379: 2.121252806824e-07
