Gene = CCT3
index = 317
Annotated 5SS: [  312  2639  3598  3753  4919 13494 17627 19598 21051 21300 26425 27516
 27908]
Annotated 3SS: [ 2576  3546  3689  4821 13375 17439 19447 20917 21217 26243 27269 27775
 29161]
SMsplice 5SS: [  312  3598  3753  4919 13494 17627 19598 19906 21051 21300 26425 27516
 27908]
SMsplice 3SS: [ 3546  3689  4821 13375 17439 19447 19760 20917 21217 26243 27269 27775
 29161]
top_k =  100
Partition function (log Z): 18.630186120970297

Sorted 5' Splice Sites (High to Low Probability):
Position 4919: 1.0000000000000042
Position 27908: 0.998417841718551
Position 312: 0.9918134611333801
Position 19598: 0.9854058819391427
Position 17627: 0.965631565387967
Position 26425: 0.9466959407350377
Position 3753: 0.9365430640147796
Position 3598: 0.8316595360598491
Position 21051: 0.8156244060805284
Position 19906: 0.7230354784384624
Position 27516: 0.7089536008977423
Position 13494: 0.7037013827566152
Position 21300: 0.5802447309630949
Position 21313: 0.4197552690369066
Position 2664: 0.3416594943813735
Position 29263: 0.26547153830930065
Position 1712: 0.24430521254589244
Position 131: 0.21860863062314104
Position 789: 0.21693175745221827
Position 26856: 0.16101585732331616
Position 2639: 0.14983544759938738
Position 27113: 0.14728070984669414
Position 21087: 0.12581106793715197
Position 136: 0.1077826797512944
Position 18029: 0.09783367033870966
Position 2691: 0.06729147324665735
Position 73: 0.06633611604190408
Position 102: 0.03783848811096315
Position 17564: 0.03414559461781727
Position 21097: 0.02651623293913847
Position 20994: 0.017946737018179827
Position 173: 0.013743608350684347
Position 29371: 0.007623981034300868
Position 158: 0.006154464926932389
Position 165: 0.005955012489446882
Position 28304: 0.005763896352917182
Position 19671: 0.005708153487242941
Position 1794: 0.003616544147367036
Position 717: 0.0023496661604668137
Position 171: 0.002164553387745453
Position 820: 0.0021171359227077162
Position 1387: 0.0020047984319494718
Position 19603: 0.001995849777897735
Position 37: 0.0017762455839874362
Position 828: 0.0009982741465844602
Position 20207: 0.00040639705824491715
Position 57: 0.00023295539145879143
Position 28277: 0.00017066997827558663
Position 17583: 0.0001231696386788654
Position 28687: 0.0001155094609446938
Position 15: 7.855148070159448e-05
Position 26: 1.954134063139451e-05
Position 112: 1.1397595735541045e-05
Position 20002: 8.422752118271441e-06
Position 20128: 5.883255435174672e-06
Position 256: 2.425644802359587e-06
Position 34: 1.3440056679747927e-06
Position 48: 1.0383029069439945e-06
Position 94: 5.372510418259218e-07
Position 106: 3.438051450515569e-07
Position 231: 3.795073889938376e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17439: 0.9999003296444635
Position 19447: 0.9931098852042843
Position 29161: 0.9919561728469731
Position 27775: 0.9877250866398214
Position 4821: 0.9774631129556225
Position 21217: 0.9672528339315265
Position 26243: 0.9466959407350387
Position 20917: 0.8857787142094533
Position 3546: 0.8542618341948622
Position 3689: 0.8396566562541201
Position 19760: 0.7227027476323471
Position 13375: 0.7037013827566152
Position 27269: 0.566847847090415
Position 2576: 0.5587864152274183
Position 227: 0.37981060598581007
Position 26710: 0.2009806514488506
Position 1594: 0.18908903163657761
Position 27332: 0.14210575380732757
Position 675: 0.13893939835879138
Position 27062: 0.10731591572115964
Position 20965: 0.09803983067121023
Position 17739: 0.08739561855771186
Position 29452: 0.08644454303095402
Position 29405: 0.08384019685521112
Position 3655: 0.07428410962564565
Position 29327: 0.06519119448797517
Position 1618: 0.056385662498254226
Position 230: 0.045802640259086314
Position 620: 0.040885220490629426
Position 249: 0.03354229058334936
Position 21131: 0.03274716606847626
Position 585: 0.029927689301697532
Position 29464: 0.022797930956794
Position 4696: 0.022536887044383475
Position 29360: 0.012922173295747148
Position 27644: 0.010692755078730949
Position 17735: 0.006767787473831615
Position 29201: 0.005471755536565395
Position 17886: 0.003670264307166245
Position 28165: 0.0030201609503348443
Position 374: 0.0027514439073386904
Position 679: 0.0026027779532581
Position 1429: 0.0024470625584272635
Position 28190: 0.0022632671558577315
Position 1224: 0.0020047984319494713
Position 27978: 0.0016471801027568224
Position 29410: 0.0015429236288573133
Position 20865: 0.001137612883054819
Position 20896: 0.0009422862112802064
Position 28434: 0.0009305871485694855
Position 29489: 0.00065209237202003
Position 19980: 0.00041228031368009135
Position 19719: 0.00034028148332835136
Position 28136: 0.0003020715327643311
Position 711: 0.00025490057210168175
Position 714: 0.00023527212727110408
Position 443: 0.00016307514179421235
Position 28592: 0.0001155094609446938
Position 29168: 4.783577341378555e-05
Position 161: 1.5424326664942217e-06
Position 191: 1.3669179416261451e-06
Position 19811: 2.6726182339944467e-07
Position 19702: 2.533804755872055e-07
Position 19894: 1.9719012727278473e-07
Position 19732: 1.5424247859973675e-07
Position 299: 3.2762196649035885e-09
Position 156: 7.972027773431553e-10
Position 184: 6.104639104444217e-10
Position 177: 2.218693668599483e-10
