Gene = NPDC1
index = 954
Annotated 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
Annotated 3SS: [3129 5015 5218 5465 5604 5766 6135 6338]
SMsplice 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
SMsplice 3SS: [3129 5015 5278 5465 5604 5766 6135 6338]
top_k =  100
Partition function (log Z): 13.901924240653935

Sorted 5' Splice Sites (High to Low Probability):
Position 6233: 1.0000000000000007
Position 5847: 0.9983943704533017
Position 326: 0.9924638915427432
Position 5142: 0.9696140187330193
Position 3277: 0.9666682900387106
Position 5690: 0.9404125088450179
Position 5533: 0.7751538078924758
Position 5390: 0.733516992737892
Position 6055: 0.16826885209164533
Position 4384: 0.10641029867230194
Position 4389: 0.06991107478553767
Position 2063: 0.04236266462413601
Position 4474: 0.018580296920043073
Position 1449: 0.016407004486913204
Position 3333: 0.01634806321072144
Position 745: 0.012996617582036322
Position 1178: 0.010603035937395798
Position 1822: 0.009673287904456184
Position 1183: 0.009381527901606282
Position 4408: 0.0071444615995300284
Position 4480: 0.005693476583435561
Position 4544: 0.004424670671455763
Position 3182: 0.0038502397659484367
Position 4540: 0.003622572005545938
Position 668: 0.003595535903970751
Position 1837: 0.0031334118925612415
Position 1343: 0.0031331243686330513
Position 1224: 0.0025541863582090236
Position 2032: 0.0025168216341316736
Position 2559: 0.002410968297452151
Position 4907: 0.002278574192031613
Position 5407: 0.00181747377649352
Position 5394: 0.0015792889276737229
Position 2915: 0.0014092879162503934
Position 1460: 0.0011259240689271222
Position 5335: 0.0010894986692585199
Position 1847: 0.001007599098266357
Position 1300: 0.0009706857417665319
Position 1780: 0.0008995704495824556
Position 1923: 0.0007740780373243118
Position 5493: 0.0007393016046087077
Position 831: 0.0005943714692096714
Position 5692: 0.00012640741218551623
Position 3415: 7.21608210334823e-05
Position 447: 1.1084031773712816e-05
Position 182: 1.040603224917406e-07
Position 42: 8.09071715465031e-08
Position 302: 6.196074436142678e-08
Position 455: 1.1132805496382597e-08
Position 392: 3.931571866450342e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3129: 0.9812061669005127
Position 5766: 0.9711195685177285
Position 5604: 0.9573658824547001
Position 5015: 0.9379565615068369
Position 6135: 0.8795877887394072
Position 5465: 0.5963362701528842
Position 5278: 0.552545328503618
Position 6338: 0.48428417848964556
Position 5218: 0.274784681872275
Position 6318: 0.23030705806391075
Position 4238: 0.21317898776718763
Position 5941: 0.18411767267061913
Position 6409: 0.10600070183469953
Position 6047: 0.09385996182582555
Position 6602: 0.07382261152337001
Position 5393: 0.07087237829154984
Position 6577: 0.052670081468063276
Position 1922: 0.03938400337694957
Position 6642: 0.0353928266517918
Position 1042: 0.02746625085777727
Position 5068: 0.020180728555735584
Position 6557: 0.01527355651141928
Position 1662: 0.012398625120193543
Position 4800: 0.009777653999527814
Position 5498: 0.009100074241211504
Position 5247: 0.008751681964547784
Position 424: 0.007047895712678372
Position 1199: 0.00638117937824539
Position 6077: 0.006174053557407647
Position 1326: 0.005752375301130273
Position 5513: 0.005071321628008958
Position 1821: 0.003951644582489769
Position 3221: 0.0036190392077783537
Position 5116: 0.0034937761462439532
Position 5611: 0.002879108987310005
Position 1291: 0.0024825262847320904
Position 6143: 0.002466458515739852
Position 1998: 0.002354451054919707
Position 562: 0.0022568642319890815
Position 6302: 0.002248985457100706
Position 4242: 0.001899187426691828
Position 1754: 0.001589748992921752
Position 3135: 0.001480596960220262
Position 2717: 0.0014092879162503934
Position 432: 0.001402981329231351
Position 2443: 0.0012106349789872664
Position 2324: 0.0012003333184648854
Position 5532: 0.0011692743675572733
Position 5778: 0.001078201342425602
Position 5083: 0.0008143172931410633
Position 6099: 0.0007944186054290819
Position 6117: 0.0007661152652796545
Position 4194: 0.0007004070295708881
Position 5790: 0.0006952810104781006
Position 1554: 0.0006889605129839016
Position 1356: 0.0006147482863391298
Position 3259: 0.0005426255611411028
Position 493: 0.00038165322120922864
Position 5829: 0.00033988260746198914
Position 4852: 0.0002584661225234218
Position 5675: 0.00021142413574046912
Position 5632: 0.00016608469377875744
Position 5635: 0.00014899541022453494
Position 5814: 7.491467126883142e-05
Position 3230: 5.153869758709881e-05
Position 3076: 3.878650917364101e-05
Position 4684: 3.2767679116727744e-05
Position 1152: 1.8297891005813365e-05
Position 1342: 1.2955810496812872e-05
Position 1265: 1.2524159821774624e-05
Position 4295: 8.269014399501763e-06
Position 1172: 1.810876985534624e-06
Position 613: 1.3589323723142172e-06
Position 1415: 1.2953062435417093e-06
Position 1376: 1.2746442668867638e-06
Position 441: 1.2591612712553471e-06
