Gene = GLUL
index = 599
Annotated 5SS: [ 528 3635 5076 5951 6447 6850]
Annotated 3SS: [3455 4913 5803 6318 6649 7482]
SMsplice 5SS: [1032 3635 3851 4832 5076 5951 6447]
SMsplice 3SS: [3534 3743 4694 4913 5803 6318 7482]
top_k =  100
Partition function (log Z): 2.299358259988591

Sorted 5' Splice Sites (High to Low Probability):
Position 3635: 0.9720725759406919
Position 6447: 0.9468492284237993
Position 5076: 0.9441075166542207
Position 5951: 0.85547089845766
Position 4832: 0.5982317558155862
Position 1032: 0.523107653418405
Position 3851: 0.5190871810610471
Position 6850: 0.4424677895387271
Position 4465: 0.270430479589389
Position 528: 0.2094902917747032
Position 110: 0.19722570451131083
Position 392: 0.15787475025708622
Position 778: 0.1285713351025883
Position 7358: 0.106755516936357
Position 1710: 0.10587700256692127
Position 6118: 0.06638206393055364
Position 5016: 0.05589248334577881
Position 446: 0.034323365782514666
Position 6480: 0.0338591995368251
Position 35: 0.03303242558161771
Position 1223: 0.03017219600202904
Position 4749: 0.021812171096528693
Position 6484: 0.019291572039375964
Position 3614: 0.013142368251497526
Position 3624: 0.013057445939946474
Position 5845: 0.011338824529503097
Position 73: 0.010367554322466556
Position 5526: 0.008182244467564657
Position 4278: 0.008173671354554513
Position 3861: 0.00235174963517979
Position 740: 0.0014111258407546352
Position 3669: 0.0006227603167868844
Position 3536: 0.0003374268705441085
Position 897: 0.00023803142956463317
Position 1237: 0.00021347190112321271
Position 83: 3.6112550258640264e-05
Position 15: 3.201702846502195e-05
Position 245: 1.8507898329177673e-08
Position 426: 1.1882760167570737e-08
Position 419: 3.908311912559977e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4913: 0.996629076449246
Position 6318: 0.9303639926747241
Position 5803: 0.8461091949733068
Position 7482: 0.765353455163975
Position 4694: 0.6200439269121151
Position 3534: 0.6141832913695349
Position 3743: 0.521438930696227
Position 3455: 0.3818830248972836
Position 6649: 0.2984680078833969
Position 245: 0.20662319340288293
Position 4330: 0.15181068898372252
Position 9706: 0.1477307778011935
Position 866: 0.0929620433309671
Position 4385: 0.08761443705592449
Position 1589: 0.07107047402401188
Position 7179: 0.05625999903277836
Position 6737: 0.05317492610733923
Position 6661: 0.05161557945225223
Position 7218: 0.05049551790357869
Position 6205: 0.03871812225912144
Position 1370: 0.03406126306845351
Position 4182: 0.031502985937764315
Position 8526: 0.030561876723320794
Position 6018: 0.03049492621242656
Position 9810: 0.029541116184405677
Position 6037: 0.029532202850507592
Position 6345: 0.02784866010976419
Position 5768: 0.025792568683408124
Position 6769: 0.02434626177792217
Position 265: 0.022787266676384633
Position 6635: 0.014250237422659521
Position 8104: 0.011100660135870986
Position 4142: 0.007676038966532226
Position 6797: 0.007173812471113974
Position 5405: 0.005733046069272467
Position 6684: 0.004833564631488969
Position 10445: 0.00431751378378774
Position 4944: 0.0033709235507533735
Position 3377: 0.0031662610526485852
Position 6294: 0.003069224956389527
Position 5303: 0.0014136249890815968
Position 5616: 0.0012628941980677459
Position 5357: 0.001035573409210591
Position 631: 0.000968082188843934
Position 818: 0.0009520286503913647
Position 832: 0.000804692290339481
Position 1353: 0.0007452654744558526
Position 1122: 0.0005263009039564451
Position 417: 0.00015119340697565293
Position 527: 0.00013106277949141267
Position 498: 6.870880559332227e-05
Position 637: 3.597703785677705e-05
Position 1126: 3.552217178979766e-05
Position 390: 3.1071961055080435e-05
Position 559: 1.0094223500231536e-05
Position 602: 6.594556207812114e-06
Position 165: 2.2374156226803395e-06
