Gene = AZI2
index = 123
Annotated 5SS: [  527  8726 10635 11191 12391 16759 22296]
Annotated 3SS: [ 8504 10511 11090 12241 16699 22176 24672]
SMsplice 5SS: [  445  7616  8726 10635 22296]
SMsplice 3SS: [ 7479  8504 10511 22176 27877]
top_k =  100
Partition function (log Z): -9.82249316405123

Sorted 5' Splice Sites (High to Low Probability):
Position 8726: 0.9926476190729919
Position 7616: 0.9465031860759765
Position 10635: 0.7444426746890154
Position 11191: 0.6382313803717409
Position 445: 0.5182525385814947
Position 456: 0.3581501742868324
Position 12391: 0.29080775459436753
Position 10709: 0.2376684888514612
Position 10425: 0.22864075683533525
Position 527: 0.08898719852299126
Position 9549: 0.06408116936333942
Position 11699: 0.06143730498443091
Position 1055: 0.034610088608679965
Position 5820: 0.02844744526700518
Position 11602: 0.020314607009517826
Position 9267: 0.017697412639302874
Position 7591: 0.013577452483491674
Position 10590: 0.009264002025624923
Position 9167: 0.002188901974813356
Position 9433: 0.0007374824486917028
Position 11175: 0.00011005240304636338
Position 9262: 1.615989868864606e-05
Position 9102: 8.904168962838546e-06
Position 8995: 1.0023932563172376e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8504: 0.9675157167353886
Position 10511: 0.727264367619823
Position 7479: 0.6157804032572778
Position 11090: 0.5489121608571533
Position 17176: 0.4104365574153776
Position 7530: 0.3443002353021901
Position 12241: 0.3011070583953903
Position 10359: 0.27172182483874335
Position 18980: 0.20941272675502687
Position 10470: 0.20901725157592263
Position 11590: 0.13572178866244922
Position 11419: 0.10098317516308217
Position 11310: 0.08341023573545057
Position 11118: 0.06006704826959857
Position 11372: 0.0588067792339596
Position 9385: 0.04760945432182612
Position 11394: 0.039622483716479154
Position 10993: 0.025527455333721392
Position 8465: 0.025131902337602135
Position 8974: 0.020858105960141912
Position 5651: 0.016560292753150813
Position 14753: 0.014869750137986604
Position 10274: 0.010619086420328263
Position 9252: 0.009407703497009675
Position 12167: 0.009306137304124504
Position 5654: 0.005981231176637464
Position 5773: 0.005905921337216922
Position 9011: 0.003284208439023428
Position 10907: 0.0031400524502696596
Position 9390: 0.003122437973748716
Position 12750: 0.0024351162784786605
Position 9365: 0.0014538249786239608
Position 10399: 0.001393391946619097
Position 11425: 0.0013577040426211665
Position 9415: 0.0013276544918064182
Position 10934: 0.0011402001556511845
Position 10829: 0.0011256564362956236
Position 11014: 0.000915799623134604
Position 10812: 0.00013792154637830718
Position 9101: 0.00013171894531733265
Position 9173: 1.2161300305680353e-06
