Gene = PODXL
index = 1047
Annotated 5SS: [  348 45780 46372 47243 47657 50029 50348 50740]
Annotated 3SS: [45173 46275 47021 47578 49880 50285 50571 52098]
SMsplice 5SS: [  348 10610 22541 50029 50348 50740]
SMsplice 3SS: [10377 22390 49880 50285 50571 52101]
top_k =  100
Partition function (log Z): -29.111258972138693

Sorted 5' Splice Sites (High to Low Probability):
Position 348: 0.9946991487795838
Position 10610: 0.5273443727192011
Position 2731: 0.4977590381914197
Position 916: 0.2060810461158426
Position 926: 0.15327621235600597
Position 7054: 0.13379731279885523
Position 6848: 0.04711772102393762
Position 862: 0.011587486477654677
Position 2131: 0.008534921006724906
Position 1304: 0.0071646153151210465
Position 1023: 0.006994393473396501
Position 807: 0.005874176890731821
Position 534: 0.004711381313424392
Position 1411: 0.0012004823278040093
Position 628: 0.0002668333479736089
Position 632: 8.149186453772487e-05
Position 621: 7.317818865595603e-05
Position 557: 4.068748450982913e-05
Position 842: 8.81672271197346e-06
Position 873: 6.2468221177161415e-06
Position 588: 4.261821425016105e-07
Position 365: 1.2625296470028575e-07
Position 581: 1.0176616391554817e-07
Position 440: 9.628631290210727e-08
Position 393: 7.783239439649479e-08
Position 352: 5.288004006286565e-12
Position 437: 1.1759311610986495e-12
Position 286: 4.713651936899221e-13
Position 289: 3.0354381824453264e-13
Position 313: 2.1367368615518014e-13
Position 385: 1.6082670308573866e-13
Position 325: 1.5233941285809698e-13
Position 331: 1.3040960085047197e-13
Position 319: 1.2304923563068085e-13
Position 310: 1.1396293838643693e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 10377: 0.8507337116751633
Position 2600: 0.4819398127667149
Position 762: 0.38712807898319024
Position 12885: 0.34214359643858866
Position 6753: 0.24714915055194037
Position 10959: 0.14891981014467562
Position 11993: 0.03628096613593623
Position 2440: 0.017447044816394277
Position 6471: 0.015818838970025784
Position 4294: 0.015420733660305878
Position 1189: 0.01267019523720661
Position 1509: 0.010029689131248605
Position 1965: 0.009205128994705483
Position 2571: 0.0070323627971786255
Position 5441: 0.006233352450592998
Position 4105: 0.005147303846700892
Position 1222: 0.002872442515277589
Position 859: 0.002414881326596332
Position 4673: 0.002290940908888709
Position 2841: 0.0021419891212632667
Position 1089: 0.0011893164451258892
Position 4387: 0.000977607106394531
Position 2401: 0.0008693612545445195
Position 525: 0.00028201196043447596
Position 1007: 0.00023529300975651634
Position 1348: 2.1763221519451465e-05
Position 610: 1.1296578583623693e-05
Position 915: 4.530406011693209e-06
Position 768: 3.804664338973421e-06
Position 944: 1.501696571960616e-06
Position 455: 1.3504168113831193e-06
Position 418: 1.0355220093584885e-06
Position 885: 7.282510528252434e-07
Position 806: 3.5982835722654715e-07
Position 452: 2.989108955230655e-07
Position 803: 6.318581363120235e-08
Position 725: 3.5866430899114214e-08
Position 921: 2.7509542523338194e-09
