Gene = DARS2
index = 429
Annotated 5SS: [  854  2284  3897  6259  7128  8997 10017 12544 13757 15044 16471 20789
 25977 29065 29403 32239]
Annotated 3SS: [ 2183  3829  6156  7031  8872  9969 12436 13686 14863 16362 20725 25823
 28845 29291 32162 33014]
SMsplice 5SS: [  142  2284  5869  6259  7128  8997 12544 13757 15044 15318 16471 20789
 29065 29403 32354]
SMsplice 3SS: [ 2183  5751  6156  7031  8872 12436 13686 14863 15177 16362 20725 28971
 29291 32162 33014]
top_k =  100
Partition function (log Z): -5.415174077888701

Sorted 5' Splice Sites (High to Low Probability):
Position 13757: 0.9999999999999971
Position 2284: 0.9999527284474908
Position 16471: 0.9984113309396592
Position 12544: 0.9194632455745811
Position 7128: 0.9115695731602239
Position 5869: 0.8328342965695649
Position 20789: 0.7504664603531186
Position 8997: 0.7177069482634109
Position 15044: 0.6871426480403943
Position 6259: 0.5703895657774865
Position 13548: 0.5311237024225037
Position 10730: 0.4965275214231205
Position 142: 0.4142915572984257
Position 15318: 0.3596318879570194
Position 3951: 0.3377713834257669
Position 10017: 0.2828195871513584
Position 61: 0.27995444092945204
Position 15446: 0.25534363983035163
Position 2006: 0.2530598184873218
Position 276: 0.18045144967437227
Position 3897: 0.12177566841501851
Position 6263: 0.07555242174508106
Position 6221: 0.06716388527587433
Position 854: 0.04719209389591219
Position 6898: 0.030610514526624336
Position 3154: 0.028795315037331768
Position 1377: 0.023185827693930322
Position 10557: 0.01572773995422068
Position 207: 0.0145252513545438
Position 4356: 0.00899350712438185
Position 502: 0.007562956886160768
Position 318: 0.0062552820399877
Position 3573: 0.004531935895677074
Position 6049: 0.0005516468965738733
Position 93: 0.0003858133530888982
Position 90: 0.00018502906440219725
Position 729: 8.867339556239796e-05
Position 459: 1.1675949244906932e-05
Position 38: 5.281472768779662e-06
Position 167: 1.308061364778643e-06
Position 49: 4.49761286466548e-07
Position 126: 1.628549023939658e-08
Position 15: 1.310860902295902e-08
Position 31: 9.978007841139159e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16362: 0.9998828145472077
Position 7031: 0.9115695731602236
Position 12436: 0.9054043663074084
Position 2183: 0.8579162965459181
Position 5751: 0.8328342965695649
Position 20725: 0.7684123858448035
Position 14863: 0.687142648040394
Position 27332: 0.6240618130731452
Position 6156: 0.5521386735972051
Position 13686: 0.5318546087979359
Position 13294: 0.5311247683697766
Position 8872: 0.5128873178220754
Position 10646: 0.4965275214231203
Position 13650: 0.4681443252547877
Position 3829: 0.450035877476913
Position 15177: 0.3687326950345171
Position 9969: 0.2828195871513583
Position 15356: 0.23041354738107162
Position 20895: 0.21867283483479374
Position 1839: 0.18400092537701548
Position 8896: 0.17099123906277347
Position 6131: 0.16096719920123656
Position 2158: 0.10496358375450769
Position 21023: 0.04817444061819764
Position 8879: 0.03382839137856193
Position 6730: 0.03061051452662434
Position 2243: 0.027220255377764267
Position 3014: 0.02419998423870096
Position 253: 0.023913561664576047
Position 20973: 0.016243680342579944
Position 23062: 0.01584010123239843
Position 15242: 0.01582928537178206
Position 10302: 0.015727739954220676
Position 22831: 0.01568354303610067
Position 12496: 0.014058879267172805
Position 17418: 0.010883599313952328
Position 818: 0.01070104663854966
Position 16582: 0.00980493838394423
Position 3853: 0.009511174363872428
Position 4215: 0.007941759602729581
Position 17393: 0.006325396656133975
Position 2074: 0.006248600006550242
Position 17629: 0.0058199045672596445
Position 2768: 0.004595330798630803
Position 20315: 0.004228468664786459
Position 3487: 0.0038433742247305724
Position 2118: 0.0036039927627510592
Position 19384: 0.0032428500280313674
Position 565: 0.003104894410340278
Position 749: 0.001576098898177601
Position 525: 0.001492661831953361
Position 16623: 0.001483834696652602
Position 683: 0.0011894692790713076
Position 256: 0.0011782905902513723
Position 4245: 0.0010517475216522668
Position 3367: 0.0006885616709465019
Position 5977: 0.0005516468965738724
Position 14257: 0.00011718545278959668
