Gene = SLU7
index = 1274
Annotated 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
Annotated 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
SMsplice 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
SMsplice 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
top_k =  100
Partition function (log Z): 34.80604127985787

Sorted 5' Splice Sites (High to Low Probability):
Position 11066: 0.9999992086310657
Position 14955: 0.9999798592288246
Position 4270: 0.9986259470288313
Position 372: 0.9954678817277932
Position 6944: 0.9940613350423797
Position 11424: 0.9871861884079318
Position 14586: 0.980152897839075
Position 5076: 0.9601818696703717
Position 5496: 0.8804659956285045
Position 11919: 0.845216208569765
Position 14364: 0.7543317071534403
Position 12927: 0.74963924883714
Position 10745: 0.7110476924068412
Position 5939: 0.6538987949101709
Position 11649: 0.5080915985908837
Position 144: 0.35543825416244385
Position 14391: 0.23307494279762467
Position 10: 0.19253659987868707
Position 2283: 0.09109563265869325
Position 14752: 0.08573585093084872
Position 12893: 0.07069022283691655
Position 1170: 0.06907385612459763
Position 15146: 0.05972010359780427
Position 5920: 0.05309163838811728
Position 6730: 0.03580701876084047
Position 16013: 0.030804174412772937
Position 9505: 0.02957499340640728
Position 6550: 0.01933917007117612
Position 5054: 0.018520214133130406
Position 5131: 0.015759150011165075
Position 15249: 0.011367756752060507
Position 6243: 0.010934715165530141
Position 799: 0.010179455870125767
Position 14746: 0.009207447604932657
Position 14715: 0.007332474562193034
Position 15139: 0.00670690406254797
Position 7816: 0.006452862436620651
Position 14368: 0.006083906629656103
Position 16246: 0.005296675955848564
Position 9831: 0.004735893425384065
Position 5658: 0.004468340417060705
Position 10255: 0.0038009368476247447
Position 5805: 0.002682889647259934
Position 6459: 0.002574852446510488
Position 9035: 0.0025637786529146512
Position 6972: 0.0021295924631268347
Position 7841: 0.001545514287555214
Position 11466: 0.0012082022833098632
Position 11442: 0.0010945669036024576
Position 11435: 0.0002763635751243954
Position 110: 0.00016436675611813131
Position 11286: 0.00015104690776839797
Position 15451: 8.689821692509954e-05
Position 307: 8.534083974245052e-05
Position 37: 7.376339513219136e-05
Position 27: 4.421100486687383e-05
Position 14908: 1.7066710729367655e-05
Position 4274: 1.3569132179354747e-05
Position 31: 6.8421131742937856e-06
Position 172: 4.421316025221678e-06
Position 14917: 4.947864007735881e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10933: 0.998737305903092
Position 6874: 0.9961840845953943
Position 14258: 0.9920740571387519
Position 11325: 0.9654972316467927
Position 14837: 0.9634292312743428
Position 5414: 0.840475733197859
Position 10696: 0.7112399025742
Position 11778: 0.6783076147790985
Position 4921: 0.6678228870988666
Position 14513: 0.6502082321715844
Position 4083: 0.5938119745906122
Position 5773: 0.5699238795690372
Position 12764: 0.5440418294496197
Position 234: 0.5266077171481256
Position 15929: 0.4867394169263749
Position 11580: 0.4470131681150152
Position 15036: 0.43341254024607234
Position 4154: 0.4042449390970583
Position 14464: 0.32698057066963154
Position 4946: 0.2898022867783477
Position 12798: 0.2552479728815329
Position 11513: 0.15184947346692884
Position 14676: 0.13334628727847386
