Gene = MXRA8
index = 901
Annotated 5SS: [  80 1855 3086 3292 3854 4182 4343 4506 4688]
Annotated 3SS: [1830 2782 3189 3382 4025 4302 4428 4606 4905]
SMsplice 5SS: [  80 3086 3292 4182 4343 4506 4688]
SMsplice 3SS: [2782 3189 4025 4302 4428 4606 4905]
top_k =  100
Partition function (log Z): 2.200029423718712

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.9703647100189444
Position 4688: 0.9492165802234147
Position 3292: 0.9396178742315415
Position 4182: 0.9076867376218264
Position 3086: 0.7911163147849865
Position 4506: 0.759641555564996
Position 4343: 0.5325631871937045
Position 2833: 0.13433794610414163
Position 3854: 0.12422265148069107
Position 3514: 0.07318151170181564
Position 1855: 0.06639187623069583
Position 4224: 0.04189706876037575
Position 3421: 0.02526745973671671
Position 1640: 0.022595943067503746
Position 105: 0.011733414124627197
Position 1411: 0.008191328947288764
Position 394: 0.007384143457125153
Position 186: 0.006870278153492164
Position 5064: 0.00658960799804827
Position 4286: 0.005708932330039743
Position 3662: 0.0037367127549315223
Position 208: 0.003320287887007305
Position 4488: 0.002944214957388397
Position 5286: 0.0025142952950630063
Position 3463: 0.001366571329507855
Position 3478: 0.000731669215410374
Position 3677: 0.0007129623037802923
Position 3279: 0.0001981538592934677
Position 1119: 0.00015486611753884073
Position 1683: 9.27765463786513e-05
Position 133: 8.816666011728749e-05
Position 1679: 8.748517176776662e-05
Position 1715: 7.019784613848116e-05
Position 541: 4.3270551341057414e-05
Position 119: 5.9063045456898607e-08
Position 86: 5.664549317274928e-08
Position 257: 3.214063047160835e-08
Position 127: 2.9579758203729162e-08
Position 84: 1.8202829202598273e-08
Position 337: 5.048592897213482e-09
Position 245: 1.6769988867206823e-09
Position 67: 4.206114792850374e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4606: 0.9830371338664434
Position 4025: 0.9599984390970853
Position 3189: 0.9394764818385484
Position 2782: 0.7878162591973014
Position 4428: 0.5666482184402509
Position 4302: 0.518910996297619
Position 4905: 0.3015674090661577
Position 3382: 0.22428759853474872
Position 5097: 0.19925075873920198
Position 5600: 0.17385154017200485
Position 4398: 0.1603086635642261
Position 5202: 0.13954317585912157
Position 1830: 0.06639187623069583
Position 2810: 0.04696102382491999
Position 5501: 0.04320465463856299
Position 5779: 0.04091822606253287
Position 2898: 0.03587472050349039
Position 5028: 0.03292884991663642
Position 4099: 0.021993964902908246
Position 4801: 0.02010084956347355
Position 4377: 0.01952782548979695
Position 1536: 0.01776076443122359
Position 2680: 0.016659562392231334
Position 2733: 0.01582150309447921
Position 2651: 0.010336086557232947
Position 2604: 0.009952816127130157
Position 3980: 0.00570521617478674
Position 5318: 0.005325124954575634
Position 1498: 0.004849284953958463
Position 1228: 0.004458454373057396
Position 4432: 0.003947367316439112
Position 1244: 0.003622013515424221
Position 4096: 0.003392197877207485
Position 3936: 0.002483593786825789
Position 5236: 0.002287749684295828
Position 3513: 0.002225762007427671
Position 3534: 0.0019208219981553258
Position 4170: 0.0017040174272169482
Position 2741: 0.0015873188958780396
Position 4290: 0.0015784173900867885
Position 2698: 0.001569872531273575
Position 4325: 0.0003289872338081913
Position 3951: 0.00021880242359325673
Position 285: 7.321792769346769e-05
Position 1430: 5.727936785425066e-05
Position 437: 4.327055134105748e-05
Position 1540: 3.08173686259587e-05
Position 1036: 2.2650862862831057e-05
Position 1250: 1.9431753494826118e-05
Position 946: 1.585826411745887e-05
Position 974: 1.3565888888802678e-05
Position 361: 1.333223341721462e-05
Position 893: 9.464320196359694e-06
Position 386: 7.66551507361864e-06
