Gene = CRCT1
index = 409
Annotated 5SS: [51]
Annotated 3SS: [859]
SMsplice 5SS: [51]
SMsplice 3SS: [755]
top_k =  100
Partition function (log Z): -8.11542242572884

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.8878647475459516
Position 860: 0.20598469030537644
Position 193: 0.04731053842994059
Position 418: 0.026932191813417144
Position 23: 0.02602383145294956
Position 490: 0.005016555476666123
Position 494: 0.0031114668048585997
Position 281: 0.0016958898202152138
Position 175: 0.0014523248037907666
Position 20: 0.0010470166184698769
Position 240: 0.0008893712492481239
Position 867: 0.0006904560941305775
Position 46: 0.00015618586685327797
Position 225: 0.0001240119368885473
Position 68: 6.984207292188348e-05
Position 82: 4.085377624321656e-05
Position 55: 8.85016685317068e-09
Position 91: 6.14045032772465e-10
Position 27: 5.051778601845841e-10
Position 35: 2.801952630038227e-10
Position 10: 1.6840457675040935e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 755: 0.6973115843057686
Position 1012: 0.2710226393392979
Position 859: 0.1024999199066197
Position 1075: 0.037855011744353025
Position 896: 0.016520301544490548
Position 1078: 0.011828040790735257
Position 1331: 0.01070397235099918
Position 1312: 0.007854466180751396
Position 760: 0.007742261712704931
Position 1475: 0.006270494151673252
Position 1126: 0.005822324400287737
Position 843: 0.0046255460178468025
Position 1048: 0.003951205264845702
Position 1435: 0.003939053168267513
Position 915: 0.003238075226524204
Position 175: 0.003023637750062244
Position 938: 0.0024180642611296528
Position 1032: 0.0022346938368509365
Position 556: 0.0021623360068303813
Position 408: 0.0016439177726775553
Position 792: 0.001079413170551412
Position 466: 0.0008353391547307722
Position 618: 0.0006737327933087661
Position 289: 0.0006601609385082644
Position 1432: 0.0005808489239894372
Position 1161: 0.0005349407958482224
Position 801: 0.0005227507174528587
Position 159: 0.00044274864515642993
Position 778: 0.0001251515506495702
Position 118: 4.8319749910046904e-05
Position 280: 4.3574154399221544e-05
Position 192: 3.498861205984932e-05
Position 247: 3.2951190418701345e-05
Position 238: 2.950814862681591e-05
Position 353: 2.2733284837776233e-05
Position 132: 2.1766004099570955e-05
Position 361: 1.8266123291489784e-05
Position 355: 1.67192024761063e-05
Position 261: 1.3836393266022574e-05
Position 125: 4.689199610537234e-06
