Gene = NOL9
index = 950
Annotated 5SS: [  429  4140  4965  9491  9710 12706 21256 22073 22568 25542 27840]
Annotated 3SS: [ 3919  4836  9354  9612 12607 21093 21774 22455 25363 27705 28531]
SMsplice 5SS: [  429  2191 16437 16673 16949 21256 22568 25542 27840]
SMsplice 3SS: [ 2143 16274 16546 16790 21093 22455 25363 27705 28531]
top_k =  100
Partition function (log Z): -19.36893576170891

Sorted 5' Splice Sites (High to Low Probability):
Position 429: 0.8533069763921274
Position 2191: 0.6562665952797031
Position 4965: 0.255128349941964
Position 613: 0.24678624726530332
Position 4140: 0.1284339432264558
Position 2404: 0.10016057346936688
Position 378: 0.06426487196165372
Position 954: 0.0476756569436978
Position 158: 0.024083984019498985
Position 4157: 0.01811549250731123
Position 2423: 0.01809358239704797
Position 2216: 0.009149874030561335
Position 433: 0.006571622431644095
Position 2037: 0.005495738481569897
Position 606: 0.004207190586258681
Position 13: 0.0022059644536269853
Position 163: 0.001787418127258529
Position 90: 0.0013051103300075438
Position 446: 0.0011309070736259502
Position 2261: 0.0010203280361655203
Position 185: 0.0008812881625310226
Position 237: 0.0005802182455355557
Position 179: 0.00039344353926139064
Position 573: 0.00028485770595904574
Position 203: 0.00018231787424928276
Position 502: 1.5143933259847253e-05
Position 64: 1.009322491492131e-08
Position 239: 4.618857122508823e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4836: 0.7224787462511136
Position 2143: 0.5299652441684809
Position 5947: 0.38257315034135836
Position 546: 0.15238742105934314
Position 2103: 0.14302632529779288
Position 2326: 0.1275466632624412
Position 3919: 0.10399900581739542
Position 3967: 0.060788348781788966
Position 700: 0.060182237601691196
Position 500: 0.029390634914853178
Position 5919: 0.02882694373960493
Position 9012: 0.022263072322682896
Position 8279: 0.014377249872231455
Position 283: 0.011646173302705926
Position 295: 0.010966105227457655
Position 720: 0.008281439117398221
Position 2110: 0.007584916266181963
Position 3199: 0.007026432348025257
Position 3993: 0.006216901830377227
Position 1799: 0.005495738481569897
Position 2503: 0.00376956959068229
Position 320: 0.0018991197230909366
Position 696: 0.0016600482566085986
Position 2385: 0.0014476375261995998
Position 2947: 0.0013086972724226746
Position 262: 0.0011086574746521402
Position 587: 0.0008891459730926243
Position 859: 0.0003089803053566036
Position 2294: 3.170551816236022e-05
Position 110: 2.5701767867422943e-05
Position 601: 1.912958051414649e-05
Position 557: 1.1446756533944262e-05
Position 465: 1.0782727604972122e-05
Position 121: 7.88748380488245e-06
Position 98: 2.8580051400210187e-06
Position 349: 2.1656059462301654e-06
Position 236: 1.1449235152583596e-06
Position 195: 1.9165820077539677e-07
Position 148: 7.572632910869786e-08
Position 604: 1.5247507688823495e-08
