Gene = PIFO
index = 1026
Annotated 5SS: [ 384  762 1485 2359 3936]
Annotated 3SS: [ 621 1385 2227 3817 4970]
SMsplice 5SS: [ 202  384 3668 3936]
SMsplice 3SS: [ 293 3529 3817 6003]
top_k =  100
Partition function (log Z): -5.970891941278737

Sorted 5' Splice Sites (High to Low Probability):
Position 384: 0.9289835954695443
Position 3936: 0.8791896874611755
Position 202: 0.6934391131418234
Position 3668: 0.402445923682559
Position 762: 0.34198067868235466
Position 1084: 0.06361552120983403
Position 2359: 0.061812450233335786
Position 422: 0.0430421392204708
Position 2261: 0.03653657542487826
Position 3562: 0.026288632765670342
Position 4785: 0.016850091666101647
Position 3900: 0.016018097172896904
Position 4773: 0.01298807067537485
Position 5256: 0.007841177095022822
Position 3991: 0.0027472773862328758
Position 1485: 0.0006324184846603223
Position 583: 0.0006260446136333315
Position 505: 0.000431177813615358
Position 707: 0.0003608002848453944
Position 516: 0.00024444155335498675
Position 208: 0.0002265827739666196
Position 171: 0.00019532968226427096
Position 220: 5.250071568208697e-05
Position 231: 4.849050818786558e-05
Position 411: 2.4095737597180506e-05
Position 367: 2.40835473983396e-05
Position 12: 8.639761565397677e-06
Position 107: 1.4579248106766836e-07
Position 46: 1.0542749610390739e-07
Position 223: 1.0310253213464463e-07
Position 434: 4.0322948716076836e-08
Position 343: 1.0778945373446724e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3817: 0.9156293780327798
Position 293: 0.6655804769055506
Position 6003: 0.4441337125552604
Position 3529: 0.3953112933878437
Position 4970: 0.38343966502592447
Position 621: 0.35762377057429745
Position 2227: 0.07400855952511899
Position 4605: 0.05555892315078528
Position 4670: 0.050699249346652514
Position 3434: 0.033423263060385656
Position 4192: 0.02909337850242028
Position 2004: 0.02509027976182228
Position 910: 0.024769262490242683
Position 5330: 0.015403670006923966
Position 907: 0.011726105492615865
Position 5078: 0.011039377251873058
Position 1019: 0.010398375905070648
Position 5538: 0.010388074480046191
Position 759: 0.009334899130250773
Position 6022: 0.008921608297481154
Position 783: 0.00181946691308892
Position 335: 0.0010500701316260568
Position 487: 0.0007115198373252393
Position 1385: 0.0005469344954445241
Position 721: 0.0004263756036397294
Position 1065: 0.00018840272551894072
Position 538: 0.00015647051494251067
Position 1220: 4.9289693720808854e-05
Position 255: 3.657688764563865e-05
Position 1252: 3.619429549498951e-05
Position 509: 2.0019139754022417e-05
Position 378: 1.5011158325214034e-05
Position 659: 1.2024987366974682e-05
Position 312: 5.824278521078334e-06
Position 375: 3.3985154930841247e-06
Position 576: 2.177244626126343e-06
Position 490: 9.60499876448483e-07
Position 119: 1.077076943955545e-09
Position 349: 5.035915109949576e-10
Position 358: 3.5331676137092026e-10
Position 343: 1.0167833092394924e-10
Position 83: 9.570057295133657e-11
Position 158: 8.155261263242076e-11
Position 355: 4.3441009237954434e-11
Position 220: 3.4975951469510314e-11
Position 380: 3.292782793077035e-11
Position 383: 2.68771574673617e-11
Position 223: 2.1294018911438342e-11
Position 404: 1.0261467339149986e-11
