Gene = SLC35B4
index = 1267
Annotated 5SS: [  377  7686 10380 12247 15023 15291 16900 17529 20661]
Annotated 3SS: [ 7571 10276 12196 14940 15229 16789 17452 20584 21971]
SMsplice 5SS: [  377 10380 12427 15023 16900 17529]
SMsplice 3SS: [10276 12376 14940 16789 17452 25874]
top_k =  100
Partition function (log Z): -0.2102064016568408

Sorted 5' Splice Sites (High to Low Probability):
Position 10380: 0.9990798182670513
Position 17529: 0.9873465021242773
Position 16900: 0.9580718872587983
Position 12427: 0.9110434243039247
Position 15023: 0.8870040544947918
Position 377: 0.8245286576068996
Position 4518: 0.4085696672344838
Position 7686: 0.31095958396776646
Position 18049: 0.22374392181403677
Position 20784: 0.2020705648381655
Position 12247: 0.1923015439743539
Position 1818: 0.11024030544434629
Position 26: 0.07529906904175787
Position 2013: 0.06025444387305522
Position 3310: 0.05452447154240131
Position 17055: 0.05340612249639111
Position 196: 0.05205169938041502
Position 248: 0.04647789015543046
Position 20661: 0.03591199232121318
Position 4485: 0.0308037318663608
Position 6976: 0.026007939403206295
Position 15020: 0.017996832011186792
Position 10836: 0.016061010510154034
Position 174: 0.015635970124220046
Position 20855: 0.012260464268776854
Position 1801: 0.011358854119493191
Position 17367: 0.005658214425390444
Position 4532: 0.00509526123697885
Position 16790: 0.004042259852811821
Position 2317: 0.003134835112658581
Position 32: 0.002198101387355126
Position 242: 0.0011403691144840735
Position 10472: 0.0009201817329500153
Position 346: 0.000535079543281422
Position 11400: 0.00019510627425670048
Position 2774: 0.00019088696525290072
Position 1796: 0.0001601769341202205
Position 130: 5.667934305288177e-05
Position 269: 5.4224550436271596e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 10276: 1.000000000000001
Position 17452: 0.9958355624290153
Position 16789: 0.942015149484035
Position 14940: 0.8529339391151198
Position 25874: 0.554450856121758
Position 12376: 0.4919179019175988
Position 12196: 0.4841097490885281
Position 4424: 0.4444686603378234
Position 7571: 0.31095958396776646
Position 20584: 0.24992391912145528
Position 20742: 0.15014438242621087
Position 17910: 0.14997427482028472
Position 1663: 0.1275501943107603
Position 21971: 0.12222634364892365
Position 17827: 0.0784433837856029
Position 12157: 0.07170508574447726
Position 3152: 0.0545244715424013
Position 14909: 0.052066947390859014
Position 1893: 0.05127504318727183
Position 12338: 0.0444898195421766
Position 16986: 0.032433564815640886
Position 18744: 0.03171480655167572
Position 17671: 0.03149822760472952
Position 6773: 0.026007939403206292
Position 22009: 0.023568588167576114
Position 16666: 0.018760400824037786
Position 19176: 0.015667497201021233
Position 22660: 0.01374387159187941
Position 19740: 0.01310051278074294
Position 17007: 0.01108433240698965
Position 18152: 0.011027048545638688
Position 18585: 0.010785691196748652
Position 336: 0.008512166696687818
Position 16825: 0.0073498529247195635
Position 12224: 0.0067914899426602966
Position 17237: 0.006036200317902965
Position 174: 0.004953468095536746
Position 10733: 0.00484399151808605
Position 10629: 0.004407192292351983
Position 12387: 0.004330922042837341
Position 17914: 0.003746269918380126
Position 10748: 0.003264178447973775
Position 10797: 0.003220481904339936
Position 19386: 0.002806133326208741
Position 16705: 0.00225406281798016
Position 128: 0.0021385837949401136
Position 2173: 0.002006850410398305
Position 18607: 0.0020010905086924073
Position 363: 0.0016865910362258553
Position 16992: 0.001622906334599212
Position 1741: 0.0013075155724646625
Position 2070: 0.0010925757143074276
Position 1822: 0.0007882155576106679
Position 1909: 0.000768419398699043
Position 117: 0.0003768706647816377
Position 10800: 0.0003251663474022934
Position 17806: 0.00029699972741289055
Position 213: 0.0002754812682557352
Position 11035: 0.00019510627425670048
Position 2664: 0.00019088696525290061
Position 1637: 0.00013706992483357
Position 1589: 0.00010742164244724025
Position 1777: 4.306927219779101e-05
Position 1567: 3.683150472980338e-05
Position 2109: 3.5408987952848535e-05
Position 152: 1.7425290935258147e-05
Position 191: 1.7153399969068238e-05
