Gene = STRA8
index = 1350
Annotated 5SS: [   60  8738 10878 11432 13351 14724 19891 23247]
Annotated 3SS: [ 8539 10801 11346 13323 14437 19816 23134 26438]
SMsplice 5SS: [   60  1925  8738 10878 11432 14438 14724 19891 23247]
SMsplice 3SS: [ 1840  8539 10801 11346 14264 14549 19816 23134 26438]
top_k =  100
Partition function (log Z): 3.0832225316627455

Sorted 5' Splice Sites (High to Low Probability):
Position 1925: 1.0000000000000007
Position 8738: 1.0000000000000004
Position 14724: 0.9975702580635576
Position 23247: 0.9737869770024485
Position 11432: 0.9668204176856569
Position 19891: 0.8570700858232035
Position 10878: 0.8461647431867809
Position 60: 0.7448851213518791
Position 283: 0.5876671758627215
Position 14438: 0.5680733394784003
Position 1643: 0.39116974738037175
Position 13496: 0.38624231010858395
Position 24540: 0.2964787763467475
Position 1521: 0.24906600900966536
Position 13549: 0.2202430824761718
Position 22981: 0.1859530320854999
Position 14323: 0.1579299595676611
Position 23968: 0.13634512619209757
Position 19992: 0.10670852973539106
Position 18889: 0.0994632988404448
Position 18680: 0.05842999637514297
Position 24192: 0.04855446820559205
Position 22139: 0.04496002831912227
Position 23005: 0.033604654552565345
Position 25216: 0.024763129461615047
Position 19957: 0.020265171002134815
Position 23238: 0.013244921256625767
Position 12583: 0.013237573114556544
Position 11964: 0.01315135114307244
Position 23799: 0.012512932421921866
Position 302: 0.006597445669374508
Position 11954: 0.005755946065848698
Position 25983: 0.0042960199643051694
Position 24521: 0.0038215054140041723
Position 18012: 0.0015743571070709471
Position 19967: 6.809605885450553e-05
Position 76: 4.018614880129514e-05
Position 188: 8.328741642664474e-06
Position 181: 7.526851116406073e-06
Position 151: 1.4007956075920193e-06
Position 171: 9.159287994187441e-07
Position 109: 3.27691243085627e-07
Position 125: 2.5527171569024313e-07
Position 15: 2.400716081326126e-07
Position 123: 8.306593811167724e-08
Position 156: 7.616726262513921e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 23134: 0.9882212329165999
Position 11346: 0.966780656615677
Position 19816: 0.885837492878346
Position 10801: 0.8461647431867809
Position 1840: 0.7779842070628112
Position 26438: 0.7532682500566722
Position 14264: 0.7372562602896967
Position 8539: 0.6784398674278512
Position 14549: 0.5656435975419574
Position 14437: 0.4206736992779648
Position 1455: 0.3595706695135459
Position 13308: 0.34807682967539777
Position 24408: 0.3224920135065071
Position 8507: 0.32156013257214927
Position 135: 0.27613711509109556
Position 23749: 0.20345197365205117
Position 1844: 0.1991965415438024
Position 22885: 0.19420341945885045
Position 1435: 0.14227988179148549
Position 25121: 0.12675644103220038
Position 13323: 0.10600455670237074
Position 13363: 0.1014312353678753
Position 18706: 0.0994632988404448
Position 1404: 0.08813860909830414
Position 19750: 0.07867243083697564
Position 18457: 0.05842999637514297
Position 1400: 0.05024659598670156
Position 22045: 0.04496002831912227
Position 170: 0.04470222258311749
Position 13333: 0.03310774959998542
Position 23952: 0.02951705935277285
Position 22719: 0.025354267179214768
Position 1874: 0.022819251393387096
Position 25889: 0.022513398186430368
Position 24030: 0.02159179491379309
Position 19753: 0.019601958904262067
Position 24309: 0.018403643298737418
Position 13367: 0.01786502123912663
Position 26276: 0.013625061538965748
Position 12496: 0.013237573114556542
Position 176: 0.010341261522528067
Position 23139: 0.010309944225733196
Position 11833: 0.009994933049397699
Position 11808: 0.008129114255533067
Position 180: 0.00583958224463446
Position 23882: 0.0016234644429006049
Position 17879: 0.0015743571070709471
Position 263: 0.0015528502912561578
Position 23798: 0.0014102082581490464
Position 11857: 0.0007832499039903758
Position 24339: 0.0006193708838450893
Position 231: 0.0004961519833131718
Position 150: 0.00013989990176451177
Position 11044: 3.976106997985624e-05
