Gene = SSX2IP
index = 1346
Annotated 5SS: [  175 19369 19900 20865 24424 26129 28091 28348 32228 34198 34714 38663
 40184]
Annotated 3SS: [19236 19729 20651 24312 25992 28014 28169 32076 34060 34539 38547 40017
 42937]
SMsplice 5SS: [  175 10208 19369 19900 20865 24424 26129 28091 28348 32228 34198 34714
 38663]
SMsplice 3SS: [10157 19236 19729 20768 24312 25992 28014 28169 32076 34060 34539 38547
 46085]
top_k =  100
Partition function (log Z): -1.8296098456274081

Sorted 5' Splice Sites (High to Low Probability):
Position 24424: 0.9999999999999993
Position 10208: 0.9999999999999992
Position 19900: 0.9999999999999992
Position 28091: 0.9998666919212831
Position 175: 0.9771037881853144
Position 34714: 0.908569830136044
Position 20865: 0.9028772587781366
Position 32228: 0.7772921058093157
Position 34198: 0.7717302112663885
Position 28348: 0.6265035902001149
Position 26129: 0.6261327834490193
Position 26991: 0.4419028770269289
Position 24124: 0.36072460224068736
Position 4784: 0.2222295860883436
Position 32254: 0.201846964246883
Position 23980: 0.1759315575641706
Position 35023: 0.14543727513596572
Position 20698: 0.13310385563720606
Position 30509: 0.13171505508729506
Position 27676: 0.11888691497391608
Position 8718: 0.05203909865548256
Position 25765: 0.0474752443327686
Position 33576: 0.04492570872166074
Position 28579: 0.04484154657162211
Position 392: 0.042038628311583864
Position 494: 0.0397545367895642
Position 35313: 0.035723078651150514
Position 2273: 0.03124439003348965
Position 25772: 0.022068630335762233
Position 32271: 0.020860929943800705
Position 1268: 0.017563467295538024
Position 7882: 0.01705960632159188
Position 6908: 0.015495569043241834
Position 1501: 0.008059177084281773
Position 2242: 0.006898989147164825
Position 1728: 0.005432054710751558
Position 3971: 0.0038460522432253756
Position 3837: 0.0038271289833290713
Position 3909: 0.0036447509190791465
Position 270: 0.00018717379794877417
Position 28258: 0.00014366994543599102
Position 143: 9.306601854697253e-05
Position 237: 2.6705981261888343e-05
Position 194: 6.3624957284611385e-06
Position 204: 1.708523968487002e-06
Position 169: 8.018987295486899e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10157: 0.9999999999999994
Position 19729: 0.9999999999999992
Position 32076: 0.999999999999999
Position 24312: 0.9526024893564292
Position 28014: 0.891883192782918
Position 34060: 0.7853800000531849
Position 20768: 0.7670180950374796
Position 34539: 0.6521339368127127
Position 25992: 0.6009033781908685
Position 28169: 0.4472864935851846
Position 26871: 0.4419028770269289
Position 40017: 0.299215869446336
Position 23919: 0.2953124515162383
Position 34542: 0.2791077556040491
Position 20651: 0.26896301937786304
Position 36847: 0.2574848748657156
Position 23883: 0.2413437082886196
Position 38820: 0.23541873687051865
Position 4712: 0.1592963074412091
Position 30386: 0.13171505508729495
Position 34899: 0.12073525475733184
Position 27372: 0.08897930402046196
Position 28157: 0.07389090474048832
Position 27798: 0.06780051914720489
Position 4685: 0.06293327864713452
Position 35401: 0.061145144790665115
Position 342: 0.054989444970147364
Position 34956: 0.05377650677468159
Position 8560: 0.05203909865548256
Position 24288: 0.04739751064356985
Position 28246: 0.04570488434897407
Position 28452: 0.04484154657162214
Position 27779: 0.04018297999116041
Position 2158: 0.038143379180654476
Position 28221: 0.035820831512907915
Position 33385: 0.03471442992297293
Position 35117: 0.030182126261365783
Position 27375: 0.02990761095345405
Position 25693: 0.029176130720360342
Position 25611: 0.028714973807111063
Position 26021: 0.02522940525815053
Position 36638: 0.024054687219442823
Position 28308: 0.023154721898995246
Position 35540: 0.021470060942354194
Position 7672: 0.01705960632159188
Position 6794: 0.015495569043241834
Position 25590: 0.011652770141059412
Position 3709: 0.011317932145633605
Position 1135: 0.010337241760134099
Position 33510: 0.010211278798687759
Position 35917: 0.010159845157565787
Position 36850: 0.008327101944763809
Position 1378: 0.00805917708428177
Position 36248: 0.006045040224061319
Position 1055: 0.0058887244718797685
Position 36375: 0.005658393880852861
Position 35297: 0.005540952389784766
Position 1554: 0.005432054710751558
Position 35729: 0.004430676309593147
Position 292: 0.0030971270201538394
Position 927: 0.0013375010635241634
Position 34452: 0.001193430884568141
Position 378: 0.0011262000123461013
Position 28177: 0.00042575039494377004
Position 28311: 0.00036367366405688686
