Gene = TIGIT
index = 1401
Annotated 5SS: [ 195 3021 4773 8602]
Annotated 3SS: [ 2897  4442  8494 16792]
SMsplice 5SS: [ 195 3021 5538 8602]
SMsplice 3SS: [ 2897  5400  8494 12058]
top_k =  100
Partition function (log Z): -10.45850184653691

Sorted 5' Splice Sites (High to Low Probability):
Position 8602: 0.976941902423679
Position 3021: 0.910058404287287
Position 195: 0.8461603989775143
Position 5538: 0.684207166233961
Position 4773: 0.4650599329962082
Position 1947: 0.30010529207274833
Position 2018: 0.121992639764839
Position 4550: 0.10911839953701166
Position 132: 0.07206993843994376
Position 2497: 0.03534356791776566
Position 9647: 0.03430644127511489
Position 282: 0.025532801735517346
Position 10334: 0.018107089913999484
Position 531: 0.01770992275972273
Position 1099: 0.01646174212906406
Position 241: 0.014587816954112483
Position 1658: 0.012890283248888244
Position 3441: 0.002347608646100538
Position 1640: 0.0003541402995522094
Position 2067: 0.00015891578752838322
Position 156: 2.5088139948560933e-05
Position 2444: 1.1356292805721832e-05
Position 697: 7.643736508681379e-06
Position 478: 7.23235662968099e-06
Position 170: 5.332643594286018e-06
Position 875: 3.816744101328556e-06
Position 262: 1.3869796735814166e-06
Position 259: 1.901890467862177e-07
Position 136: 1.2960931688703767e-07
Position 339: 1.1152934575233059e-07
Position 161: 1.0107688976832726e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8494: 0.9806573760595149
Position 12058: 0.7020376431620666
Position 5400: 0.6842071662339609
Position 2897: 0.6787429978491692
Position 4627: 0.41627494709321455
Position 1878: 0.41330573374482243
Position 2869: 0.21040334454779305
Position 4442: 0.15854243274256422
Position 16886: 0.10766976782203748
Position 8790: 0.0623843118961814
Position 9509: 0.05461110798387658
Position 2237: 0.03171405541386076
Position 10134: 0.02140422895206652
Position 2854: 0.02091206189032428
Position 13311: 0.017005220963740512
Position 11840: 0.016052162573589546
Position 11736: 0.01536550691320876
Position 11486: 0.014186281086220241
Position 12982: 0.012400705425868071
Position 1884: 0.008542536758512425
Position 11540: 0.006066621826116581
Position 11574: 0.005924801679459682
Position 10636: 0.004212618559247709
Position 2303: 0.003701643312460976
Position 8666: 0.003237986961935959
Position 416: 0.002938807559521265
Position 3224: 0.002074600226340363
Position 8753: 0.0018231267343723147
Position 3374: 0.0013538114242241908
Position 5812: 0.001185151703804566
Position 1444: 0.001152171275957417
Position 1036: 0.0008331621460695421
Position 8873: 0.0006502515371086368
Position 1551: 0.00046041851931806434
Position 7494: 0.00040067494333060244
Position 6775: 0.0002825105136552082
Position 1492: 0.00024698853564245825
Position 1569: 0.00022649665366794225
Position 852: 0.00014097614706279785
Position 825: 0.00013723899170474074
Position 1372: 8.894496481912174e-05
Position 783: 1.8201370002802523e-05
