Gene = PPP2R4
index = 1063
Annotated 5SS: [   83   682  9661 12189 18161 20690 23945 25646 26743 31603]
Annotated 3SS: [  521  9562 12101 18034 20571 23844 25520 26641 31494 36436]
SMsplice 5SS: [  682  9661 12189 18161 20690 23945 25646 26520 26743 31603]
SMsplice 3SS: [ 9562 12101 18034 20571 23844 25520 26404 26641 31494 37564]
top_k =  100
Partition function (log Z): 2.3219513930291953

Sorted 5' Splice Sites (High to Low Probability):
Position 12189: 0.9999999999999989
Position 682: 0.9985041494061426
Position 31603: 0.9958528096338963
Position 20690: 0.9532689595585808
Position 23945: 0.8609869150394015
Position 18161: 0.8420325166774633
Position 26743: 0.8023787675774117
Position 25646: 0.7547849020159155
Position 9661: 0.46602158678705446
Position 26520: 0.41278685540072946
Position 20496: 0.3124758606082624
Position 8192: 0.28147684458932615
Position 9730: 0.26887592321176057
Position 20286: 0.20194283986730652
Position 18142: 0.15231976567044833
Position 28700: 0.1355663830928604
Position 21532: 0.1156323075703803
Position 16056: 0.07808182707097111
Position 17119: 0.06857702347263245
Position 20232: 0.06388612477016459
Position 9679: 0.059982577138495446
Position 26756: 0.05402764013090387
Position 26723: 0.05063368564243335
Position 13851: 0.05020391328227064
Position 25661: 0.04384491036929356
Position 2287: 0.029267149866499788
Position 83: 0.022949277885281033
Position 15489: 0.01958616213880474
Position 16483: 0.015617362692321859
Position 29202: 0.009432512462579402
Position 4642: 0.007697338244411656
Position 4189: 0.006910036618315131
Position 1262: 0.006221530134044517
Position 26928: 0.004891636128640224
Position 18427: 0.004311606352304794
Position 332: 0.00403789624733664
Position 32240: 0.0037358838377202688
Position 198: 0.0030475039253794155
Position 32524: 0.0017826003360646154
Position 89: 0.00156904393097182
Position 717: 0.0007427146809335743
Position 224: 0.0006635238901686043
Position 29: 0.0002212430187232468
Position 842: 0.00021318101498627785
Position 192: 0.00017755952561909056
Position 227: 0.00014839017990996175
Position 408: 0.00012244485098413842
Position 320: 9.086394477674665e-05
Position 114: 8.091816614032516e-05
Position 32063: 3.890472930644148e-05
Position 32261: 1.7220117651691765e-05
Position 32024: 1.1514250502908273e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 31494: 0.9999999999999987
Position 12101: 0.9999999999999986
Position 18034: 0.994352282347912
Position 26641: 0.907040093350749
Position 20571: 0.8930853167897789
Position 23844: 0.8398652059465866
Position 25520: 0.7986298123852087
Position 9562: 0.7948800871373105
Position 26404: 0.3713572364323954
Position 20345: 0.3376315503065341
Position 8073: 0.2814768445893261
Position 20152: 0.2618617867993372
Position 32424: 0.19580426380542798
Position 36436: 0.1815439765724004
Position 37564: 0.15696919718813085
Position 28492: 0.1355663830928604
Position 33199: 0.12313491430495836
Position 21404: 0.11563230757038025
Position 15974: 0.07808182707097112
Position 32138: 0.07541985990259868
Position 17013: 0.06857702347263245
Position 31730: 0.061272839188247295
Position 32754: 0.04359998397843433
Position 32972: 0.04265683486518371
Position 26379: 0.04142961896833408
Position 13714: 0.03721609891452298
Position 20617: 0.028574544750420258
Position 32303: 0.02686599855390855
Position 36212: 0.023469347067169792
Position 23749: 0.021121709092814675
Position 2168: 0.0186673335667551
Position 521: 0.0162274150454499
Position 35907: 0.016087150574937134
Position 546: 0.015738655570485396
Position 16424: 0.015617362692321859
Position 32099: 0.0149361670776228
Position 35608: 0.014499867777051364
Position 15288: 0.012618140343725078
Position 32927: 0.011852365307663442
Position 29132: 0.009432512462579402
Position 13608: 0.009266691461140139
Position 4469: 0.007697338244411655
Position 2188: 0.00712019151402052
Position 15269: 0.0069680217950796606
Position 4074: 0.006910036618315131
Position 20448: 0.006453408320110164
Position 31916: 0.005206459822507145
Position 35147: 0.004979942293063094
Position 26816: 0.0048916361286402196
Position 18298: 0.0043116063523047955
Position 20062: 0.0039671778381339335
Position 13821: 0.0037211229066075194
Position 2164: 0.003479624785724161
Position 32834: 0.003139764625838146
Position 1134: 0.0028522749911564626
Position 1186: 0.0027729517254350498
Position 442: 0.0006026400514201509
Position 992: 0.0005963034174530064
