Gene = NOBOX
index = 947
Annotated 5SS: [   85  5672  8359  9182 10022 10471 10831 11278 11946]
Annotated 3SS: [ 5546  8276  8629  9914 10363 10744 11048 11640 12685]
SMsplice 5SS: [   85  8605  9182 10022 10471 10831 11278 11946]
SMsplice 3SS: [ 8513  9083  9914 10363 10744 11048 11640 12685]
top_k =  100
Partition function (log Z): 3.6408763890507054

Sorted 5' Splice Sites (High to Low Probability):
Position 10471: 0.984774901448281
Position 10831: 0.9253510801252959
Position 85: 0.9223273371723818
Position 11278: 0.881027120794734
Position 11946: 0.7222141578317539
Position 10022: 0.6158121026563641
Position 8605: 0.5733747813553518
Position 9995: 0.3520387000852069
Position 9182: 0.14441614099903538
Position 12734: 0.11066565697303508
Position 11295: 0.10806671808431573
Position 11898: 0.09075092139509756
Position 12265: 0.06569140674145123
Position 118: 0.04150069263590223
Position 254: 0.020795300691662716
Position 11990: 0.016181154089181308
Position 10118: 0.013884858533828526
Position 5408: 0.010733337147504754
Position 11562: 0.008405473458250632
Position 10095: 0.006726552289375874
Position 5672: 0.0059887067094946235
Position 177: 0.005843631243324075
Position 40: 0.005623743090376133
Position 5092: 0.0056171324749428745
Position 10001: 0.005504078594088877
Position 874: 0.003909295166353373
Position 3531: 0.003469640914917205
Position 11259: 0.00246775248821766
Position 10903: 0.00189395995510211
Position 10503: 0.001547036458752203
Position 12410: 0.0006069107772925357

Sorted 3' Splice Sites (High to Low Probability):
Position 9914: 0.9939662921588641
Position 10363: 0.7918061721395392
Position 10744: 0.6913909151986519
Position 11640: 0.6505506407078939
Position 8513: 0.5733747813553518
Position 11048: 0.49923723039732815
Position 12685: 0.4941033925138295
Position 11139: 0.3770513507028079
Position 11811: 0.23266955302301423
Position 12816: 0.20129180799711582
Position 12075: 0.19605630527800974
Position 10337: 0.1925533515576103
Position 12108: 0.16812316450747286
Position 10646: 0.09733623550844327
Position 8831: 0.07907406095020642
Position 10686: 0.07404679820907864
Position 8752: 0.06534208004882898
Position 11868: 0.042883500377834755
Position 11024: 0.03915739361737311
Position 11100: 0.03272142554381549
Position 10704: 0.02998655769634557
Position 10805: 0.026440586085381
Position 11157: 0.02447872447010193
Position 10986: 0.014427297055094634
Position 11837: 0.010885685668276785
Position 11758: 0.009293904823340542
Position 11441: 0.008405473458250632
Position 5546: 0.0059887067094946235
Position 4980: 0.0056171324749428745
Position 5283: 0.005384559305164095
Position 10653: 0.005378274088269038
Position 5304: 0.005348777842340658
Position 11077: 0.004486718496454663
Position 3423: 0.003469640914917205
Position 10375: 0.002189881326058573
Position 10169: 0.0008013979616207439
Position 10830: 0.0007334292449617234
Position 10808: 0.0005298615427654481
Position 10093: 0.00037496851299670945
Position 11620: 0.00025225291102358156
