Gene = SLC25A38
index = 1264
Annotated 5SS: [  446  6269  7160  8273  8674 11229]
Annotated 3SS: [ 6146  7074  8092  8504 11061 13049]
SMsplice 5SS: [  446  1053  5124  7160  8674 11229]
SMsplice 3SS: [  953  4927  7074  8504 11061 13049]
top_k =  100
Partition function (log Z): -5.967776058140904

Sorted 5' Splice Sites (High to Low Probability):
Position 8674: 0.8786646669696548
Position 1053: 0.8754845343598332
Position 446: 0.8278747265108563
Position 11229: 0.8247904980087367
Position 5124: 0.7655229881429702
Position 7160: 0.7502235927992291
Position 5465: 0.20069419354455134
Position 8273: 0.18423926190769813
Position 8907: 0.11926611515213816
Position 6269: 0.10393772677726704
Position 12169: 0.0780559354570036
Position 11591: 0.0753678778123468
Position 9310: 0.06380298269672674
Position 750: 0.05937797329367045
Position 5620: 0.05366791701166222
Position 3002: 0.04612284853182592
Position 13194: 0.0360583462471177
Position 11136: 0.03278391911923416
Position 550: 0.03246170570656108
Position 861: 0.016515220629672176
Position 680: 0.015907852628254022
Position 140: 0.010168967216569963
Position 6096: 0.010160559489767532
Position 77: 0.0067461297311309405
Position 393: 0.005419764747045347
Position 6084: 0.0052395598009457615
Position 1358: 0.004499102742898672
Position 6042: 0.0038818188943283267
Position 243: 0.0003837820767955889
Position 154: 0.00026647277891014615
Position 431: 3.810226977978298e-05
Position 1147: 2.5133807550211087e-05
Position 477: 1.4513170217164926e-05
Position 419: 9.203784736995127e-06
Position 127: 2.9889617551345202e-06
Position 269: 6.437666370599755e-07
Position 174: 6.379181084575954e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11061: 0.8991049324072602
Position 8504: 0.8858343506137083
Position 13049: 0.7878900206726815
Position 7074: 0.7537040099142625
Position 953: 0.6517046028928243
Position 4927: 0.4662732500668023
Position 5019: 0.24050656928343733
Position 5317: 0.19750095427391207
Position 8092: 0.18423926190769824
Position 8769: 0.12076039200853747
Position 925: 0.11879455943573357
Position 6146: 0.10393772677726709
Position 12128: 0.088789009114552
Position 9157: 0.06502194353014942
Position 11516: 0.06225451947966799
Position 4947: 0.058743168792730394
Position 13077: 0.0519438140207068
Position 13023: 0.04217213896833426
Position 13309: 0.036058346247117706
Position 848: 0.03361483861143757
Position 11432: 0.0299545810598438
Position 2854: 0.029932537883902547
Position 5390: 0.027375563312585477
Position 5500: 0.02587393502168114
Position 548: 0.023647608575270276
Position 6013: 0.019281938185041612
Position 10176: 0.018353084076436574
Position 2896: 0.01619031064792336
Position 13102: 0.012200741440401609
Position 749: 0.007318671946811708
Position 685: 0.006821609238659186
Position 385: 0.0048192137731325165
Position 5364: 0.003283856856548281
Position 1247: 0.0030566271534546714
Position 11412: 0.0028833406662860826
Position 8766: 0.0019620664286761082
Position 1184: 0.0014424755894440029
Position 657: 0.0008799643719140072
Position 188: 0.0006738460423829577
Position 353: 0.0005190761597453881
Position 666: 0.0004764403915870104
Position 305: 0.000408171800885617
Position 5425: 0.0003278010914865285
Position 234: 0.00026390271313853417
Position 166: 0.00018723500827103306
Position 313: 0.00015176003874023053
Position 355: 0.00013187551451407855
Position 1477: 0.000126643613566642
Position 640: 8.381410108215262e-05
Position 817: 7.96094842718508e-05
Position 559: 5.519012173503847e-05
Position 416: 3.355126370168282e-05
Position 294: 2.1334854462449468e-05
Position 787: 4.655484564789472e-06
Position 833: 3.9477397788530405e-06
Position 521: 1.8797004510659413e-06
Position 281: 5.28406925170154e-07
Position 203: 4.656860634335524e-07
