Gene = GGCT
index = 588
Annotated 5SS: [ 276 4309 6042]
Annotated 3SS: [4162 5905 7608]
SMsplice 5SS: [ 276 6042]
SMsplice 3SS: [5905 6947]
top_k =  100
Partition function (log Z): -5.2870837055449105

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.9999116026028284
Position 6042: 0.969715240702646
Position 4086: 0.4273603674359733
Position 2979: 0.18923209714593903
Position 4309: 0.17717258094186097
Position 7104: 0.1098600089991334
Position 2732: 0.036775757159350296
Position 7296: 0.018373333897421382
Position 1511: 0.018303690619561254
Position 994: 0.01680126413404514
Position 7085: 0.013330235529277996
Position 3509: 0.009605313496077905
Position 2811: 0.007877602193789454
Position 7546: 0.0032135327103252113
Position 2647: 0.0015930129166319025
Position 795: 0.0014123852547887738
Position 4458: 0.00022029494613037386
Position 386: 3.333520439971168e-05
Position 575: 3.241740988224362e-05
Position 522: 1.0353203933859485e-05
Position 571: 3.0679570697543075e-06
Position 465: 8.877834215923805e-07
Position 166: 2.1897925984931181e-07
Position 57: 1.7203209647452847e-07
Position 418: 9.740714565071006e-08
Position 125: 6.074711167413546e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5905: 0.9605058365375795
Position 6947: 0.5462364606799989
Position 7608: 0.4589347232674783
Position 4027: 0.3706909125705527
Position 4162: 0.1832830372501148
Position 2936: 0.1240736973763678
Position 6978: 0.062408881918137316
Position 2646: 0.05867169895536992
Position 2731: 0.050413287424745205
Position 3960: 0.033211953295671295
Position 7226: 0.021516738931591745
Position 3922: 0.02146162231700076
Position 6119: 0.020399798413921776
Position 6032: 0.009209404165066439
Position 6126: 0.007855503929741521
Position 958: 0.007369866683466455
Position 1354: 0.006454825174773784
Position 7489: 0.005733359409095798
Position 650: 0.0056347982809947786
Position 1425: 0.005347711630214489
Position 6901: 0.005238724725292911
Position 6585: 0.005143438332734527
Position 3370: 0.0048118657688417076
Position 1298: 0.004267459299275486
Position 835: 0.004252259758111669
Position 3254: 0.004220226792214337
Position 6170: 0.0032096427535242373
Position 4041: 0.0025143132929834507
Position 864: 0.0012337524423956744
Position 1393: 0.0012121566104717504
Position 2674: 0.001206008797227779
Position 1374: 0.0010201009737614113
Position 2344: 0.0008811735179492977
Position 3217: 0.0008380592476452932
Position 2399: 0.0007100142762824926
Position 4920: 0.0006608150592364928
Position 2184: 1.825122400112375e-06
Position 1368: 9.800896039763938e-07
Position 910: 6.869279106150647e-07
Position 887: 6.197918510620075e-07
Position 1321: 4.5684146035489316e-07
Position 757: 1.207726462032756e-07
Position 813: 1.1200439493258486e-07
