Gene = WRAP73
index = 1574
Annotated 5SS: [  143  2666  3408 11324 13079 14130 14914 15077 16676 17861 18608]
Annotated 3SS: [ 2512  3290 11250 12974 14042 14778 14998 16569 17734 18415 18955]
SMsplice 5SS: [  143  2666  3408  8982 11324 13079 15077 16676 17861 18608]
SMsplice 3SS: [ 2512  3290  8827 11250 12974 14998 16569 17734 18415 18955]
top_k =  100
Partition function (log Z): 16.27364635682065

Sorted 5' Splice Sites (High to Low Probability):
Position 13079: 1.0000000000000009
Position 3408: 0.9957342974622042
Position 11324: 0.9946742729814049
Position 2666: 0.984980541513467
Position 15077: 0.9684714808335136
Position 16676: 0.9291472063490702
Position 18608: 0.8096775696623981
Position 17861: 0.8037463816944805
Position 14914: 0.5980154485308811
Position 14130: 0.3627212006322388
Position 143: 0.359619027752878
Position 15776: 0.31095228788511403
Position 4234: 0.25235338777726163
Position 14146: 0.2511263843593023
Position 18051: 0.24479253840591497
Position 6993: 0.18265799655715936
Position 1591: 0.15966220224576796
Position 12111: 0.1591975781853397
Position 7185: 0.15181777544965946
Position 252: 0.12708968912587695
Position 286: 0.09931926644368701
Position 269: 0.08536344772574238
Position 12562: 0.0787478483430375
Position 6976: 0.07113929976835823
Position 666: 0.06636627707102316
Position 1276: 0.061815820890265875
Position 329: 0.05811494720511115
Position 17880: 0.05547895145689721
Position 586: 0.055044815020451665
Position 495: 0.04949974920361946
Position 768: 0.04631422867219254
Position 18595: 0.04593425616502814
Position 3091: 0.03902505718122304
Position 16867: 0.03825259030336164
Position 13621: 0.037975583536622705
Position 389: 0.033274359375096436
Position 406: 0.023573643212744348
Position 525: 0.021475718099175832
Position 17681: 0.016751605489401127
Position 1521: 0.016540697193628995
Position 14999: 0.012836118268994334
Position 299: 0.0115018652588096
Position 89: 0.011311562136430598
Position 483: 0.009858399567917875
Position 1462: 0.009408199363589784
Position 14723: 0.009194573664200572
Position 4230: 0.0077901284318951354
Position 436: 0.007430792914861287
Position 1405: 0.006910962696509517
Position 1798: 0.005673155719683728
Position 2914: 0.004527696785476252
Position 2644: 0.0036993260880601596
Position 2635: 0.0029422821380125524
Position 17519: 0.0026240298358223093
Position 2533: 0.001857842748809184
Position 13507: 0.001225412515907622
Position 13698: 0.0012019774800934766
Position 3637: 0.0010492167288781626
Position 3950: 0.000972627154225083
Position 3993: 0.0008826701897815231
Position 4008: 0.0008688307654209438
Position 419: 7.566410688542103e-05
Position 556: 7.541267567741112e-05
Position 3489: 3.516230194427318e-05
Position 136: 2.9366787685141037e-05
Position 183: 2.5903230425056913e-05
Position 222: 1.4815400823945387e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11250: 0.9946742729814051
Position 3290: 0.9867382606906389
Position 18415: 0.9853050296900806
Position 2512: 0.9820313813924725
Position 12974: 0.9507295517563247
Position 14998: 0.9340334743504606
Position 16569: 0.9064179097048684
Position 18955: 0.7009783803840983
Position 14042: 0.5776710344849038
Position 17734: 0.45175409381462267
Position 14828: 0.4093703295791134
Position 6897: 0.3044609979706238
Position 17630: 0.28262233620373445
Position 14778: 0.23591924370381528
Position 1368: 0.19819521721917985
Position 12035: 0.14350045172075
Position 4092: 0.14171115656826397
Position 17766: 0.13217430517198955
Position 15673: 0.12998504557533505
Position 17988: 0.12866911634553935
Position 15736: 0.11096993450185945
Position 6915: 0.10115407380455346
Position 17916: 0.09750194178837344
Position 4132: 0.06530444574461491
Position 18992: 0.06193293895618247
Position 12443: 0.050151064881661794
Position 15445: 0.0497655042486812
Position 12953: 0.049258337717900676
Position 1153: 0.04332696255688243
Position 16799: 0.03825259030336165
Position 4101: 0.03541252766647181
Position 12246: 0.02859678346137576
Position 14063: 0.028305392265997015
Position 19051: 0.027590317234505484
Position 585: 0.025050024976739325
Position 2962: 0.023339939378614533
Position 17991: 0.0218934901823092
Position 251: 0.019989649682562772
Position 18882: 0.019895297468945524
Position 18706: 0.01960206988263762
Position 16447: 0.01686566676321026
Position 13469: 0.016645792142265955
Position 11983: 0.01569712646458973
Position 18820: 0.014961103399448308
Position 4174: 0.014715245887310059
Position 634: 0.014644765131037652
Position 1073: 0.013185142572603682
Position 13466: 0.012889604211552348
Position 15424: 0.01211484302477783
Position 18967: 0.011499566785208372
Position 2563: 0.011448611095875106
Position 17789: 0.009426203450432085
Position 14624: 0.00919457366420056
Position 18863: 0.009080429389557143
Position 13489: 0.008325847437343471
Position 15356: 0.008055472567348173
Position 2924: 0.007996184540932363
Position 14109: 0.00727561239065338
Position 2747: 0.006027890469565519
Position 16450: 0.005863629880991488
Position 1109: 0.005303715760779755
Position 3005: 0.0049932240550009475
Position 3135: 0.00490969723519458
Position 268: 0.004716319382970071
Position 3303: 0.004114805573201712
Position 4056: 0.003000140342496087
Position 17338: 0.0026240298358223093
Position 3833: 0.0018555569260938248
Position 18341: 0.0014946827264546516
Position 2861: 0.001197730439566781
Position 13506: 0.001145991142294681
Position 3525: 0.0009903149180907397
Position 3776: 0.0008685711833337245
Position 13206: 0.0006276103471364523
Position 14073: 0.0005955458499863597
Position 494: 0.0005211629356313066
Position 13417: 0.00048646175496384057
Position 13434: 0.000281666497067059
Position 465: 0.0002365547931313554
Position 285: 0.00020714022430173232
Position 15479: 6.148796711231099e-05
Position 3599: 5.8901810787423545e-05
Position 12990: 1.2076687584982468e-05
Position 3166: 4.1922900305583625e-06
Position 3090: 2.890581008054328e-07
Position 12714: 3.3838190362950444e-08
