Gene = S100A16
index = 1220
Annotated 5SS: [ 160 1339]
Annotated 3SS: [1159 1644]
SMsplice 5SS: [ 160 1339]
SMsplice 3SS: [1159 1644]
top_k =  100
Partition function (log Z): 0.8979826562113106

Sorted 5' Splice Sites (High to Low Probability):
Position 1339: 0.9966000786685122
Position 160: 0.9180315165374596
Position 439: 0.4811458781893445
Position 787: 0.03107350419876049
Position 1977: 0.022249724688081975
Position 1090: 0.021143778960458135
Position 345: 0.021098917330766822
Position 1725: 0.011342733646078133
Position 1957: 0.010669219752220944
Position 166: 0.009284488131546136
Position 313: 0.008455896121258816
Position 820: 0.007325208319029841
Position 1853: 0.0037914580432504134
Position 453: 0.0028703176627433466
Position 449: 0.0027477219381227733
Position 1514: 0.0024568834718870793
Position 29: 0.001946061316306661
Position 413: 0.0017609834743320806
Position 1111: 0.00040924228122235414
Position 195: 0.0002031302010658169
Position 50: 0.0001244372174645566
Position 353: 2.775813062977427e-05
Position 1335: 1.1478310022188616e-05
Position 112: 1.1908218516502448e-06
Position 118: 8.42861942982333e-07
Position 11: 8.963375504924988e-08
Position 131: 3.9404869897495566e-08
Position 808: 1.5979432880634293e-08
Position 90: 6.299166291588626e-09
Position 47: 5.845073155840891e-09
Position 228: 6.289081824129824e-11
Position 222: 6.180517752129945e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1644: 0.9772957766693601
Position 1159: 0.8791298374106506
Position 262: 0.2950325421243378
Position 1172: 0.09468064497820211
Position 306: 0.08588528532663774
Position 2160: 0.0430305239978313
Position 590: 0.03837870278477788
Position 375: 0.03756040299020784
Position 1049: 0.023274461968146892
Position 309: 0.015334442624292555
Position 2200: 0.006556894439638293
Position 994: 0.006430647961653573
Position 1169: 0.006276767859339479
Position 267: 0.00564079857979926
Position 1920: 0.005267250748066932
Position 324: 0.00471770634914305
Position 889: 0.004066848709847181
Position 1618: 0.003140455969478716
Position 1865: 0.0026028987766477693
Position 1443: 0.00249437106705604
Position 392: 0.0023341530426848212
Position 1265: 0.002145313753367758
Position 1495: 0.0016434138853437395
Position 1580: 0.0015877323357990122
Position 1651: 0.0014910621549711154
Position 328: 0.001401015018802668
Position 2085: 0.0013094708774973787
Position 859: 0.0012838396633031845
Position 1479: 0.001205923345146936
Position 2002: 0.0011289751575083132
Position 1540: 0.0010631160798455618
Position 394: 0.0006111161317557445
Position 2264: 0.0004072425112016263
Position 1828: 0.00011895736193715434
Position 1461: 0.00010106996819041295
Position 1894: 6.488425599791896e-05
Position 351: 2.1396461448305693e-05
Position 273: 2.0509949977601334e-05
Position 486: 1.3348105142160176e-05
Position 149: 9.715727452126041e-06
Position 756: 6.6776073031770275e-06
Position 405: 2.2401976091322645e-06
Position 349: 2.1901383115431342e-06
Position 264: 1.982495640461018e-06
