Gene = CARD19
index = 278
Annotated 5SS: [  135 11599 14504 15721 16072]
Annotated 3SS: [11455 14349 15660 15999 16773]
SMsplice 5SS: [  135 11610 14504 16072]
SMsplice 3SS: [11455 14349 15999 16773]
top_k =  100
Partition function (log Z): -11.024755777074512

Sorted 5' Splice Sites (High to Low Probability):
Position 901: 0.773908919890721
Position 135: 0.7729239868681946
Position 3624: 0.2945778944345468
Position 3566: 0.17116601329532252
Position 380: 0.1541143907048184
Position 3244: 0.06445134898573932
Position 305: 0.04044124526403659
Position 603: 0.01426893349080928
Position 279: 0.011136586475281682
Position 4830: 0.010619713122381596
Position 5365: 0.0067477440992375765
Position 118: 0.0028585585334880343
Position 8254: 0.0025400225573728413
Position 637: 0.00231176982464363
Position 746: 0.0017287423010785392
Position 146: 0.00121653104446051
Position 423: 0.0008658694050620166
Position 353: 0.0007094413908936046
Position 4527: 0.000306076533314303
Position 116: 1.4558352605081678e-06
Position 199: 2.6919719937618126e-07
Position 465: 2.1905298417500078e-07
Position 469: 6.275439787869483e-08
Position 272: 5.654922953516378e-09
Position 47: 2.906317760824707e-09
Position 33: 1.699346589599736e-09
Position 122: 6.18941272731431e-10
Position 183: 2.533691896205987e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16773: 0.9176151339893587
Position 3480: 0.46610587653476176
Position 707: 0.43621944068308843
Position 792: 0.2589424999340432
Position 841: 0.06163197467596962
Position 9087: 0.050773401785925626
Position 3142: 0.03963731361354863
Position 3010: 0.0250193020663547
Position 4698: 0.021662220277631043
Position 5184: 0.014881179547083805
Position 765: 0.01400511262110781
Position 8071: 0.007411564020564749
Position 598: 0.0027019482575422493
Position 226: 0.0020706620568608095
Position 5244: 0.0019212181529714165
Position 4119: 0.0012966986277495158
Position 745: 0.0012626335620515888
Position 4381: 0.00091272267465812
Position 2464: 0.0006969102614918247
Position 2708: 0.0005374885158279587
Position 1313: 0.00032390567426386944
Position 1526: 0.00028442896808517635
Position 3728: 0.0002451905041594226
Position 269: 0.00019340031574423969
Position 1082: 0.00016856024014867872
Position 1349: 0.00010018780952315776
Position 506: 7.546807224569082e-05
Position 241: 7.394404239507695e-05
Position 987: 6.021598570866656e-05
Position 541: 4.175569065772186e-05
Position 344: 7.91203807325963e-06
Position 501: 6.717508149780875e-06
Position 216: 6.693169817391691e-06
Position 302: 1.3471190964013039e-06
Position 879: 7.771974847641115e-07
