Gene = EDF1
index = 480
Annotated 5SS: [ 106 2467 2999 3381]
Annotated 3SS: [2414 2837 3286 3940]
SMsplice 5SS: [ 106 2524 2999]
SMsplice 3SS: [2414 2837 3109]
top_k =  100
Partition function (log Z): -2.324115525614538

Sorted 5' Splice Sites (High to Low Probability):
Position 2999: 0.8787253525512825
Position 106: 0.8786019346459006
Position 3381: 0.6807595920935967
Position 2697: 0.36086389431601107
Position 2471: 0.27807198079139045
Position 2270: 0.2705173801625237
Position 2524: 0.26738027888297417
Position 2467: 0.20394805739201002
Position 1047: 0.14000955518317587
Position 3178: 0.13030416764293482
Position 1054: 0.11170634515896691
Position 2958: 0.06544824874850855
Position 3130: 0.03373641485257101
Position 2936: 0.03262130781210041
Position 287: 0.024052844979509137
Position 2945: 0.017584261881951405
Position 320: 0.015207006989388424
Position 3761: 0.01240132035225141
Position 52: 0.011231626975924783
Position 784: 0.01073944909555844
Position 699: 0.010720682449250264
Position 58: 0.009980891679054861
Position 1856: 0.008817618493484437
Position 1431: 0.005055475114052304
Position 3448: 0.004294528323035803
Position 2259: 0.0033948663685477464
Position 445: 0.0029728777010076994
Position 2252: 0.002385851920603528
Position 1630: 0.0015619933544291928
Position 817: 0.0014323524752359173
Position 1305: 0.0007129499191917835
Position 1065: 0.00043882488336529545
Position 1116: 0.00041146748621177006
Position 260: 0.0003946382680976779
Position 1419: 0.0003576860778825462
Position 1051: 2.815657710132809e-06
Position 1172: 2.556025571324638e-06
Position 511: 7.846924630496204e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2414: 0.9654798118587685
Position 3109: 0.9040426999608436
Position 2837: 0.6520488418958631
Position 2790: 0.3416019962204474
Position 3612: 0.28213331159357574
Position 2146: 0.2419620791679161
Position 2563: 0.1366374324678706
Position 3241: 0.12834962838116395
Position 3789: 0.11415538614926772
Position 3524: 0.1047204494859628
Position 3286: 0.10360106841668167
Position 977: 0.09211684099802739
Position 3940: 0.08927619029841291
Position 3559: 0.08842701656282345
Position 920: 0.07897546589937353
Position 2172: 0.030054439060522964
Position 959: 0.02719912184847233
Position 3760: 0.021071932481084493
Position 885: 0.017334722322140082
Position 4067: 0.01366272153755366
Position 1774: 0.008817618493484437
Position 3190: 0.007999461298243301
Position 1250: 0.0076881044655558225
Position 2626: 0.006888628875544131
Position 3680: 0.004056157098776475
Position 2152: 0.0037262640506804594
Position 2148: 0.002541987230290055
Position 1003: 0.0021770588657139245
Position 943: 9.670760373954694e-05
Position 896: 4.180783353299073e-06
Position 1115: 2.556025571324642e-06
