Gene = SELT
index = 1244
Annotated 5SS: [  212 19208 19882 21612 23876]
Annotated 3SS: [19096 19754 21523 23721 24370]
SMsplice 5SS: [  212  1044 19208 19882 21612 23876]
SMsplice 3SS: [  938 19096 19754 21523 23721 24370]
top_k =  100
Partition function (log Z): -17.98680370547967

Sorted 5' Splice Sites (High to Low Probability):
Position 1044: 0.9823830829551774
Position 212: 0.6433338311267108
Position 399: 0.1991112368048238
Position 376: 0.05144736061106764
Position 216: 0.04809162090111097
Position 5871: 0.043944540317213884
Position 176: 0.01975556027926363
Position 2463: 0.015150397081185955
Position 673: 0.007376430136669199
Position 794: 0.006521299751615489
Position 636: 0.0063823822017233045
Position 5415: 0.0026852567804223773
Position 4333: 0.002420679610696688
Position 604: 0.0017536172175199932
Position 2591: 0.0012943635942375973

Sorted 3' Splice Sites (High to Low Probability):
Position 938: 0.6398721836625901
Position 14930: 0.4944823033369431
Position 902: 0.1544210539891362
Position 8329: 0.13080084817459636
Position 958: 0.09443568103772701
Position 12545: 0.092845043543318
Position 5966: 0.07189856321140037
Position 5785: 0.05113398311557686
Position 829: 0.03717043327271542
Position 869: 0.03193567017606476
Position 2369: 0.028737891895026884
Position 4165: 0.027070906485509506
Position 2445: 0.021261541374590777
Position 2887: 0.015607577760412406
Position 2688: 0.013172466614785088
Position 8463: 0.010931984563581059
Position 5183: 0.00976924571873825
Position 7571: 0.00916991787155051
Position 955: 0.008911574545495102
Position 8424: 0.008776258086169914
Position 3921: 0.007137373169891045
Position 7372: 0.00668844165909982
Position 7888: 0.0063394840246987095
Position 3331: 0.0062317642109935584
Position 7404: 0.006137252219256782
Position 4242: 0.005276756115180011
Position 7594: 0.005271635509440746
Position 4190: 0.004177763207954296
Position 1157: 0.003856828186044517
Position 6664: 0.0037601735044350557
Position 6082: 0.003437276875747594
Position 2262: 0.002337225544851895
Position 2222: 0.002058089190303476
Position 1142: 0.0020015660013578936
Position 1500: 0.0019618092263191996
Position 4749: 0.0018631495794911859
Position 1117: 0.0016988605583983759
Position 3065: 0.0016503753171422742
Position 1311: 0.0014252922028246428
Position 430: 0.0011675777160707647
Position 2495: 0.001162282960408296
Position 5231: 0.0006863394688192431
Position 1467: 0.0006531971520509297
Position 1873: 0.0005631018107116354
Position 2070: 0.0004990010729808857
Position 2227: 0.0004686616066722015
Position 1260: 0.00043598625802988036
Position 1332: 0.00029329909871425407
Position 1016: 4.988400424540492e-06
Position 666: 9.79085195666756e-07
