Gene = WASH1
index = 1556
Annotated 5SS: [  138  4889 11359 11712 12021 12396 12775 13022 13831 14659]
Annotated 3SS: [ 4734 11246 11564 11883 12259 12572 12862 13677 14589 14798]
SMsplice 5SS: [  138  4889 11126 11712 12396 12771 13022 13831 14659]
SMsplice 3SS: [ 4734 11071 11564 12259 12572 12862 13734 14589 14798]
top_k =  100
Partition function (log Z): 11.032184875467793

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 1.0000000000000027
Position 13022: 0.9996856439842655
Position 4889: 0.9900629811369959
Position 13831: 0.9673221560551095
Position 12396: 0.8594592448666253
Position 12771: 0.7600362142839177
Position 138: 0.7237041862225779
Position 14659: 0.6757079150882432
Position 11126: 0.6646455199748894
Position 11359: 0.22483682171542196
Position 14129: 0.1856935266324884
Position 8667: 0.17957195490886085
Position 12775: 0.1681376471107523
Position 4409: 0.16613408873275715
Position 12101: 0.14243806613486287
Position 428: 0.14217361256266373
Position 7199: 0.12250013822554422
Position 133: 0.08640083200202243
Position 12426: 0.07762885253222694
Position 12753: 0.05637669601374308
Position 122: 0.04754806312400215
Position 12021: 0.03543045462231221
Position 1465: 0.034551456775882936
Position 11130: 0.02026069190851421
Position 1550: 0.01904625423183552
Position 11196: 0.018736905807664052
Position 4431: 0.018289520470541824
Position 5636: 0.017313335669188912
Position 14608: 0.014364129302535054
Position 11907: 0.012344738266561194
Position 14699: 0.011620179129256376
Position 14440: 0.010590235268047341
Position 14447: 0.010464956659241933
Position 4866: 0.009932460045188756
Position 12047: 0.005446668694032299
Position 5672: 0.005242928635453578
Position 13993: 0.004999065898530461
Position 11911: 0.004957383341718323
Position 5560: 0.0048126345174705
Position 12612: 0.002645046767084695
Position 14221: 0.0023587243556759847
Position 5357: 0.001887529526736181
Position 14403: 0.0014321154724517174
Position 12416: 0.0012555855384562987
Position 5595: 0.001140761214486411
Position 6249: 0.0010585554392856349
Position 5600: 0.001053958191326739
Position 13539: 0.00029180925439238354
Position 13090: 0.0002876245885896183
Position 13441: 0.00018067782738948968
Position 359: 0.00017330608873594567
Position 12269: 0.00013393919635722854
Position 13231: 0.00010483515201479516
Position 4386: 9.870038905000989e-05
Position 13086: 2.1639275024241263e-05
Position 12405: 1.5983786779885917e-05
Position 13579: 1.8398209175622636e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11564: 0.9997965390834477
Position 12259: 0.9382005679240009
Position 14589: 0.9215856695503758
Position 12862: 0.8881585049332829
Position 13734: 0.7867402423658362
Position 4734: 0.7404294041772661
Position 11071: 0.7378035772356331
Position 12572: 0.6595839663068349
Position 14798: 0.5167006145196439
Position 12532: 0.327611637868663
Position 4773: 0.23730093506139135
Position 13958: 0.22777100993054683
Position 11246: 0.1906763621708566
Position 8603: 0.1795719549088606
Position 13677: 0.17177157702821322
Position 11883: 0.1540997606997478
Position 7020: 0.12250013822554431
Position 4273: 0.10732833572164266
Position 12916: 0.09767864558790217
Position 14890: 0.08311269932464747
Position 4343: 0.05551873135324609
Position 11800: 0.03798510370407654
Position 14959: 0.03299431293344002
Position 5471: 0.02951333825111887
Position 1369: 0.027877552440892076
Position 14734: 0.027752552923596154
Position 14317: 0.025830410075991486
Position 4802: 0.021914455182943406
Position 4103: 0.021675242517460173
Position 14784: 0.01902144538634058
Position 13938: 0.017027881494908075
Position 1496: 0.016467781900877273
Position 14861: 0.015057405311443601
Position 12839: 0.014123305224618417
Position 14568: 0.012391669340561635
Position 14893: 0.009861857355417064
Position 13317: 0.008557271167280094
Position 14995: 0.008072097911623721
Position 1246: 0.005528375230935846
Position 11889: 0.0045625817489299905
Position 11969: 0.003969864906732606
Position 1291: 0.0037240014350132856
Position 5186: 0.0018458007699308668
Position 6153: 0.001058555439285635
Position 13210: 0.0008074966043862492
Position 4497: 0.00029446820892301245
Position 12370: 0.0002930379964454357
Position 11636: 0.0002034609165540168
Position 14064: 5.1221747935991695e-05
Position 5446: 5.027997680728162e-05
Position 5208: 4.1728756805315774e-05
Position 4539: 3.5086174570321194e-05
Position 12973: 3.445210207685558e-05
Position 13128: 2.473094410796884e-05
Position 4542: 2.1092377090791722e-05
