Gene = BNIP1
index = 137
Annotated 5SS: [  115  2444  9899 14331 15537]
Annotated 3SS: [ 2350  9806 14228 15417 19209]
SMsplice 5SS: [  115  9899 15537]
SMsplice 3SS: [ 9806 15417 19209]
top_k =  100
Partition function (log Z): -5.440668090573264

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9906998695629518
Position 115: 0.9773701010763394
Position 15537: 0.9285403232598914
Position 2444: 0.2791716337914041
Position 10691: 0.27902593591000635
Position 7180: 0.2746724925253115
Position 17896: 0.22919601329230416
Position 17631: 0.11280702405996694
Position 16520: 0.07560301548653776
Position 11584: 0.06278652284031072
Position 10579: 0.048717818840581184
Position 97: 0.022629860262983748
Position 15503: 0.019591957458319494
Position 10560: 0.010855860311495677
Position 1681: 8.943162523507995e-06
Position 2072: 5.176772348319639e-06
Position 494: 2.8838209297287145e-06
Position 2213: 7.206344909378881e-07
Position 650: 2.4260507220410666e-07
Position 1737: 2.1922429301405676e-07
Position 631: 1.7853469495606195e-07
Position 668: 1.742105207976407e-07
Position 1824: 1.3524994475116963e-07
Position 1903: 1.3259880107756e-07
Position 1991: 1.2897519601208176e-07
Position 170: 1.6949116943868046e-08
Position 174: 1.2813960128042302e-08
Position 65: 4.487799157239502e-09
Position 280: 2.285715760487078e-09
Position 55: 9.716762033926028e-10
Position 309: 8.340053778345616e-10
Position 242: 2.799466516673834e-10
Position 258: 1.9061477073679025e-11
Position 272: 1.1468358315498955e-11
Position 269: 7.888934897641332e-12
Position 410: 4.079542078733603e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9806: 0.9906998695629514
Position 15417: 0.9584689397719879
Position 19209: 0.8751658455805232
Position 17796: 0.32455693958001697
Position 10495: 0.3058086211327712
Position 7104: 0.2746724925253115
Position 2350: 0.1444282163736289
Position 2210: 0.13475647093169657
Position 17557: 0.11280702405996694
Position 16378: 0.0790979470507156
Position 11451: 0.06278652284031072
Position 10513: 0.033139037392313164
Position 15739: 0.009407469262214483
Position 15764: 0.002994963727154736
Position 17832: 0.001556202883273452
Position 15628: 0.0012691734499111307
Position 6728: 3.775405137157492e-05
Position 404: 5.887334254367009e-06
Position 1799: 5.36496487707419e-06
Position 1629: 5.193299521872366e-06
Position 2590: 4.950561889641889e-06
Position 1736: 3.360296100820805e-06
Position 1632: 2.4158225268383394e-06
Position 221: 2.015191950772679e-06
Position 1532: 9.669394709740231e-07
Position 333: 9.372096879554769e-07
Position 1949: 8.726407182247947e-07
Position 1587: 5.737104011882137e-07
Position 907: 5.521443161757907e-07
Position 2133: 2.7014204437952784e-07
Position 364: 1.7201444354880904e-07
Position 535: 1.49242013954845e-07
Position 484: 1.0982297876497336e-07
Position 2093: 1.0832576376308765e-07
Position 1406: 1.2614895649124753e-08
Position 552: 6.739213375712119e-10
