Gene = COX17
index = 399
Annotated 5SS: [ 200 2259]
Annotated 3SS: [2169 7737]
SMsplice 5SS: [ 673 2259]
SMsplice 3SS: [2169 7737]
top_k =  100
Partition function (log Z): -11.580615373850144

Sorted 5' Splice Sites (High to Low Probability):
Position 2259: 0.8804570227582825
Position 673: 0.7446948332228004
Position 200: 0.268654726569751
Position 2039: 0.19471605787415083
Position 1155: 0.17052211226491504
Position 261: 0.14250297964487407
Position 7841: 0.11473890621720467
Position 2731: 0.010151237500411416
Position 2332: 0.009902845265985408
Position 204: 0.008697222984396527
Position 100: 0.00714651127294812
Position 721: 0.006941872383407649
Position 542: 0.0025925826017492927
Position 581: 0.002051326073728515
Position 713: 0.0013536929165445938
Position 433: 0.0011166984923175005
Position 861: 0.00046546288019574174
Position 251: 0.00034379193074711813
Position 61: 0.0001195838960339296
Position 13: 9.386102833381044e-05
Position 1179: 5.242458505314782e-05
Position 1219: 5.18656975192556e-05
Position 105: 4.019050481698955e-05
Position 33: 1.9850329495059283e-05
Position 197: 9.640172284280515e-06
Position 551: 1.381082597954371e-06
Position 670: 6.608459011405024e-07
Position 131: 1.1299015885590688e-08
Position 363: 4.472661122206447e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2169: 0.6316086394403083
Position 7737: 0.31696929555141085
Position 2614: 0.3157119351436051
Position 2144: 0.2623667024195267
Position 7933: 0.1751787233716825
Position 472: 0.17060975076234147
Position 1008: 0.13956279398237445
Position 1952: 0.10348420799398886
Position 6476: 0.0763500533607887
Position 1854: 0.04425921695037142
Position 3719: 0.0438005190097285
Position 3177: 0.04331727026055389
Position 436: 0.03858287373446424
Position 1887: 0.030212508503666236
Position 5182: 0.0250863755303034
Position 5463: 0.023888736124974788
Position 1994: 0.02339441725132326
Position 5704: 0.0210794985517389
Position 921: 0.019106642513336894
Position 783: 0.016672195369663682
Position 2610: 0.016277761912853603
Position 2774: 0.00884390893638675
Position 3098: 0.006367987900822507
Position 3138: 0.0063631994894537275
Position 1090: 0.0030793724746834435
Position 2634: 0.002022656350472113
Position 2296: 0.0017488938124106527
Position 751: 0.0012851969299883241
Position 477: 7.105637176230516e-05
Position 624: 6.831902817822171e-05
Position 569: 5.755734931901677e-05
Position 580: 8.13001559199621e-06
Position 594: 1.482881715049834e-06
Position 588: 1.4774883341451248e-06
