Gene = DNTTIP2
index = 460
Annotated 5SS: [ 130 2939 3562 6088 7135 8524]
Annotated 3SS: [1343 3422 5991 6969 8413 9261]
SMsplice 5SS: [ 130 2939 3562 6088 7135 8524]
SMsplice 3SS: [2790 3422 5991 6969 8413 9261]
top_k =  100
Partition function (log Z): 4.960136267857134

Sorted 5' Splice Sites (High to Low Probability):
Position 6088: 1.0000000000000016
Position 8524: 0.9973510546474933
Position 7135: 0.9703625230358442
Position 130: 0.7418328048317017
Position 659: 0.4985223265583998
Position 1587: 0.4085995154454463
Position 1717: 0.1613803599631589
Position 3980: 0.13270401985624525
Position 8306: 0.10622366656582559
Position 1028: 0.06774745318018277
Position 8073: 0.04863907270169882
Position 846: 0.03621230887711624
Position 1162: 0.032645957378545275
Position 214: 0.030761291761225818
Position 649: 0.019693671810535586
Position 9148: 0.013613453057358246
Position 9614: 0.011532397061498554
Position 6439: 0.010904782204019636
Position 1241: 0.007086633338941864
Position 744: 0.006194437182212936
Position 8785: 0.005295613073155468
Position 857: 0.004589369205428676
Position 426: 0.002268692229708132
Position 207: 0.0022266501832828166
Position 347: 0.002115341768858356
Position 748: 0.0015683636465344923
Position 9325: 0.00039826205483230355
Position 10117: 0.00011998800637201078
Position 202: 3.1143491484633695e-05
Position 653: 2.4184056515676613e-05
Position 571: 3.8250445516143676e-06
Position 9493: 1.0028417882233178e-06
Position 438: 9.568518230960866e-08
Position 586: 9.483887343692647e-08
Position 61: 8.886021161062874e-09
Position 105: 3.978337168917718e-09
Position 260: 1.8482719175470508e-09
Position 116: 1.5955885559007792e-09
Position 297: 1.200099034187058e-09
Position 29: 5.070988914488358e-12
Position 35: 2.724560136035823e-12
Position 64: 2.4635470350476977e-12
Position 38: 1.3514609895474905e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5991: 1.0000000000000016
Position 9261: 0.9948364354676984
Position 6969: 0.835541177822162
Position 8413: 0.7401421180452494
Position 1343: 0.5617159148051204
Position 8438: 0.22175199886419528
Position 3843: 0.1327040198562453
Position 8160: 0.12016523076428984
Position 743: 0.1191015379834586
Position 613: 0.10880190076034806
Position 6933: 0.10148843436079288
Position 540: 0.07520786874283393
Position 581: 0.07486025398457699
Position 6904: 0.033110047709048726
Position 387: 0.03192136578581326
Position 929: 0.027439891042110635
Position 7871: 0.022937420737771923
Position 8346: 0.021217268389524303
Position 7798: 0.019159293015254562
Position 9126: 0.010058799574791277
Position 8731: 0.00887329160247628
Position 1626: 0.008263960603485334
Position 7992: 0.006542358948672335
Position 6279: 0.0059929881285468055
Position 472: 0.005505604248944574
Position 6361: 0.004911794075472831
Position 9783: 0.004734431020366384
Position 323: 0.004496367926682486
Position 10465: 0.0024909364661656547
Position 8997: 0.0020919284964208704
Position 10752: 0.0018108676158127101
Position 788: 0.0017384885578988671
Position 11628: 0.0017227887993627967
Position 9473: 0.0015250479994907556
Position 509: 0.00143981767609791
Position 517: 0.0013309920400921289
Position 11135: 0.0012475257349810597
Position 547: 0.0008982765118409513
Position 8672: 0.000471190741757457
Position 11246: 0.0004522907009655782
Position 8184: 0.00029810515006012514
Position 10225: 0.0002961595476395621
Position 10168: 0.00028399748492177447
Position 6701: 0.0002228631438407979
Position 390: 0.00017388577053373402
Position 590: 0.00015501467474128905
Position 268: 0.00013545821995613079
Position 462: 9.841851120225505e-05
Position 433: 9.18456349141005e-05
Position 621: 5.879688213299254e-05
Position 10044: 3.98042100853744e-05
Position 658: 3.233062111469972e-05
Position 9950: 2.522063206999351e-05
Position 302: 1.38507332162909e-05
Position 231: 1.3078974986304713e-05
Position 334: 9.617305712413143e-06
