Gene = SPATA31D4
index = 1303
Annotated 5SS: [ 186  988 1647]
Annotated 3SS: [ 941 1585 1940]
SMsplice 5SS: [ 186 1647 1841]
SMsplice 3SS: [1585 1731 1940]
top_k =  100
Partition function (log Z): -6.872734859157201

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9600534998921977
Position 1841: 0.8380474658567192
Position 1647: 0.7120095368446555
Position 2032: 0.5084887934772963
Position 988: 0.2645500012048273
Position 458: 0.21311791666251212
Position 1336: 0.05400312463751065
Position 1860: 0.025534280589007637
Position 440: 0.006348605193929842
Position 268: 0.00577180777553429
Position 903: 0.004140773373952774
Position 97: 0.003898876190418327
Position 196: 0.0029841478039932777
Position 135: 0.0004180490491240046
Position 586: 0.00025188879044074587
Position 200: 0.00021281239409019133
Position 101: 9.84159682162221e-05
Position 119: 8.982632644742814e-06
Position 107: 5.311551246038847e-06
Position 272: 3.6722202131524207e-06
Position 263: 3.019438745703586e-06
Position 64: 8.994076646662383e-08
Position 230: 3.218822380120454e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1585: 0.7785266211080067
Position 1731: 0.7282573268231236
Position 1940: 0.7165367393365226
Position 2125: 0.29138704058081144
Position 337: 0.20364482219621036
Position 941: 0.2017077368221767
Position 1964: 0.1073641059367102
Position 6009: 0.09952420095736302
Position 1519: 0.06955641748371932
Position 2861: 0.06683484601082322
Position 2364: 0.041882327488565116
Position 4948: 0.03688409302982541
Position 831: 0.03563691639028481
Position 1068: 0.028561617795331708
Position 6265: 0.0259724276860912
Position 5540: 0.020936967844570352
Position 5388: 0.016038152933234278
Position 1491: 0.013972768714603819
Position 2170: 0.012030104187077971
Position 2629: 0.011764176353221143
Position 384: 0.009519169670405512
Position 4741: 0.009149895934546251
Position 2017: 0.008888896340132763
Position 2042: 0.0068981915538443
Position 3461: 0.0064173370548341446
Position 762: 0.005521995579552778
Position 1045: 0.00513107924295629
Position 662: 0.00496920427140197
Position 1271: 0.004916305246809216
Position 754: 0.004792468463847487
Position 737: 0.004758283324235767
Position 1507: 0.00443182855983142
Position 2701: 0.004147870213522133
Position 947: 0.0038129224007170132
Position 1156: 0.003141237034540334
Position 890: 0.0019519086039434708
Position 1899: 0.0018763080623450373
Position 263: 0.0011367278807119627
Position 272: 0.0006248957877870361
Position 290: 0.0005747767256417982
Position 683: 8.599692680224485e-05
Position 457: 4.909705193722381e-05
Position 352: 3.5482656629414325e-05
Position 740: 2.810038666515239e-05
Position 346: 2.7418447951668662e-05
Position 277: 1.600538786525906e-05
Position 391: 1.5018934112098869e-05
Position 653: 1.3272254424870296e-05
