Gene = ATP5F1
index = 111
Annotated 5SS: [  646   938  5421  7314  7820 10701]
Annotated 3SS: [  900  5274  7149  7693 10520 11980]
SMsplice 5SS: [  646  5421  7314 10701]
SMsplice 3SS: [ 5306  7149 10520 11980]
top_k =  100
Partition function (log Z): -4.083193199572456

Sorted 5' Splice Sites (High to Low Probability):
Position 7314: 0.999091329623052
Position 5421: 0.9806794566751061
Position 10701: 0.831773543134756
Position 646: 0.7438249050619725
Position 938: 0.41425113405479763
Position 7820: 0.4020641473942308
Position 9241: 0.1492675857714354
Position 6074: 0.10110544494825446
Position 126: 0.08380744440207188
Position 6086: 0.042900139882496656
Position 11750: 0.03285877555767354
Position 12055: 0.03214487409551094
Position 51: 0.023360339698188192
Position 14: 0.023094540661345458
Position 12061: 0.022451228191607754
Position 84: 0.019235398342348546
Position 10774: 0.017015722585621087
Position 308: 0.012013983075817126
Position 6108: 0.006009850312540301
Position 807: 0.0046711746458216455
Position 756: 0.003421522244755623
Position 653: 0.0008012593940205445
Position 215: 0.0007467365637866527
Position 519: 0.0006164408687072984
Position 311: 0.0004892290162122534
Position 5812: 0.00048064382202927115
Position 621: 0.0002170055850492424
Position 480: 0.00010983270733411375
Position 839: 7.858539600572911e-05
Position 241: 7.420272348281557e-05
Position 5445: 1.98641083232811e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5306: 0.9262670309852179
Position 7149: 0.9248040431208165
Position 11980: 0.8886563879834186
Position 10520: 0.46254195035000456
Position 10619: 0.38416648266413395
Position 7693: 0.21945629779175888
Position 900: 0.1743239285821207
Position 549: 0.1398476689936659
Position 13564: 0.13004095461592077
Position 9105: 0.1001692132649565
Position 5907: 0.08534245303988697
Position 7712: 0.08029793977781048
Position 7107: 0.07337094541035653
Position 7554: 0.07034203599526366
Position 9079: 0.05009860418847948
Position 5274: 0.04842947038470666
Position 11659: 0.03678323208734473
Position 5929: 0.035016699873034504
Position 7747: 0.03235032931969345
Position 5960: 0.029484927652618235
Position 11949: 0.015206598275263437
Position 475: 0.009209413577746661
Position 11460: 0.007924969678375332
Position 10383: 0.006638823100691974
Position 5107: 0.005984941716013777
Position 570: 0.003927806391925508
Position 914: 0.003007239815567486
Position 10942: 0.0017732799407019525
Position 7290: 0.0017433345448714859
Position 5545: 0.00056232074598561
Position 7604: 0.00022010732006843376
Position 5926: 0.0001713545777517006
Position 642: 0.0001684059674031505
Position 258: 0.0001468188930055889
Position 420: 0.00010777807427463597
Position 678: 2.7277322927463334e-05
Position 480: 1.9678030210856776e-05
Position 297: 1.208622581914905e-05
Position 342: 1.0742721369507056e-05
Position 209: 4.889845679279931e-06
