Gene = ZC3HAV1L
index = 1594
Annotated 5SS: [ 377 1487 7328 9322]
Annotated 3SS: [1350 7068 9195 9468]
SMsplice 5SS: [ 377 1111 1487 7415 9322]
SMsplice 3SS: [ 979 1350 7275 9195 9468]
top_k =  100
Partition function (log Z): 0.9256255606821626

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.9998777282153023
Position 9322: 0.9502943750640496
Position 7415: 0.8772370385015885
Position 377: 0.8743285970053971
Position 1111: 0.7827224717011914
Position 658: 0.30996607639138785
Position 714: 0.24583565108902852
Position 879: 0.13161034248194947
Position 7989: 0.11640267748151274
Position 697: 0.05988228154533518
Position 7395: 0.05684952061419207
Position 225: 0.045322192180180416
Position 9338: 0.02958561260338655
Position 171: 0.026188893019394324
Position 1071: 0.009867127969212302
Position 8979: 0.00869015020317703
Position 48: 0.007754624880407601
Position 7328: 0.006579920438017976
Position 2485: 0.006246034443499429
Position 571: 0.0047333691294683036
Position 811: 0.0045937673512728774
Position 2637: 0.00433691748003447
Position 2084: 0.002378796884913523
Position 9652: 0.002233037411044454
Position 3312: 0.0018335443641485233
Position 10020: 0.001092620623559169
Position 356: 0.0009389125331341591
Position 404: 0.0004917599509708687
Position 273: 0.00038053486621378253
Position 53: 0.00024599379361812745
Position 129: 0.00010200748164268356
Position 232: 9.484048542251442e-05
Position 1926: 4.2135019928603786e-05
Position 2027: 3.793737656702374e-05
Position 99: 3.570229162807465e-05
Position 107: 2.1881059215006345e-05
Position 255: 4.733931397515003e-06
Position 27: 1.1665374724722643e-07
Position 154: 1.0228076018415996e-07
Position 29: 2.6675621804996477e-09
Position 74: 3.311873538718672e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9195: 0.9999994111044991
Position 7275: 0.8817218325056824
Position 1350: 0.7972761027537565
Position 979: 0.7115379531599126
Position 9468: 0.4212234101253173
Position 514: 0.30297204386523285
Position 9434: 0.2754536984176615
Position 550: 0.2607651868972215
Position 9921: 0.16635182878885846
Position 1399: 0.1571180337162528
Position 547: 0.13723676038202323
Position 7663: 0.1164026774815128
Position 7068: 0.05894464704811611
Position 9899: 0.04781183959750856
Position 1048: 0.04580880800992514
Position 1204: 0.045413511985611714
Position 9885: 0.0378981790184034
Position 825: 0.01707081561436282
Position 938: 0.015822902822663177
Position 2350: 0.010582951923533911
Position 8946: 0.00869015020317703
Position 9835: 0.008143706346774965
Position 10260: 0.005545834065668754
Position 764: 0.004969792659259584
Position 10063: 0.004820956224053867
Position 1065: 0.00423510906660409
Position 10221: 0.0031785109578575613
Position 9957: 0.0029343828068154687
Position 10089: 0.0027369777438776425
Position 9644: 0.0026248290801369678
Position 1892: 0.002288026458992721
Position 906: 0.0020988549939165626
Position 3189: 0.0018335443641485233
Position 9595: 0.0017561290460494953
Position 9855: 0.0011096850224286494
Position 9664: 0.0009528531738741409
Position 585: 0.0008802942632835248
Position 804: 0.0008687613790248255
Position 607: 0.000766224821479316
Position 9482: 0.0006634141822543267
Position 1950: 0.0001352673724878397
Position 1105: 3.746418106167246e-05
Position 1664: 3.557544992859005e-05
Position 296: 3.436556873480792e-05
Position 1462: 3.4162187845064e-05
Position 1214: 2.6454910408361127e-05
Position 167: 1.4820880747040556e-05
Position 1484: 9.462661428067316e-06
Position 311: 1.8245052724382202e-06
