Gene = HAUS6
index = 638
Annotated 5SS: [  596  6446  8803  9949 13708 16029 16386 20247 22641 24944 26518 32901
 39606 40112 43032 45159]
Annotated 3SS: [ 6349  8723  9815 13559 15962 16336 20075 22446 24816 26414 32818 39538
 39925 42895 44117 46714]
SMsplice 5SS: [   79   596  5084  6446  8803  9949 13708 16029 20247 32901 43032]
SMsplice 3SS: [  447  4968  6349  8723  9815 13580 15962 20075 32818 42895 46971]
top_k =  100
Partition function (log Z): -5.775541209119277

Sorted 5' Splice Sites (High to Low Probability):
Position 8803: 0.998176068496408
Position 596: 0.9897371804362193
Position 20247: 0.9893154074563125
Position 79: 0.981287361337028
Position 9949: 0.9360282818420049
Position 13708: 0.8826601033744008
Position 16029: 0.8762379505654659
Position 6446: 0.702734928989242
Position 16386: 0.557469682301762
Position 5084: 0.5102905738659801
Position 22641: 0.3018014371301255
Position 9511: 0.2993097989569893
Position 5950: 0.23042981002303656
Position 5466: 0.20832620694187937
Position 5050: 0.20385865414059828
Position 1754: 0.06842000423566731
Position 10045: 0.06397171815799138
Position 24944: 0.05244641844916892
Position 5471: 0.049315105167413845
Position 7300: 0.042638851759996155
Position 2254: 0.034069602728038516
Position 5072: 0.029895622622961842
Position 234: 0.01683667294705473
Position 9328: 0.016516307585610325
Position 6897: 0.010348767407418634
Position 2883: 0.008631714967083483
Position 15053: 0.0052453423397958955
Position 15979: 0.004499416214771945
Position 8877: 0.0018239315035877234
Position 37: 0.001143445109160777
Position 5566: 0.0006606767841302129
Position 515: 0.0002966455377373934
Position 300: 0.0002444030206787172
Position 228: 0.0001385307223350679
Position 83: 0.00010719929804765934
Position 303: 7.727190073389021e-05
Position 277: 3.6705399452794215e-05
Position 1861: 3.555920153133202e-05
Position 57: 3.3522166420393086e-05
Position 91: 2.434163605382087e-05
Position 241: 2.2898227441021573e-05
Position 388: 2.10184459084164e-05
Position 676: 1.1494848220240879e-05
Position 261: 9.492344046533479e-06
Position 983: 6.2649459101331e-06
Position 575: 5.624035770032007e-06
Position 888: 5.58461019564511e-06
Position 167: 4.100207269271761e-06
Position 350: 2.1945585380814216e-10
Position 258: 1.9210328446370584e-10
Position 238: 1.8237626636262365e-10
Position 335: 1.2535709721956288e-10
Position 154: 1.0927925498138646e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9815: 0.9999999999999958
Position 8723: 0.9998648367087593
Position 447: 0.9799809728790482
Position 20075: 0.9778804688004611
Position 15962: 0.8908630034861214
Position 13580: 0.7665019013323287
Position 4968: 0.7438310675780573
Position 6349: 0.68038153120807
Position 16336: 0.32235448208284223
Position 25591: 0.23436406811592642
Position 5803: 0.2304298100230364
Position 22947: 0.22480294412925797
Position 22548: 0.21206597608682218
Position 9257: 0.1860993051779895
Position 5373: 0.18266644778922833
Position 23957: 0.11464470570253989
Position 24349: 0.10019483845565359
Position 13559: 0.09906109881555415
Position 16317: 0.09899215429771775
Position 20330: 0.09408349606433096
Position 24816: 0.07941915178361524
Position 20374: 0.0784052946894162
Position 16261: 0.07679297498550901
Position 5353: 0.07563554110419521
Position 1633: 0.06646246198364134
Position 22495: 0.06205535146763519
Position 16212: 0.04920443422980948
Position 9277: 0.047833218307505435
Position 22446: 0.04733695002673832
Position 9327: 0.0443792573628797
Position 7147: 0.042638851759996155
Position 2192: 0.03406960272803845
Position 6103: 0.022353397781172096
Position 20035: 0.02211953119954046
Position 25027: 0.021650885405719283
Position 9414: 0.02061390819047109
Position 23982: 0.018332687521123162
Position 20370: 0.018066249405521692
Position 13436: 0.01709710322651686
Position 20395: 0.016207448305941785
Position 25007: 0.01337622287472771
Position 6557: 0.01034876740741865
Position 9253: 0.010321173595004764
Position 524: 0.009941492883947092
Position 21128: 0.0085569930006354
Position 14706: 0.005245342339795893
Position 9417: 0.004520025648090423
Position 2780: 0.0044369969076287616
Position 2670: 0.002616296816604535
Position 9151: 0.002059218260658611
Position 2758: 0.001578421242850189
Position 1655: 0.0012731491493220314
Position 1629: 0.0007199523042352656
Position 4845: 0.0002137830514830171
Position 8345: 0.00013516329123786723
Position 500: 8.487147516479603e-05
Position 503: 1.9314577112002604e-05
Position 466: 1.4233793588120806e-05
Position 220: 4.654300549444015e-06
Position 497: 4.218094846668301e-06
