Gene = KNCN
index = 751
Annotated 5SS: [ 151 2023]
Annotated 3SS: [1947 3405]
SMsplice 5SS: [ 151  981 1282 2023]
SMsplice 3SS: [ 829 1212 1974 3405]
top_k =  100
Partition function (log Z): -1.1451886309689316

Sorted 5' Splice Sites (High to Low Probability):
Position 2023: 0.9525165232953237
Position 1282: 0.7640710151246967
Position 151: 0.7309837602235147
Position 981: 0.6207119881682193
Position 96: 0.24259930870072274
Position 1486: 0.19226868882168785
Position 491: 0.040783308868141924
Position 736: 0.040061248509098785
Position 830: 0.035022823248493026
Position 3429: 0.029990657309656454
Position 2456: 0.020585853018536954
Position 2801: 0.015012380392470152
Position 2788: 0.0026920300635923725
Position 967: 0.0017497127951795486
Position 279: 0.0011795773266572785
Position 836: 0.000930666597736938
Position 194: 0.0008140993769870696
Position 216: 0.0007628447274564503
Position 124: 0.0006584467289700942
Position 752: 0.0002774640832519299
Position 281: 1.4126163342118241e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3405: 0.8613603625476497
Position 1212: 0.7142426630807643
Position 829: 0.5879245742859759
Position 1974: 0.4258228497934851
Position 1947: 0.3227549971100508
Position 1440: 0.17555294609042982
Position 1764: 0.13422605094033996
Position 2617: 0.07156607926220705
Position 1795: 0.052567655933473276
Position 3287: 0.04216353454143763
Position 634: 0.0368376952619571
Position 694: 0.03428087674198889
Position 1190: 0.033510338065094694
Position 3547: 0.02940413532552031
Position 583: 0.021568984834407025
Position 2666: 0.01866939216707753
Position 2292: 0.018312053920817535
Position 1138: 0.015793438789868292
Position 343: 0.013438696338287594
Position 763: 0.01122226906322608
Position 1980: 0.010880558578682073
Position 1157: 0.010053648051137176
Position 2477: 0.008413715894550693
Position 1619: 0.006434038085366756
Position 413: 0.0047011968770308875
Position 1307: 0.004312051746565201
Position 3408: 0.003889095961545723
Position 3563: 0.003778984736517958
Position 1173: 0.0033082832168027715
Position 961: 0.00312433490319062
Position 2393: 0.0027119041062211914
Position 3774: 0.0014690053286387896
Position 3308: 0.0013815425806821568
Position 2101: 0.001210154713466138
Position 586: 0.001144566570917612
Position 349: 0.0008114629165320015
Position 3725: 0.0007010047725319798
Position 1077: 0.0006647287262417793
Position 1244: 0.000630388807375102
Position 893: 0.0005711628411065385
Position 1039: 0.00030705870140592436
Position 249: 0.0002844005751794192
Position 1055: 0.000244424038507622
Position 1670: 0.00023958459762028818
Position 1018: 0.00020655166765862695
Position 426: 0.00018271217640280864
Position 455: 0.00015143045613334795
Position 308: 0.00014931433063645455
Position 473: 0.00014061330514171134
Position 215: 0.00012104010240880333
Position 420: 9.981484257155412e-05
Position 300: 8.020808762062079e-05
Position 256: 2.455249854343453e-05
Position 1281: 2.263879836956073e-05
Position 1656: 1.2658397768627274e-05
Position 735: 1.7552492756236196e-06
Position 246: 1.4887062860163829e-06
Position 203: 1.4571267546921257e-06
Position 224: 1.0485341452520428e-06
Position 272: 9.041112148830844e-07
Position 289: 8.246535341633919e-07
Position 230: 3.007464050268098e-07
Position 158: 2.550166565232963e-07
Position 276: 6.331433311291002e-08
