Gene = BCAS2
index = 128
Annotated 5SS: [  141   341  4952  6050 10940 11648]
Annotated 3SS: [  247  4880  5887 10888 11566 13382]
SMsplice 5SS: [  141   341  4952 10940 11648]
SMsplice 3SS: [  247  4880 10888 11566 13382]
top_k =  100
Partition function (log Z): 6.203242523067569

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9951234052616339
Position 4952: 0.9890890907757368
Position 341: 0.9815468083342238
Position 10940: 0.8311838295446237
Position 11648: 0.7981909036425554
Position 6050: 0.46658154632808463
Position 13526: 0.12610046192898317
Position 12060: 0.12286782789215836
Position 4771: 0.06028671750605112
Position 9867: 0.05837176286353227
Position 8205: 0.05412962666521841
Position 5503: 0.03217147125001699
Position 11746: 0.031973944185225096
Position 2624: 0.0283673234259294
Position 8252: 0.022959555104791057
Position 345: 0.01840790414852729
Position 6025: 0.016892360590254094
Position 2861: 0.01682784094825266
Position 4401: 0.016611365203946717
Position 6039: 0.015473451027777465
Position 4698: 0.011714088691838313
Position 5263: 0.004337928821272222
Position 5525: 0.0026524907353929444
Position 61: 0.002430117342706534
Position 12626: 0.0015128292849513824
Position 5519: 0.0010634892825201795
Position 112: 0.0008368050071764432
Position 145: 0.0005974803865817121
Position 127: 0.0005257950118549407
Position 78: 0.0002487427174101158
Position 39: 0.00010412911274485095
Position 152: 6.186920717354718e-05
Position 362: 4.528751724759275e-05
Position 129: 4.362811065878967e-05
Position 160: 1.7140405391679337e-05
Position 84: 4.199642209489903e-06
Position 187: 2.7971786132897923e-06
Position 98: 1.8192526101918927e-06
Position 66: 1.704209683929991e-06
Position 154: 2.1158304050149852e-07
Position 81: 1.0193130066741145e-07
Position 3: 5.363920496753674e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 247: 0.9991577731818229
Position 10888: 0.8399073871628046
Position 11566: 0.8214695446878818
Position 13382: 0.7914798409674618
Position 4880: 0.7554274646303378
Position 5887: 0.5021477578545539
Position 11803: 0.2743771573711512
Position 4835: 0.15182202461796676
Position 4730: 0.07428639584673642
Position 8140: 0.0683355254519199
Position 13775: 0.047515250829974896
Position 4565: 0.04277091510151462
Position 14032: 0.0373238166337554
Position 4853: 0.03678309677707116
Position 5289: 0.026724967212359084
Position 2376: 0.025446907094665055
Position 9728: 0.02474567348829048
Position 9722: 0.021023950495687123
Position 11520: 0.020990614042187248
Position 13815: 0.02079849365400288
Position 13434: 0.02031010839477493
Position 2752: 0.016827840948252674
Position 13678: 0.014572931884153734
Position 4321: 0.014029088502048278
Position 9835: 0.012602138879554659
Position 12533: 0.0095794885014946
Position 7788: 0.0064857517394303526
Position 5085: 0.006273553941256323
Position 5245: 0.006152959152278357
Position 13846: 0.005889968927096262
Position 11745: 0.0039638816063723836
Position 3887: 0.0025822767018984388
Position 7765: 0.0022679045786592406
Position 2527: 0.0014754864628640397
Position 2530: 0.000903951912593512
Position 5047: 0.0008895480454589984
Position 254: 0.0008422268181730872
Position 2372: 0.0005627195933824485
Position 7260: 0.0004287721350431815
Position 5257: 0.00018435173784958143
Position 5969: 3.9813432879324885e-07
