Gene = INIP
index = 701
Annotated 5SS: [  250  1776 24106 28710]
Annotated 3SS: [ 1694 24002 28618 30602]
SMsplice 5SS: [  250   864  1776 17535 24106 28710]
SMsplice 3SS: [  793  1694 17292 24002 28618 32233]
top_k =  100
Partition function (log Z): -19.281973003055565

Sorted 5' Splice Sites (High to Low Probability):
Position 1776: 0.9919736041670822
Position 250: 0.9200425099887699
Position 864: 0.8720958529674439
Position 6020: 0.2813109992234093
Position 685: 0.22015503789528654
Position 1144: 0.08109587210022523
Position 1098: 0.07137811829349566
Position 433: 0.04804472024514418
Position 1001: 0.0273280647650791
Position 889: 0.016287202035201998
Position 149: 0.00936354265752954
Position 112: 0.008216438172786064
Position 1618: 0.00791701354628264
Position 254: 0.006594533597114634
Position 214: 0.0048724851221266935
Position 30: 0.001809916042065241
Position 299: 0.0014020833184073779
Position 164: 0.00056620040001864
Position 42: 0.0005057466143622557
Position 717: 0.000412815110820062
Position 568: 0.000231940864721887
Position 72: 1.1123713767105714e-05
Position 288: 1.0704035418589825e-05
Position 233: 5.999763977009806e-06
Position 243: 5.680000417476586e-06
Position 227: 2.549357565021345e-06
Position 13: 2.2028351263775493e-06
Position 61: 1.2885251432760996e-06
Position 90: 9.265599515976665e-07
Position 152: 7.92498257404509e-07
Position 116: 5.856509693169598e-07
Position 184: 4.7511359560173537e-07
Position 187: 4.192010573866875e-07
Position 18: 1.9328383629429941e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1694: 0.9908742767278329
Position 793: 0.5750597424548528
Position 13132: 0.5723075584072689
Position 760: 0.26327078995892217
Position 5875: 0.22381231925652575
Position 13509: 0.1099865524476948
Position 529: 0.09557947910197959
Position 5878: 0.07885302388434642
Position 333: 0.07866008718838657
Position 9964: 0.07463026910449329
Position 757: 0.063101237183074
Position 1013: 0.059257318752018326
Position 974: 0.05816610410248899
Position 6907: 0.052668840609711866
Position 609: 0.0334701045578406
Position 1055: 0.027798493788938113
Position 7911: 0.025803504143714587
Position 5935: 0.020959820755340742
Position 2490: 0.017805782070799782
Position 5306: 0.01766419498313882
Position 7093: 0.01572371189729105
Position 2465: 0.013896705939724406
Position 405: 0.013427662941352973
Position 717: 0.009788642700890004
Position 436: 0.009736237382416208
Position 5285: 0.009713076592376538
Position 4254: 0.009618700470187742
Position 1455: 0.008023318002800536
Position 5659: 0.007022343588662241
Position 496: 0.007000006083444283
Position 3130: 0.005352181295465997
Position 3536: 0.004122148810124696
Position 1746: 0.003767779214122398
Position 5793: 0.00353067350769755
Position 2228: 0.002143405968720893
Position 2540: 0.0017859457646037034
Position 4573: 0.0017538173662324961
Position 4231: 0.0013419175372529513
Position 4024: 0.0010669500874590464
Position 3267: 0.0009613889181388567
Position 3159: 0.0008635473466067024
Position 1895: 0.0004070519190943576
Position 337: 0.0003626056492004619
Position 766: 0.00019701454411768653
Position 460: 0.0001084359448528103
Position 476: 9.167416719408905e-05
Position 735: 8.065551410451157e-05
Position 800: 3.0052335015780267e-05
Position 249: 4.866979382265173e-07
