Gene = YRDC
index = 1586
Annotated 5SS: [ 394 1085 1329 3884]
Annotated 3SS: [ 969 1208 3740 4187]
SMsplice 5SS: [ 394 1085 1329 3884]
SMsplice 3SS: [ 969 1208 3740 4187]
top_k =  100
Partition function (log Z): 3.6513934130840084

Sorted 5' Splice Sites (High to Low Probability):
Position 1085: 0.9963627837955517
Position 3884: 0.9901630166138667
Position 394: 0.9900011321863454
Position 1329: 0.93040897270739
Position 2869: 0.01907668574664339
Position 1753: 0.017053906301794517
Position 3035: 0.016972339627475807
Position 4224: 0.009642088010779115
Position 274: 0.0050523976638319505
Position 4292: 0.004378727033187165
Position 1748: 0.00435548056274067
Position 840: 0.004209175473205626
Position 1270: 0.00376441607587704
Position 1739: 0.0034735102929304394
Position 797: 0.0030359938827911885
Position 4001: 0.001997253611185049
Position 362: 0.0019957087071198892
Position 2612: 0.0017269539715154198
Position 4164: 0.0010771034756763538
Position 4502: 0.00033115896705605363
Position 449: 0.00030509748824928654
Position 4133: 0.00030149282045752537
Position 4061: 0.0002773008136268903
Position 18: 0.0002613954860899241
Position 22: 0.00022659968359386046
Position 1034: 0.0002069880874417881
Position 1104: 0.00018410633556244105
Position 1094: 9.766720501795916e-05
Position 1089: 4.6639539599782186e-05
Position 322: 4.553738621013654e-05
Position 869: 4.285204014861772e-05
Position 620: 3.900630869264509e-05
Position 1473: 2.5812775358709993e-05
Position 745: 2.4443972481120967e-05
Position 1453: 2.176166259697179e-05
Position 251: 1.9863511647349213e-05
Position 336: 1.466425518165548e-05
Position 980: 5.4449838494476575e-06
Position 3926: 2.7482319468591085e-06
Position 1106: 2.510642686473972e-06
Position 4014: 1.4077092495650498e-06
Position 7: 3.083602074938785e-07
Position 61: 2.728782788334313e-07
Position 44: 2.7017650211443126e-07
Position 248: 1.4835537829141076e-07
Position 145: 1.340790816987411e-07
Position 56: 1.21638607928366e-07
Position 114: 4.410388300950937e-08
Position 529: 3.809133223454627e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.9884085931659093
Position 3740: 0.9748554766228689
Position 1208: 0.9328685755920739
Position 4187: 0.9321039996259186
Position 5209: 0.020646544594982635
Position 4050: 0.01743259684506425
Position 2934: 0.014617682338745887
Position 1614: 0.01111755493373936
Position 4221: 0.0102574812784358
Position 2741: 0.007687878903401808
Position 4634: 0.006915043869043291
Position 3987: 0.006449078323298122
Position 3651: 0.006406452599601736
Position 3680: 0.004950598853298396
Position 1575: 0.004855327991030764
Position 2721: 0.004781631954731549
Position 4275: 0.004746183164227458
Position 1621: 0.0041322314336106735
Position 3628: 0.003942854602813431
Position 4126: 0.0035798435334031768
Position 1661: 0.003358215090405782
Position 4672: 0.002975261098047674
Position 2634: 0.002740519436405431
Position 1007: 0.002732301325855673
Position 742: 0.0026488055164259738
Position 685: 0.0025710381869035385
Position 2770: 0.0024505871661436225
Position 2952: 0.0023546572887299185
Position 904: 0.002031488150805978
Position 4940: 0.0019721681938088043
Position 5120: 0.0019151347325262356
Position 1019: 0.0018190712737884264
Position 2492: 0.0017269539715154198
Position 1288: 0.001697445547289078
Position 3522: 0.0015097842805690377
Position 1560: 0.0014195677086790359
Position 2805: 0.0014160682859609805
Position 4224: 0.00127425979050748
Position 5132: 0.0011509450492239758
Position 4585: 0.0008221950242324652
Position 4084: 0.0007440918216506357
Position 4344: 0.0007015505878448217
Position 3860: 0.0005561649848784677
Position 880: 0.00043160747884818076
Position 4071: 0.0004248204227093145
Position 4482: 0.0004146313214706066
Position 3630: 0.0003547117764771962
Position 4272: 0.00032499065380745397
Position 1025: 0.00029600536034668447
Position 828: 0.0002857742621345454
Position 498: 0.00023616187764431403
Position 536: 0.00018861656215997527
Position 3591: 0.0001828943211715086
Position 699: 0.00012046169715755078
Position 3570: 9.897088966308765e-05
Position 3500: 9.638148826131803e-05
Position 582: 6.989394587627833e-05
Position 114: 4.675036359320193e-05
Position 508: 4.6119589575329255e-05
Position 750: 4.4654809180818606e-05
Position 835: 3.862965434776702e-05
Position 984: 3.465901037659167e-05
Position 672: 3.399269229717629e-05
Position 906: 3.0441654148044552e-05
Position 759: 1.8226435798423632e-05
Position 334: 1.2677122313194777e-05
Position 342: 1.0702077039013642e-05
Position 1248: 1.0022722947261466e-05
Position 669: 9.387725868531092e-06
Position 656: 7.5902416572369e-06
Position 175: 5.406240914334416e-06
Position 4060: 4.673398613190567e-06
Position 1215: 4.128713775274337e-06
Position 3356: 2.562012438797979e-06
Position 1051: 2.252021620597159e-06
Position 1259: 6.028570899220682e-07
Position 1392: 1.284241716762068e-07
Position 1300: 1.0621251775254719e-08
Position 1113: 8.880491161763911e-11
Position 1139: 2.7323055528167765e-12
