Gene = MECR
index = 827
Annotated 5SS: [  202 14345 14928 24171 27802 28990 30417 34735 34992]
Annotated 3SS: [14246 14795 24026 27698 28886 30342 34673 34918 36752]
SMsplice 5SS: [  202   623 10099 14345 14928 24171 27802 28990 29559 30417 34992]
SMsplice 3SS: [  525  9989 14246 14795 24026 27698 28886 29413 30342 34918 36752]
top_k =  100
Partition function (log Z): -21.169903147967087

Sorted 5' Splice Sites (High to Low Probability):
Position 623: 0.8010851702227374
Position 202: 0.4768294741492248
Position 10099: 0.22025057551081678
Position 371: 0.21776680591547334
Position 345: 0.2084555393277313
Position 578: 0.1842798876787568
Position 7793: 0.11891591614822421
Position 8090: 0.11876715104989985
Position 194: 0.029201590194623473
Position 6257: 0.02878708700036433
Position 349: 0.022618149999734848
Position 402: 0.022584677973292097
Position 6237: 0.020565932022970867
Position 4529: 0.012688519305519192
Position 152: 0.0088975452989157
Position 289: 0.006735530814673207
Position 6247: 0.005955062867029376
Position 3223: 0.00443093073211565
Position 53: 0.004317979235854265
Position 709: 0.0023918416420127832
Position 4495: 0.0021264490088623764
Position 28: 0.0017229362551066615
Position 437: 0.00041578212567400333
Position 239: 0.00021734369969389665
Position 32: 0.0001376618778052788
Position 39: 2.8490947307993462e-05
Position 14: 2.768218510857704e-05
Position 10: 2.306816619877781e-05
Position 435: 1.8386914820783667e-05
Position 417: 1.354918762251041e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 525: 0.9959098145321781
Position 9989: 0.34525700251372526
Position 8247: 0.28276333123059416
Position 14418: 0.22025057551081678
Position 7990: 0.13087284346059577
Position 4616: 0.12067056401025605
Position 7619: 0.11891591614822421
Position 6342: 0.06677246471913789
Position 6142: 0.060641002533923176
Position 4193: 0.03351289388267075
Position 7987: 0.02901536449675333
Position 9270: 0.026716068895546088
Position 8120: 0.025842291491958744
Position 6279: 0.01315786904340829
Position 5394: 0.011515177952864499
Position 8172: 0.009391585780925443
Position 2940: 0.005156129154785485
Position 2999: 0.00370145008043583
Position 5889: 0.0032177732544718092
Position 1968: 0.0029350525549520293
Position 3061: 0.0026266769100282204
Position 3035: 0.0022567525618513605
Position 4032: 0.0020802085257417176
Position 2725: 0.0017150436328611568
Position 886: 0.0011643406124388822
Position 2230: 0.0011175860852567932
Position 500: 0.0007205566827205939
Position 1358: 0.0006676799924966424
Position 2965: 0.0006557809014264645
Position 733: 0.000645730092017596
Position 3123: 0.00037227299341798783
Position 348: 6.415507565689759e-06
Position 441: 2.1264449107942717e-07
Position 565: 9.479877378150763e-08
