Gene = ASB6
index = 100
Annotated 5SS: [ 279 1625 2764 2964 3593]
Annotated 3SS: [1442 2656 2854 3505 3707]
SMsplice 5SS: [ 279 1625 2764 2964 3593]
SMsplice 3SS: [1527 2656 2854 3505 3707]
top_k =  100
Partition function (log Z): 8.032158575239784

Sorted 5' Splice Sites (High to Low Probability):
Position 2764: 0.9987471763612461
Position 2964: 0.9782232277184966
Position 3593: 0.9705250708252356
Position 279: 0.8648373400463907
Position 1625: 0.8270355671527173
Position 3987: 0.4959032747519549
Position 1159: 0.2618592243422109
Position 2397: 0.24444586888381567
Position 4417: 0.23713219679984354
Position 2501: 0.16095101797314848
Position 3774: 0.1510364152440798
Position 632: 0.08528496154430526
Position 1956: 0.05145580560794043
Position 2141: 0.030026737951928145
Position 296: 0.029403662342590772
Position 71: 0.015255579271993471
Position 1652: 0.013387328490599638
Position 2367: 0.00945293970070293
Position 1678: 0.007673556789281178
Position 1644: 0.0068041854115112104
Position 3050: 0.00598457043786474
Position 217: 0.00506831230906168
Position 733: 0.0028553398018860126
Position 987: 0.002787141835205633
Position 100: 0.0026784568706844855
Position 995: 0.002662680207390548
Position 3269: 0.0024404702049161922
Position 821: 0.002324353771989481
Position 2968: 0.0016703015060025206
Position 1163: 0.0014683951095737138
Position 2775: 0.001143739236138487
Position 596: 0.000793424378171636
Position 815: 0.0006745697053419067
Position 957: 0.0006726008342182778
Position 838: 0.0005835365301837499
Position 879: 0.0004184018269651245
Position 204: 0.0003518865092984617
Position 3642: 0.00024019840208245374
Position 76: 0.00019199702049105618
Position 676: 0.00018353159486556386
Position 2728: 5.9580753349283904e-05
Position 2746: 1.33179646260819e-05
Position 267: 2.0835211068631564e-06
Position 420: 1.1685114168309698e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2656: 0.9956655621275284
Position 3505: 0.9851805142444846
Position 2854: 0.951511305116464
Position 1527: 0.7746805855348007
Position 3707: 0.745498443696546
Position 4827: 0.4569537875629041
Position 2223: 0.34911923006565837
Position 1035: 0.26055820979907396
Position 4320: 0.16129401251071857
Position 4590: 0.12635009379130896
Position 4941: 0.11429661856856302
Position 2427: 0.05400789008274965
Position 3833: 0.050873728461257914
Position 4273: 0.04871071714845625
Position 1442: 0.04391539947663709
Position 1833: 0.040513651809104524
Position 4210: 0.036995082023622027
Position 3661: 0.030274265310992185
Position 5017: 0.030114621420036045
Position 2011: 0.03002673795192814
Position 3913: 0.025435765930948095
Position 2917: 0.02539366726710521
Position 4043: 0.02070739555590904
Position 1531: 0.01490953912872198
Position 4237: 0.010348552986355695
Position 1384: 0.009403938161601457
Position 516: 0.008972778266752376
Position 2886: 0.0081929017230985
Position 1869: 0.007232972202786979
Position 1299: 0.00669711315374315
Position 2181: 0.006377679794752874
Position 2335: 0.005835607605082868
Position 380: 0.005176474006493937
Position 4206: 0.004378122653069909
Position 2568: 0.003807673494203349
Position 1328: 0.0038046845045944834
Position 4085: 0.0027973398381981214
Position 694: 0.002472332418133055
Position 3539: 0.0021475490160920954
Position 1425: 0.0018480426727014738
Position 1409: 0.0014856686911159966
Position 3870: 0.0013351012164466987
Position 349: 0.0011205005939961194
Position 3536: 0.001009302906374863
Position 3190: 0.0009857801849505474
Position 3178: 0.0008755170711878036
Position 2868: 0.0007801995364448883
Position 530: 0.0007280773469709302
Position 1883: 0.0007008191071823737
Position 1890: 0.0006452224604809843
Position 1127: 0.0006286379178072093
Position 1697: 0.00042029466424659055
Position 739: 0.0003724948360906218
Position 3027: 0.0003087756994805865
Position 3104: 0.0002703972492972542
Position 665: 0.00011867874762489064
Position 3366: 0.00011538696560164051
Position 1448: 6.922350060604183e-05
Position 382: 6.586477241635728e-05
Position 577: 5.755002437345704e-05
Position 980: 5.2383596040777074e-05
Position 468: 4.046288831817662e-05
Position 327: 2.2334228669338984e-05
Position 3681: 1.4750641425251908e-05
Position 3955: 6.003573887421783e-06
Position 2890: 2.1416589347687123e-08
Position 2893: 2.305713027876738e-09
