Gene = ERCC8
index = 504
Annotated 5SS: [  120 16188 22998 26787 40260 41404 42610 45425 46776 54163 57612]
Annotated 3SS: [16091 22895 26662 40177 41334 42542 45323 46650 53964 57530 70367]
SMsplice 5SS: [  120 16188 22998 26787 41485 42610 45425 46776 51508 54163 54799 57612]
SMsplice 3SS: [16091 22895 26662 41334 42505 45323 46650 51407 53964 54649 57530 70367]
top_k =  100
Partition function (log Z): -39.44063791081739

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9040408677311605
Position 2249: 0.2035266199009654
Position 5772: 0.19771284908243342
Position 668: 0.19476923796472878
Position 176: 0.07817950305185659
Position 6190: 0.05153555105181129
Position 5911: 0.016952650370049883
Position 3599: 0.00386029954358519
Position 284: 0.0022859084365288948
Position 1716: 0.002138273575911582
Position 578: 0.0009276292593285683
Position 1686: 0.0005378081772602406
Position 74: 9.588785690645908e-05
Position 363: 6.939002483301974e-05
Position 154: 5.758838520146169e-05
Position 28: 5.005541293054718e-05
Position 314: 2.604762353781512e-05
Position 30: 8.98197043137872e-06
Position 334: 2.6620494935181282e-08
Position 247: 1.2002429668400664e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6819: 0.3249976114323701
Position 5669: 0.32098926075048373
Position 2138: 0.22116493646328536
Position 423: 0.1633305739781966
Position 3580: 0.15509040541734676
Position 3359: 0.1309058625960982
Position 6114: 0.05153555105181129
Position 3679: 0.03692389413717125
Position 1514: 0.030890359336351605
Position 4158: 0.02642161259719027
Position 470: 0.023860802474199503
Position 3441: 0.023017030062869398
Position 1180: 0.018972446745496606
Position 5849: 0.018592938623590533
Position 3902: 0.0172959861066235
Position 3274: 0.016595204835523583
Position 2141: 0.012543206257920906
Position 1947: 0.008049226944457963
Position 3493: 0.007925396787577827
Position 2527: 0.007575270724284819
Position 4809: 0.00687544400150451
Position 496: 0.005365894227796024
Position 483: 0.004477001174309288
Position 1787: 0.004227950680375417
Position 362: 0.004120356892696415
Position 1807: 0.0037501303303762667
Position 2964: 0.00311680373816503
Position 1475: 0.0024102271762597794
Position 2433: 0.0022746218574532895
Position 1537: 0.0018771719934794068
Position 2121: 0.0009131431412425685
Position 434: 0.00029541405163711643
Position 2173: 0.00022080780108408001
Position 522: 2.8891079306612877e-05
Position 504: 2.1357621258021937e-05
Position 388: 2.1164393470600685e-05
Position 531: 2.0855147574228776e-05
Position 524: 1.9793939940900387e-05
Position 508: 1.8148495087012625e-05
Position 2026: 1.486060954203019e-05
Position 646: 1.1923062440739764e-05
Position 518: 3.3837360277275215e-06
Position 563: 2.8567313709280853e-06
Position 297: 2.7420264613790925e-06
Position 265: 2.5676411782161843e-06
Position 368: 2.0789847812024126e-06
Position 648: 2.0201847157707084e-06
