Gene = CACFD1
index = 271
Annotated 5SS: [ 201 3569 5461 8042]
Annotated 3SS: [3495 5334 7933 8575]
SMsplice 5SS: [ 201 5461 8042]
SMsplice 3SS: [5334 7933 8575]
top_k =  100
Partition function (log Z): -0.018000281944846597

Sorted 5' Splice Sites (High to Low Probability):
Position 5461: 0.9934422061360937
Position 201: 0.7616450169137344
Position 8042: 0.6971009638530812
Position 3569: 0.5294067344377161
Position 8015: 0.29720443316692535
Position 8721: 0.2728787113968747
Position 93: 0.21877272825949345
Position 632: 0.15516525048536758
Position 2734: 0.15079877130935732
Position 2939: 0.11401496724963925
Position 2233: 0.10032879061715047
Position 7328: 0.09622030445002687
Position 4817: 0.07755085966069153
Position 7219: 0.06888083253094054
Position 5694: 0.06682847645108674
Position 8308: 0.055075685114536706
Position 8285: 0.04223636757830662
Position 8478: 0.03954929367149169
Position 6581: 0.038183400298296664
Position 636: 0.029084447074588838
Position 8924: 0.020767453723729873
Position 6650: 0.01890990704415802
Position 10487: 0.010396998031931804
Position 8711: 0.009533470046287146
Position 7349: 0.007944683934126067
Position 157: 0.006385835988740934
Position 411: 0.006324693287343354
Position 6144: 0.004085176407329895
Position 205: 0.003358247320144462
Position 55: 0.0013766554884401597
Position 8010: 0.000879811986967247
Position 151: 0.0007280133048991219
Position 185: 0.00046987565633241726
Position 307: 0.0003925817112289086
Position 314: 0.0002160698481552632
Position 46: 0.0001624662612848058
Position 8715: 0.00015072320686559604
Position 154: 6.115033109894344e-05
Position 8105: 4.983266410546103e-05
Position 197: 3.8499399634797814e-05
Position 72: 3.0367153398703942e-05
Position 171: 1.6004173367932252e-05
Position 109: 8.863304006418468e-06
Position 169: 7.566533572232406e-06
Position 384: 5.365065123737855e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7933: 0.9980133216748776
Position 8575: 0.9710667296060731
Position 5334: 0.937386046751715
Position 3495: 0.4614371740351884
Position 547: 0.182731253863673
Position 10401: 0.1751914002658566
Position 7085: 0.14697756576388438
Position 2847: 0.11401496724963925
Position 2633: 0.10152558137713348
Position 8183: 0.09924856927609035
Position 8811: 0.0916206725991052
Position 3345: 0.06796956040252795
Position 4730: 0.06389388781357724
Position 5383: 0.05605615938437871
Position 8352: 0.04983089618601219
Position 2147: 0.0479286628951842
Position 6461: 0.047808861203471366
Position 5602: 0.03629753685499619
Position 2630: 0.030379476064244838
Position 2095: 0.02832347676206235
Position 7166: 0.026068255151209075
Position 10614: 0.019408927421012395
Position 5616: 0.016541604221501742
Position 10346: 0.014707256696231455
Position 4605: 0.013656971847114285
Position 8935: 0.013245349394386721
Position 2042: 0.01165012222748217
Position 5574: 0.010068180909318042
Position 2658: 0.009673082585868215
Position 6519: 0.009284446138983323
Position 2482: 0.009220631282110744
Position 2010: 0.0063950090697530845
Position 1926: 0.006031519662668652
Position 6076: 0.004085176407329893
Position 9343: 0.00397030192563915
Position 5635: 0.003635690861173595
Position 9085: 0.003623815222806177
Position 9144: 0.0032046495694703584
Position 9602: 0.001613961148443924
Position 287: 0.0015184436962833903
Position 8135: 0.0010282531887743568
Position 5650: 0.00028546360409715946
Position 7845: 4.964026632371161e-05
