Gene = UMPS
index = 1532
Annotated 5SS: [  262  4881  7874  9834 11901]
Annotated 3SS: [ 4726  7201  9657 11785 13548]
SMsplice 5SS: [  262  4881  9834 11901]
SMsplice 3SS: [ 4726  9657 11785 13548]
top_k =  100
Partition function (log Z): -5.5237441225656845

Sorted 5' Splice Sites (High to Low Probability):
Position 9834: 0.9930487756506639
Position 4881: 0.9615193287837797
Position 11901: 0.8571489439088686
Position 262: 0.7983416257215658
Position 13620: 0.37308724637540547
Position 7874: 0.3242205985230719
Position 1239: 0.18601349093362865
Position 345: 0.13551364039058886
Position 13670: 0.11541521537758728
Position 7327: 0.10887029370697494
Position 10451: 0.09819060326449515
Position 13838: 0.0562726425313544
Position 7303: 0.030507076545815574
Position 11146: 0.025925598439691017
Position 11082: 0.022734410115634904
Position 5188: 0.019667557711124706
Position 146: 0.017308246571410304
Position 401: 0.015251788832292256
Position 150: 0.011836719922086405
Position 12126: 0.009257111681868938
Position 872: 0.006309690459234302
Position 824: 0.006117409765779453
Position 906: 0.004668262192722852
Position 1985: 0.003397469626162476
Position 3066: 0.0031141627028743435
Position 11843: 0.0027541909245837456
Position 1964: 0.0022201387523645686
Position 4892: 0.0008759721602356649
Position 868: 0.000641869389308178
Position 38: 0.0003017736747103035
Position 349: 0.0002646572926587618
Position 744: 0.00018047776667857085

Sorted 3' Splice Sites (High to Low Probability):
Position 9657: 0.993048775650664
Position 4726: 0.9557107689558658
Position 11785: 0.869383134373617
Position 13548: 0.8497712008727186
Position 18340: 0.49828708754294254
Position 7548: 0.30921109253622187
Position 1139: 0.16843612025641747
Position 7201: 0.15457967760375707
Position 17578: 0.08361783548426711
Position 10343: 0.07252123946420601
Position 15239: 0.05151616973492465
Position 10928: 0.04866000855532595
Position 16665: 0.021279690193951543
Position 10307: 0.019035432543660198
Position 5078: 0.018089167368848427
Position 13830: 0.014885477742513788
Position 1164: 0.013464212759518084
Position 15024: 0.0068862852710362375
Position 4763: 0.0066845319881502704
Position 10266: 0.0066339312566289325
Position 1883: 0.0056176083785270505
Position 15253: 0.005448642412305187
Position 14919: 0.004233163570994772
Position 14073: 0.002822427318621068
Position 11879: 0.002756077586326957
Position 13623: 0.0026097141021973035
Position 3014: 0.0017660788506370512
Position 5048: 0.001578390342276271
Position 2987: 0.0013480838522372935
Position 1190: 0.0008493198967300796
Position 13727: 0.0002456432291332747
