Gene = GTF3C5
index = 630
Annotated 5SS: [  476 11618 13238 20290 21476 23254 23800 24121 25406 26220]
Annotated 3SS: [11397 13038 20093 21370 23138 23718 24022 25322 26076 27124]
SMsplice 5SS: [  476  5844 13238 20290 21476 23254 23800 24121 24871 25406 26220]
SMsplice 3SS: [ 5730 13038 20093 21370 23138 23718 24022 24751 25322 26076 27124]
top_k =  100
Partition function (log Z): 17.569556578600295

Sorted 5' Splice Sites (High to Low Probability):
Position 5844: 0.9999999999999981
Position 13238: 0.9999999999999973
Position 24121: 0.999881310116298
Position 23254: 0.9925384840767897
Position 21476: 0.9832741522815618
Position 26220: 0.9661277204825333
Position 25406: 0.9519112080840074
Position 23800: 0.9349862141407429
Position 476: 0.9294427105055809
Position 24871: 0.6521497243681904
Position 20123: 0.43198883403497085
Position 2663: 0.3927850904114944
Position 20269: 0.32416844048094
Position 6913: 0.18260553922461098
Position 12307: 0.13943041799837885
Position 5227: 0.12108440088383221
Position 2183: 0.11638747694065246
Position 22987: 0.0825324070040863
Position 18575: 0.07291146871210803
Position 222: 0.0482216778124977
Position 26874: 0.03855468752131434
Position 11618: 0.03484768647306004
Position 26236: 0.03242176419394785
Position 24276: 0.028433294909835673
Position 23524: 0.01890479126675044
Position 25852: 0.018776279655023407
Position 13: 0.01535449935146666
Position 419: 0.0150313551311675
Position 6601: 0.01503123155016533
Position 23877: 0.013680209935851041
Position 23822: 0.012110999256209334
Position 25410: 0.010918596276758837
Position 21557: 0.009914077896965438
Position 21446: 0.008662058602680565
Position 1991: 0.007679930329205073
Position 2336: 0.006362207168872681
Position 14538: 0.005619797727004495
Position 24698: 0.004851243193433439
Position 23069: 0.0048170856123798105
Position 27174: 0.00479094471725444
Position 4887: 0.004482704301105591
Position 26673: 0.0035287670578167635
Position 25210: 0.003206953724041259
Position 24532: 0.0030425034103121807
Position 4860: 0.002489365123978664
Position 24666: 0.0017253691749069715
Position 2511: 0.0013293175213526494
Position 23932: 0.0013138429845189789
Position 2759: 0.0011717689351256728
Position 23910: 0.0009123428918207297
Position 24334: 0.0008103148178766761
Position 20197: 0.000489219398519131
Position 23833: 0.00039818089396548404
Position 24108: 5.0842934753244926e-05
Position 51: 1.4995257554155316e-05
Position 277: 1.0136543314964776e-05
Position 204: 1.0036401589166672e-05
Position 26625: 9.263352803649521e-06
Position 24182: 8.875017493222845e-06
Position 26848: 5.050835727811566e-06
Position 64: 3.4036567486979686e-06
Position 36: 2.635608433533318e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 13038: 0.9999999999999974
Position 26076: 0.9994110894627363
Position 21370: 0.9933781886798886
Position 24022: 0.9670734760409737
Position 23138: 0.9510112649396686
Position 25322: 0.915188758771396
Position 23718: 0.8683643659156429
Position 5730: 0.8610466947280095
Position 20093: 0.6829111302572161
Position 27124: 0.49050671486522796
Position 24751: 0.4789392024536906
Position 27137: 0.41616592674550285
Position 2444: 0.2592613582852152
Position 6677: 0.1826055392246109
Position 24779: 0.1569822435417243
Position 12217: 0.1394304179983786
Position 5708: 0.13895330527199007
Position 2014: 0.12132729397894237
Position 4949: 0.12108440088383231
Position 2510: 0.1167579973960779
Position 22947: 0.09282046048841226
Position 19925: 0.07373536365721313
Position 18399: 0.07291146871210803
Position 23649: 0.06699188224901298
Position 26775: 0.05786687199702922
Position 11397: 0.03484768647306003
Position 24254: 0.032284946913048056
Position 25186: 0.025278268410402684
Position 23615: 0.023117631952479758
Position 26933: 0.022945042938850815
Position 27377: 0.020876681427153793
Position 23398: 0.020097433217005477
Position 26540: 0.01675774653265062
Position 6499: 0.01503123155016533
Position 23199: 0.014578265857251787
Position 25131: 0.014218097995362883
Position 24587: 0.012903630523508723
Position 2480: 0.012166306887894282
Position 24026: 0.011872209033415753
Position 23925: 0.011816322153741766
Position 25735: 0.01181341380407681
Position 25370: 0.011351632907645157
Position 23145: 0.010264148641601053
Position 21549: 0.008472100101317763
Position 26865: 0.008212918516904116
Position 24000: 0.007547558411324526
Position 23158: 0.007367159235891607
Position 2410: 0.007100514298784941
Position 4752: 0.006972069425084248
Position 1898: 0.006546057317793743
Position 312: 0.005699795071223389
Position 14423: 0.005619797727004495
Position 24725: 0.005338953616955662
Position 27142: 0.005058301775226263
Position 24834: 0.004562306600651541
Position 23072: 0.003846677530428378
Position 25755: 0.0037402036446385683
Position 25666: 0.0032226622063080265
Position 26592: 0.0024302434388407917
Position 27083: 0.002381253591679974
Position 373: 0.002049187425927079
Position 23512: 0.0015685520680463465
Position 24057: 0.0015674813715250346
Position 26720: 0.0014101317236606755
Position 23467: 0.0014068530653354267
Position 2219: 0.0010508899071946817
Position 27000: 0.0008303401616037815
Position 1937: 0.0007164682419336262
Position 23731: 0.0005589301600476923
Position 26152: 0.0005466836654457733
Position 2020: 0.0003715002233880089
Position 23351: 0.00021063359251818838
Position 320: 0.0002009236188641167
Position 1934: 0.0001553330690267794
Position 140: 0.00013917210474850521
Position 1650: 0.000137404202615834
Position 1670: 0.0001246674978350972
Position 24054: 5.07053127750346e-05
Position 25940: 3.49362033496373e-05
Position 23581: 3.5748945585949384e-06
Position 25953: 3.3151155358876994e-06
Position 24210: 1.1662249765021693e-06
