Gene = MYCBP
index = 902
Annotated 5SS: [ 815 1088 6544 7226]
Annotated 3SS: [1014 6494 7095 9390]
SMsplice 5SS: [ 572 1088 7226]
SMsplice 3SS: [1014 7095 9390]
top_k =  100
Partition function (log Z): -11.583221427407539

Sorted 5' Splice Sites (High to Low Probability):
Position 1088: 0.7624852661276174
Position 572: 0.44578331471133287
Position 511: 0.26451628006312883
Position 1047: 0.08945136399099321
Position 815: 0.0894049095011533
Position 1515: 0.07423111198855922
Position 2832: 0.07361826718414283
Position 5460: 0.06494679213074316
Position 158: 0.049974241652515954
Position 1533: 0.0487779658010732
Position 345: 0.02676987238218761
Position 442: 0.018120255135037584
Position 1495: 0.015022486752158299
Position 256: 0.007402747073937976
Position 6544: 0.00630589841675239
Position 703: 0.006022967222461233
Position 901: 0.005085038544202018
Position 1109: 0.003342231603584542
Position 923: 0.003019691192863162
Position 1214: 0.002915412313453166
Position 409: 0.0017676141362930606
Position 16: 0.0011914507093249854
Position 450: 0.0009004745230627028
Position 866: 0.0008883358375811341
Position 852: 0.0008172369885261588
Position 1031: 0.0007411335017687901
Position 1261: 0.0005149672586030788
Position 69: 3.539753537843626e-05
Position 153: 6.4272017996448e-06
Position 57: 1.5222874830682163e-06
Position 155: 3.732151075713344e-07
Position 5: 1.1560335653112088e-08
Position 40: 4.703267153929274e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1014: 0.7758520022204355
Position 9390: 0.5113431733910982
Position 6494: 0.28504973081644525
Position 5206: 0.1512559056602015
Position 1356: 0.11176692451762239
Position 2711: 0.07816580147655845
Position 3308: 0.04938699763590569
Position 1359: 0.04604787037964845
Position 6661: 0.028888211668848373
Position 8314: 0.01346936128005989
Position 3629: 0.001998864285146957
Position 3242: 0.0012845909682447593
Position 360: 0.001172192502150893
Position 667: 0.0011525926120330304
Position 1155: 0.001112516989578526
Position 242: 0.0010715191329860709
Position 758: 0.0009394584939527153
Position 738: 0.0008086864791956088
Position 957: 0.0007528289107999498
Position 642: 0.0005140528578454269
Position 900: 0.00047136835464079064
Position 468: 0.00039171703919893964
Position 400: 0.00027196316194765175
Position 623: 0.00027001807263817023
Position 503: 0.00016514145715967472
Position 703: 0.00013369767005196222
Position 710: 9.439042790825501e-05
Position 340: 9.259352236594538e-05
Position 195: 7.425278640072756e-05
Position 735: 6.263381912572158e-05
