Gene = EXO1
index = 514
Annotated 5SS: [  174   848  1037  2407  4232  5302  9303 10539 12525 13323 18876 24099
 31164 33838 37328]
Annotated 3SS: [  550   931  2228  4111  5177  9164 10325 12336 13225 18649 23851 30568
 33735 37133 41284]
SMsplice 5SS: [  174  2407  3923  4232  5302  6733  9303 10326 10539 13097 18552 18876
 30694 37328]
SMsplice 3SS: [ 2228  3772  4111  5177  6657  9164 10221 10449 12989 18404 18649 30568
 37133 41284]
top_k =  100
Partition function (log Z): -4.810637764881715

Sorted 5' Splice Sites (High to Low Probability):
Position 13097: 0.986910016538279
Position 10539: 0.9791975975917296
Position 4232: 0.9668792684945835
Position 5302: 0.945507625277228
Position 9303: 0.9031873434159566
Position 2407: 0.8898948881734623
Position 3923: 0.6293729218811492
Position 174: 0.608637301178369
Position 13323: 0.45657588813740096
Position 6733: 0.4418358886415063
Position 848: 0.40792754739738596
Position 10326: 0.38770418219813224
Position 3958: 0.2942497356110265
Position 12525: 0.2624839253166946
Position 6835: 0.23695708736078044
Position 206: 0.15513210024416257
Position 12547: 0.09704275183067004
Position 1712: 0.09523607049288264
Position 1037: 0.09044838911094327
Position 2321: 0.09042942157573956
Position 16326: 0.07975737675997346
Position 4461: 0.06511288454302608
Position 6602: 0.06346283516991567
Position 487: 0.05516430798202675
Position 5293: 0.054492374722775565
Position 11790: 0.05387900998659902
Position 93: 0.04468682676035479
Position 4949: 0.043351740150151655
Position 9442: 0.039643101479713554
Position 7795: 0.038173438997263234
Position 377: 0.03480014095054699
Position 21: 0.03434363181059343
Position 18876: 0.024796887657470276
Position 3214: 0.024347625759975677
Position 2391: 0.019544406967275565
Position 2528: 0.016902323777423713
Position 9565: 0.015746330475038837
Position 4275: 0.012487984207692104
Position 14092: 0.008007984493894942
Position 338: 0.0075650006093354255
Position 4112: 0.0061677800578398435
Position 776: 0.004669245417618664
Position 633: 0.0038528111709049233
Position 1026: 0.0017866889450953946
Position 190: 0.001187387434399511
Position 7366: 0.0007651878016795362
Position 288: 0.0002889006513610691
Position 13497: 0.0002070796943767759
Position 384: 0.00015169625831243987
Position 443: 7.21002361833745e-05
Position 2300: 4.992402259619987e-05
Position 75: 1.8565425987123037e-05
Position 222: 5.977261016935838e-06
Position 41: 4.4376236642814385e-06
Position 210: 1.1439804657286577e-06
Position 79: 8.921067234789632e-07
Position 116: 8.180751416384423e-07
Position 97: 7.096017968080698e-07
Position 49: 1.4604602828956664e-07
Position 264: 3.446414149851364e-08
Position 106: 3.373762362049898e-09
Position 159: 8.93408401749951e-10
Position 234: 5.265508008682127e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2228: 0.9999186407390735
Position 12989: 0.9884584208571495
Position 4111: 0.9585203896071697
Position 5177: 0.9460045121993363
Position 9164: 0.9372969262956515
Position 3772: 0.758124872506093
Position 10449: 0.6349822711295249
Position 6657: 0.622321922917232
Position 10221: 0.5037183615048043
Position 18649: 0.48041689813574
Position 12336: 0.34191433416220984
Position 550: 0.24950251467400839
Position 10325: 0.22820114715553264
Position 13245: 0.20989875179762954
Position 13225: 0.19433441057506207
Position 3868: 0.1623112037034877
Position 13782: 0.13785641762898526
Position 16748: 0.1234329383353272
Position 14187: 0.12186968502683498
Position 16238: 0.09614393244341529
Position 1579: 0.09523607049288269
Position 13292: 0.090269430046424
Position 6462: 0.06329322503643617
Position 4351: 0.06112246334913134
Position 928: 0.05698541071047004
Position 315: 0.056844683120534804
Position 6811: 0.05600281388299813
Position 5180: 0.05399548780066677
Position 11709: 0.05387900998659901
Position 7548: 0.03817343899726317
Position 14447: 0.033230297127728965
Position 4827: 0.03146506250440095
Position 16586: 0.029185646074025868
Position 931: 0.027573082776023314
Position 4030: 0.02701464315294525
Position 708: 0.0254777442301657
Position 18977: 0.02479688765747032
Position 12303: 0.018740164182139914
Position 13803: 0.018466917274600734
Position 3133: 0.017852677405075325
Position 2478: 0.01690232377742372
Position 9462: 0.015746330475038824
Position 4892: 0.011886677645750724
Position 356: 0.011590867206540805
Position 272: 0.0065651194530074635
Position 3130: 0.006494948354900369
Position 9383: 0.005533518600018008
Position 13257: 0.0047467971182089405
Position 813: 0.004158530498149487
Position 471: 0.003886778250803267
Position 728: 0.003560761054846141
Position 3587: 0.003186581282595039
Position 4319: 0.002794711742100984
Position 614: 0.002210887340975138
Position 13778: 0.0020199819858103293
Position 764: 0.0019161261171324014
Position 4323: 0.0011957094517936568
Position 7107: 0.0007651878016795374
Position 6370: 0.0006378493355361992
Position 833: 0.00018863331231901636
Position 93: 0.00017818851475063865
Position 374: 9.07715045296847e-05
Position 276: 1.1138099865693991e-05
Position 389: 5.5686721556203335e-06
