Gene = NSA2
index = 963
Annotated 5SS: [ 372 2127 2373 3819 7069]
Annotated 3SS: [1938 2221 3638 6875 9611]
SMsplice 5SS: [ 372 2127 2373 3819 7069]
SMsplice 3SS: [1938 2221 3638 6875 9611]
top_k =  100
Partition function (log Z): 2.7228312153632066

Sorted 5' Splice Sites (High to Low Probability):
Position 2127: 0.9990506954208008
Position 2373: 0.9975632583169213
Position 3819: 0.9542608793602858
Position 372: 0.9462138703086481
Position 7069: 0.6487760278928167
Position 1828: 0.5999988304896056
Position 10481: 0.43992511273247686
Position 7003: 0.28382988325684905
Position 5430: 0.175206269720271
Position 6102: 0.03293425937833499
Position 454: 0.02541186676067453
Position 10983: 0.020426373825173687
Position 8484: 0.012548450467849422
Position 1250: 0.011965344882499212
Position 1744: 0.009620956256971418
Position 559: 0.007228052821942177
Position 3126: 0.005498309230561702
Position 447: 0.004334057691079271
Position 839: 0.0033245407806139597
Position 7023: 0.0029082901511421864
Position 6062: 0.0027272854495746543
Position 414: 0.0027213148058611966
Position 3561: 0.002603603616894792
Position 1262: 0.0022826241439622605
Position 1136: 0.0022326186999160388
Position 1422: 0.002096614720525818
Position 254: 0.0017017680380948155
Position 1242: 0.0016338993894496436
Position 464: 0.001250217655663779
Position 2331: 0.0008783742182322635
Position 2604: 0.0007959679282370014
Position 1330: 0.0005825857842348304
Position 1144: 0.0004768458811576308
Position 2917: 0.0004234373380767645
Position 500: 0.0003574425326608434
Position 3508: 0.00024781710002053103
Position 3666: 0.0002454690736414763
Position 3112: 0.0002253341662750148
Position 2066: 0.00018528172683707412
Position 2039: 0.0001154993786543503
Position 68: 0.00010390174186015583
Position 38: 8.917232315408158e-05
Position 3374: 3.6700456289126956e-05
Position 2021: 3.310734137495014e-05
Position 2985: 1.9684898486449832e-05
Position 223: 1.4707685729495275e-05
Position 143: 1.3485193730917024e-05
Position 726: 4.670649374087667e-06
Position 220: 3.7693955985211e-06
Position 141: 2.1068845963799427e-06
Position 21: 1.4526611038626058e-06
Position 513: 8.572569082501355e-07
Position 2435: 2.0348620909741923e-07
Position 1103: 8.602823403170551e-08
Position 1412: 3.628143759968999e-08
Position 267: 3.001657761031151e-08
Position 244: 8.484512261385247e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2221: 0.9888102052210533
Position 1938: 0.9875908381823942
Position 6875: 0.8811105346198557
Position 10366: 0.460391764351873
Position 9611: 0.4289622476192243
Position 3638: 0.4200679013935734
Position 3476: 0.38603542090356496
Position 1705: 0.31505477942835824
Position 12808: 0.24721185097431
Position 1708: 0.17052958475725444
Position 5320: 0.16288945037434743
Position 3711: 0.1271647234795342
Position 10612: 0.1123768850311989
Position 1634: 0.07423443981181847
Position 7923: 0.045878716834995344
Position 8292: 0.04186388565352479
Position 6001: 0.03566154482790963
Position 6775: 0.03553767016185605
Position 11465: 0.03207584968523215
Position 10615: 0.029829370761707365
Position 11760: 0.025784708477763173
Position 7328: 0.02558288265161337
Position 6745: 0.021432597827481005
Position 5177: 0.01231681934592356
Position 3666: 0.012249313786785534
Position 1022: 0.01167101896739239
Position 1772: 0.011636118897081806
Position 1944: 0.011365731421071446
Position 1190: 0.008022796520419673
Position 1663: 0.007751904403602526
Position 1739: 0.007137082258381306
Position 1522: 0.007049747038134784
Position 3687: 0.006962427430481832
Position 1649: 0.006824241402205006
Position 11135: 0.006436483039396656
Position 2228: 0.006423827266913286
Position 3768: 0.006409052679192975
Position 10546: 0.005247726154382994
Position 2937: 0.004513137777302147
Position 2190: 0.002573938690332515
Position 8996: 0.002468972905569555
Position 8850: 0.001907688373899668
Position 717: 0.001886247588067701
Position 10626: 0.0013886124336593942
Position 2873: 0.0008269888207174893
Position 4456: 0.000764589936573063
Position 3965: 0.0006300303099015078
Position 1321: 0.0006255233985375153
Position 336: 0.0005923973205820011
Position 2279: 0.0005094890496911606
Position 2543: 0.0004776713517069636
Position 3090: 0.00043157317235209775
Position 1276: 0.0004265425923744425
Position 2493: 0.00025366686354032713
Position 1852: 0.00023664093469672173
Position 2796: 0.00015508889740313244
Position 723: 0.0001461799492983317
Position 252: 0.00013673812846730737
Position 2308: 0.0001235728768297437
Position 757: 0.00011479400411357585
Position 3045: 0.00011146150676829968
Position 2711: 9.896458341010218e-05
Position 2578: 6.435034051435228e-05
Position 3265: 3.6700456289126956e-05
Position 2884: 1.0123650838527347e-05
Position 1165: 1.0038376856325327e-05
Position 2947: 9.765385810992428e-06
Position 2656: 9.661838797141362e-06
Position 1144: 7.864070292568493e-06
Position 1177: 1.1681709108613948e-06
Position 2240: 7.971870516027394e-07
Position 2558: 1.0924533151316548e-07
Position 2354: 5.6749895420630644e-08
Position 2468: 5.1268532388380775e-09
Position 2242: 3.1245306988919783e-09
Position 2258: 2.6551319787292105e-09
Position 2286: 1.7572641461435796e-09
Position 2600: 1.2986323393210563e-09
