Gene = MGLL
index = 841
Annotated 5SS: [   167   1557  41462 100821 102198 112675 128276]
Annotated 3SS: [  1411  41354 100683 102086 112584 128059 130926]
SMsplice 5SS: [   167   1557   8143  10401  14046  14368  22873  24460  30202  41462
  56112  57560  68767  87546 100821 102198 112675 128108 128276]
SMsplice 3SS: [  1411   7920  10320  13954  14311  22777  24319  29992  41354  55987
  57442  68688  87356 100683 102086 112584 128059 128194 130926]
top_k =  100
Partition function (log Z): -62.14672475443993

Sorted 5' Splice Sites (High to Low Probability):
Position 167: 0.9661043370676818
Position 1557: 0.8733190829554928
Position 942: 0.19335757408946663
Position 1530: 0.12665404552105253
Position 4617: 0.11264152574714054
Position 583: 0.09510652194179223
Position 6005: 0.07876612627983574
Position 3907: 0.033196450764833164
Position 527: 0.032684610858703354
Position 2541: 0.030935359114965345
Position 570: 0.029722341107654433
Position 591: 0.02964548149153536
Position 2568: 0.028440214978178436
Position 6777: 0.025666359047009785
Position 523: 0.022451682819455233
Position 951: 0.00646587497151201
Position 748: 0.004737858956204767
Position 805: 0.0045011327002863555
Position 1206: 0.003659763709568116
Position 2207: 0.0025960121215853373
Position 1265: 0.0023218220595875743
Position 1252: 0.002042964553151738
Position 593: 0.0016626712346283832
Position 273: 0.001335077586349151
Position 216: 0.0008926256174126164
Position 294: 0.0008320439490971777
Position 488: 0.0006063963795534597
Position 328: 0.0002234001783265955
Position 318: 8.858567444189325e-05
Position 1585: 2.6871523467731446e-05
Position 279: 2.4791246607177926e-05
Position 300: 2.4385304297348452e-05
Position 271: 1.6839672983460052e-05
Position 277: 1.4564009557592244e-05
Position 209: 9.297936751279997e-06
Position 281: 6.9564521119088255e-06
Position 283: 6.235553269409841e-06
Position 326: 5.635317154187145e-06
Position 310: 4.943494460090173e-06
Position 316: 4.106447120135788e-06
Position 296: 1.9029178495372652e-06
Position 201: 7.162580935490536e-07
Position 80: 6.988728250979302e-07
Position 252: 1.226906410388838e-07
Position 234: 1.0536201418230096e-07
Position 298: 2.8704238010305377e-09
Position 308: 2.672512233761635e-09
Position 285: 2.348755725771237e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1411: 0.998644115498478
Position 4468: 0.3193050344516268
Position 6555: 0.2594527631582578
Position 426: 0.17185634262719218
Position 6878: 0.1585223691708301
Position 5778: 0.10405702495927978
Position 8440: 0.09455604102889141
Position 855: 0.07583831484386104
Position 895: 0.0691653788156575
Position 2379: 0.06083051226508505
Position 457: 0.05682962942588606
Position 3830: 0.05205935749018028
Position 7027: 0.04987114206902825
Position 2692: 0.032129930395626616
Position 2043: 0.024737880943549145
Position 2349: 0.022072625880028236
Position 3309: 0.021069072890209796
Position 2999: 0.020124057218534185
Position 1744: 0.01674772715125982
Position 6501: 0.01580803508449117
Position 1778: 0.015436014016263483
Position 2327: 0.011158202463529707
Position 2494: 0.008673571666607992
Position 405: 0.006611496471952446
Position 2269: 0.005791089572144477
Position 1110: 0.0055662145634199365
Position 475: 0.005210143097684867
Position 1690: 0.005088307653069184
Position 3630: 0.004575461679892234
Position 3581: 0.004199430816124321
Position 797: 0.0038072811950251744
Position 3054: 0.003176424586391872
Position 1747: 0.0018372618733003797
Position 1061: 0.0013959268379386616
Position 1467: 0.0013118797414996568
Position 661: 0.0011990470508207556
Position 968: 0.0010624089209487868
Position 2072: 0.0004220790247912368
Position 2093: 0.0002811236787562355
Position 2090: 0.00025950686579784976
Position 1341: 1.831789537419137e-05
Position 1482: 1.7084089043259593e-05
Position 506: 1.3837522639776451e-05
Position 365: 8.041654677424165e-06
Position 1507: 4.30821375529326e-06
Position 1529: 2.7681107356901437e-06
Position 1430: 1.5264511287083754e-06
Position 439: 1.3346132401778048e-08
